Bid_Number,Contract_Number,Contract_Description,Start_Date,End_Date,Contract_Type,Vendor_Name,Department_Name,Max_Value,Total_Contract_Months,Remaining_Contract_Months,SumOfTransactionAmt
S2QG832S,B20005,BELL & HOWELL LLC                       Bid # S2QG832S,20111127,20150630,,BELL & HOWELL LLC                       ,SS&E,"$695,346.00",36,00,"$205,612.45"
S2QM234S,120200,Maintenance on Identix TP3800 Tenprinter Fingerprinting Equipment,20120101,20141231,SSE,IDENTIX INC                             ,SS&E,"$147,648.00",36,12,
S2QM2360,120250,"GUN REPLACEMENT PARTS,",20120201,20150131,SSE,WITMER PUBLIC SAFETY GROUP INC          ,SS&E,"$60,001.00",36,12,$598.60
S2QM590S,120281,Qualtrax 4.X SSQL Base System With Training,20120401,20150331,SSE,QUALTRAX INC                            ,SS&E,"$98,600.00",36,12,
S2TW2590,120345,FULL AND PREVENTIVE MAINTENANCE FOR HVAC AND PLUMBING,20120601,20150531,SSE,DEVINE BROTHERS INC                     ,SS&E,"$180,001.00",36,12,$287.21
S2VZ3520,120006,"Installation, Test and Repair of Backflow Prevention Devices",20110701,20150630,SSE,DEVINE BROTHERS INC                     ,SS&E,"$490,945.00",36,00,"$22,207.88"
S2VZ3830,120253,MAINTENANCE AND REPAIR OF DIGITAL HVAC SYSTEM,20120401,20150331,SSE,DEVINE BROTHERS INC                     ,SS&E,"$180,001.00",36,12,"$7,487.52"
S2VZ3960,120321,"FIBERGLASS DOORS, FRAMES, ACCESSORIES AND HARDWARE, AND INSTALLATION SERVICE,",20120601,20150531,SSE,JAMES DOORCHECK INC                     ,SS&E,"$960,754.00",36,12,"$113,612.00"
S2WJ7740,120130,Monthly Maintenance of Branches Library HVAC System,20111001,20150630,SSE,GENERAL ASPHALT PAVING CO OF PHILA      ,SS&E,"$1,800,530.00",36,00,"$100,004.73"
S2XL8100,120076,Integrated Predictive Maintenance Service,20110701,20150630,SSE,D ELECTRIC INC                          ,SS&E,"$200,912.00",36,00,"$8,985.00"
S2XL8310,120330,REPAIR OF PORTABLE PUMPS AT SWWPCP,20120601,20150430,SSE,XYLEM DEWATERING SOLUTIONS INC          ,SS&E,"$110,001.00",36,12,"$13,279.25"
S2XN8840,120019,Printing of Laser Election Voter Admission Slips,20110701,20150630,SSE,VANGUARD DIRECT                         ,SS&E,"$122,500.01",36,00,
S2XS955S,120266,"INDIANA CHAIR COMPONENTS, DESKS AND PANEL SYSTEMS",20120101,20141231,SSE,LEGGETT & PLATT INC                     ,SS&E,"$290,000.00",36,12,"$14,676.48"
S2XT6960,130045,"6 x4 CAB OVER TRUCK, MOBILE CONCRETE MIXER",20120701,20150630,SSE,G L SAYRE INC                           ,SS&E,"$600,000.00",36,12,
S2XW925S,120199,"ATI Equipment, Repairs and Parts",20111201,20141130,SSE,PDIR INC                                ,SS&E,"$375,000.00",36,12,"$8,085.00"
S2XY8150,120320,"Ladder, Firefighting",20120501,20150430,SSE,W W ENGINE & SUPPLY INC                 ,SS&E,"$90,001.00",36,12,"$15,043.00"
S2XY837S,120338,Hurst Jaws of Life Rescue Equipment,20120601,20150531,SSE,MUNICIPAL EMERGENCY SERVICES INC        ,SS&E,"$109,490.00",36,12,
S2YB9950,120299,"INSPECTION, MAINTENANCE AND REPAIR OF DUNHAM BUSH CHILLERS,",20120401,20150331,SSE,H & H HEATING & AIR CONDITIONING INC    ,SS&E,"$168,825.00",36,12,"$6,975.44"
S2YD4830,120336,Annual Preventive Maint & Repair Services for Nederman Direct Source Capture Exhaust Systems City of Phila Fire Stations,20120601,20150531,SSE,SYCAMORE MECHANICAL CONTRACTORS LLC     ,SS&E,"$818,187.50",36,12,"$106,805.10"
S2YL533S,120268,Parts Replacement for ADB-ALNACO Runway Taxiway Lighting Fixtures and/or Visual Aids,20120301,20150228,SSE,A D B AIRFIELD SOLUTIONS LLC            ,SS&E,"$445,000.00",36,12,"$25,799.94"
S2YN1870,120068,Graphic Decals,20110701,20150331,SSE,J M R GRAPHICS INC                      ,SS&E,"$99,727.40",33,00,
S2YN1880,120110,Uniform and Related Clothing,20111001,20150630,SSE,CLEMENS CLEANING VILLAGE INC            ,SS&E,"$30,001.00",33,00,
S2YN1880,120111,Uniform and Related Clothing,20111001,20150630,SSE,UNIFIRST CORP                           ,SS&E,"$307,927.70",33,00,
S2YN1880,A20109,A & A SALES ASSOCIATES LLC              Bid # S2YN1880,20111001,20150630,,A & A SALES ASSOCIATES LLC              ,SS&E,"$60,001.00",33,00,
S2YN1940,130090,Launder/Repair Uniforms for Office of Fleet Mgt,20120726,20150630,SSE,CLEAN RENTAL SERVICES INC               ,SS&E,"$300,198.00",36,12,"$10,360.00"
S2YN1960,130033,COMPACTOR REPAIRS,20120701,20150630,SSE,T H C ENTERPRISES INC                   ,SS&E,"$392,250.00",33,09,"$20,230.00"
S2YN1980,120347,REPAIR OF HYDROBLAST PARTS CLEANING CABINETS,20120701,20150630,SSE,CHARLES W ROMANO CO                     ,SS&E,"$50,001.00",36,12,"$1,892.13"
S2YN1990,120349,REPAIR OF OVERHEAD LUBE SYSTEMS,20120611,20150610,SSE,REGENT HYDRAULIC & MACHINE WORKS        ,SS&E,"$400,100.00",36,12,"$33,453.93"
S2YN2740,120335,INFLATABLE BOATS AND OUTBOARD MOTORS,20120501,20150430,SSE,CAPE MARINE INC                         ,SS&E,"$176,992.00",36,12,
S2YQ6480,120343,AIR CONDITIONING MAINTENANCE AND REPAIRS,20120601,20150531,SSE,DEVINE BROTHERS INC                     ,SS&E,"$575,001.00",36,12,"$23,682.29"
S2Z46350,A30485,MOTOROLA SOLUTIONS INC                  Bid # S2Z46350,20030201,20150131,,MOTOROLA SOLUTIONS INC                  ,SS&E,"$999,147.00",12,,
S2Z57010,130050,Facility Maintenance,20120701,20150630,SSE,ELLIOTT LEWIS CORP                      ,SS&E,"$48,300,209.00",36,12,"$3,885,017.52"
S2Z57140,120097,Tree and Tree Planting,20110901,20141130,SSE,M & M LAWN CARE EAST INC                ,SS&E,"$4,500,705.00",36,09,"$29,815.73"
S2Z57440,120107,Maintenance of Pitney Bowes Equipment;,20111001,20150630,SSE,PITNEY BOWES INC                        ,SS&E,"$300,971.25",33,00,"$5,005.20"
S2Z57450,120012,Automatic Sprinkler System Test,20110701,20150630,SSE,WAYMAN FIRE PROTECTION INC              ,SS&E,"$290,850.00",36,00,"$1,240.25"
S2Z57470,120050,Oracle Sun Micro System Equipment Hardware Maintenance and Software Support,20110701,20150630,SSE,TRIDENT COMPUTER RESOURCES INC          ,SS&E,"$460,103.39",36,00,"$15,624.76"
S2Z5748S,120086,IBM Software License and Support Sch 480-06,20120101,20141231,SSE,INTERNATIONAL BUSINESS MACHINES CORP    ,SS&E,"$2,500,000.00",36,12,"$642,890.00"
S2Z57490,120135,Tree Pruning Sch 520-01,20111001,20150630,SSE,SHADES OF GREEN INC                     ,SS&E,"$575,022.00",33,00,"$64,850.50"
S2Z57490,120136,Tree Pruning Sch 520-01,20111001,20150630,SSE,DAVEY TREE EXPERT CO                    ,SS&E,"$1,522,229.00",33,00,
S2Z57490,120138,Tree Pruning Sch 520-01,20111001,20150630,SSE,EDENS CORP                              ,SS&E,"$576,455.00",33,00,"$66,317.61"
S2Z57510,120074,"Purchase of Pharmaceutical Mgt, Supplies and Service Sch 998",20110701,20150630,SSE,DIXON SHANE LLC                         ,SS&E,"$18,004,000.00",36,00,"$711,820.04"
S2Z57510,120075,"Purchase of Pharmaceutical Mgt, Supplies and Service Sch 998",20110701,20150630,SSE,SHELLYS MEDICATION SERVICES             ,SS&E,"$650,000.00",36,00,"$38,556.30"
S2Z57520,120066,Boiler Service and Inspection,20110701,20150630,SSE,GENERAL ASPHALT PAVING CO OF PHILA      ,SS&E,"$1,610,226.84",36,00,"$56,690.31"
S2Z57540,120240,Sleeves and Valves,20120401,20150331,SSE,FERGUSON ENTERPRISES INC                ,SS&E,"$4,204,060.00",36,12,"$692,604.60"
S2Z57570,120257,Pest Control Services Sch 410,20120201,20150131,SSE,AARDVARK PEST MANAGEMENT INC            ,SS&E,"$317,420.00",33,09,"$30,960.00"
S2Z57570,120258,Pest Control Services Sch 410,20120201,20150131,SSE,HOME PARAMOUNT PEST CONTROL             ,SS&E,"$506,968.00",33,09,"$56,811.00"
S2Z57590,120185,"Forms, Printed Flat  Sch 93",20120101,20141231,SSE,VANGUARD DIRECT                         ,SS&E,"$2,657,000.00",33,09,"$91,238.81"
S2Z57610,A20201,A M D PENNSYLVANIA LLC                  Bid # S2Z57610,20120101,20141231,,A M D PENNSYLVANIA LLC                  ,SS&E,"$610,993.09",32,08,"$87,522.62"
S2Z57700,120238,"Tree, Trunk and Stump Removal  Sch 519-01",20120101,20141231,SSE,TOWNSCAPES INC                          ,SS&E,"$1,900,098.50",33,09,"$160,561.50"
S2Z57700,120239,"Tree, Trunk and Stump Removal  Sch 519-01",20120101,20141231,SSE,EDENS CORP                              ,SS&E,"$1,500,001.00",33,09,"$42,247.00"
S2Z5776S,120265,ESRI Software & Support Licenses Sch 480-07,20120101,20141231,SSE,ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE,SS&E,"$2,000,000.00",36,12,"$9,090.00"
S2Z57780,A20315,RUMSEY ELECTRIC CO                      Bid # S2Z57780,20120401,20150331,,RUMSEY ELECTRIC CO                      ,SS&E,"$2,103,033.10",30,06,"$247,288.00"
S2Z57790,A20151,RUMSEY ELECTRIC CO                      Bid # S2Z57790,20120101,20141231,,RUMSEY ELECTRIC CO                      ,SS&E,"$169,050.00",33,09,"$6,334.91"
S2Z57810,120294,"SAFETY/FIRE SUPPLIES, SCH. 546",20120401,20150331,SSE,ARBILL INDUSTRIES INC                   ,SS&E,"$666,210.63",33,09,"$36,205.80"
S2Z57810,120295,,20120401,20150331,SSE,BANDY CO                                ,SS&E,"$138,064.00",33,09,
S2Z57810,120296,"SAFETY/FIRE SUPPLIES, SCH. 546",20120401,20150331,SSE,503 CORP                                ,SS&E,"$395,942.15",33,09,"$8,017.19"
S2Z57810,120297,"SAFETY/FIRE SUPPLIES, SCH. 546",20120401,20150331,SSE,SAF T GARD INTERNATIONAL INC            ,SS&E,"$42,001.00",33,09,"$4,017.42"
S2Z57810,120298,"SAFETY/FIRE SUPPLIES, SCH. 546",20120401,20150331,SSE,SENSOR & DECONTAMINATION INC            ,SS&E,"$124,408.92",33,09,"$10,153.92"
S2Z57860,120202,Instrumentation Parts Sch 2008-01,20120101,20141231,SSE,IVES EQUIPMENT CO                       ,SS&E,"$430,000.00",33,09,"$20,245.33"
S2Z57860,120203,Instrumentation Parts Sch 2008-01,20120101,20141231,SSE,APPLIED ANALYTICS INC                   ,SS&E,"$90,001.00",33,09,
S2Z57860,120204,Instrumentation Parts Sch 2008-01,20120101,20141231,SSE,NORTHEAST TECHNICAL SALES INC           ,SS&E,"$340,001.00",33,09,"$55,318.10"
S2Z57860,120205,Instrumentation Parts Sch 2008-01,20120101,20141231,SSE,MULTI MEASUREMENTS INC                  ,SS&E,"$2,095,000.00",33,09,"$302,485.77"
S2Z57860,120206,Instrumentation Parts Sch 2008-01,20120101,20141231,SSE,PDIR INC                                ,SS&E,"$182,001.00",33,09,
S2Z57890,120263,Court Reporting Services for Phila City Council  Sch 318-01,20120301,20150228,SSE,STREHLOW & ASSOCIATES INC               ,SS&E,"$100,000.00",32,00,
S2Z57890,B20318,CLASS ACT REPORTING LLC                 Bid # S2Z57890,20120501,20150430,,CLASS ACT REPORTING LLC                 ,SS&E,"$30,001.00",30,06,
S2Z57900,120222,PVC Pipe and Fittings,20120201,20150131,SSE,PIPE LINE PLASTICS INC                  ,SS&E,"$416,340.86",33,09,"$16,812.43"
S2Z57930,120260,Plumbing and heating Repair Service Sch 901,20120201,20150131,SSE,GENERAL ASPHALT PAVING CO OF PHILA      ,SS&E,"$411,434.00",36,12,"$25,159.26"
S2Z58040,120208,JET FUEL SCH. 43-02,20120101,20141231,SSE,ARROW ENERGY INC                        ,SS&E,"$472,395.00",36,12,"$24,539.47"
S2Z58050,120271,Printing Reproduction,20120301,20150228,SSE,QUALITY LITIGATION SERVICES INC         ,SS&E,"$388,438.13",34,10,$726.90
S2Z58060,120177,Concrete Recycling Sch 164-02,20120101,20141231,SSE,ROBERT T WINZINGER INC                  ,SS&E,"$490,395.00",36,12,"$8,055.02"
S2Z58090,120259,V Belts for HVAC  Sch 419,20120201,20150131,SSE,FASTENAL CO                             ,SS&E,"$300,599.91",36,12,"$1,447.41"
S2Z58100,120221,"Chain Link Fencing, Installation and/or Spare Parts Sch 472",20120201,20150131,SSE,NORTHEAST FENCE & IRON WORKS            ,SS&E,"$599,999.00",36,12,"$60,223.27"
S2Z58110,120224,"CARPET CLEANING, SCH. 563",20120201,20150131,SSE,T U C S CLEANING SERVICE INC            ,SS&E,"$150,000.01",36,12,"$4,868.75"
S2Z58130,120241,"Fire Hoses, Couplings and Fittings  Sch 701",20120201,20150131,SSE,MUNICIPAL EMERGENCY SERVICES INC        ,SS&E,"$389,195.45",36,12,"$33,549.74"
S2Z58140,120278,"MAINTENANCE AND REPAIR OF AUTOMATIC TEMPERATURE CONTROL, SCH 2001",20120301,20150228,SSE,DEVINE BROTHERS INC                     ,SS&E,"$900,075.00",35,11,"$67,969.83"
S2Z58150,120300,"PAINT AND RELATED SUPPLIES, SCH. 50",20120401,20150228,SSE,SHERWIN WILLIAMS CO                     ,SS&E,"$2,410,000.00",35,11,"$170,781.71"
S2Z58170,120267,"Repair of Welders, Sch. 911",20120301,20150228,SSE,J A CUNNINGHAM EQUIPMENT INC            ,SS&E,"$90,000.01",36,12,$406.82
S2Z58180,120234,Ladders  Sch 916,20120301,20150228,SSE,MOULTON LADDER & SUPPLY CO INC          ,SS&E,"$261,264.40",36,12,"$15,446.00"
S2Z58190,120284,Safety and Identification Signs  Sch 51-01,20120401,20150331,SSE,ARBILL INDUSTRIES INC                   ,SS&E,"$100,000.00",36,12,"$1,361.08"
S2Z58210,120279,Conversion of Documents to Microfilm Sch 112,20120401,20150331,SSE,ALTERNATIVE MICROGRAPHICS INC           ,SS&E,"$387,068.30",36,12,"$14,857.10"
S2Z58240,120280,"Automated Vehicle Sharing Services, Sch. 344-01",20120401,20150331,SSE,ZIPCAR                                  ,SS&E,"$585,336.00",36,12,"$33,313.68"
S2Z58250,120332,"RENTAL COACH TYPE TRANSPORTATION, SCH. 345-01",20120701,20150630,SSE,DAVID THOMAS TOURS INC                  ,SS&E,"$421,478.00",36,12,"$7,680.50"
S2Z58270,120289,"BELT SPLICING, SCH. 802",20120401,20150331,SSE,PRUYN BEARING CO                        ,SS&E,"$33,001.00",36,12,
S2Z58290,130032,"REFURBISHING, RETROFITTING, INSTALLATION AND REPLACEMENT PARTS FOR SAFETY VEHICLES, SCH. 990",20120701,20150630,SSE,HAVIS INC                               ,SS&E,"$1,300,327.00",36,12,"$96,848.82"
S2Z58320,120302,Speed Driver Parts  Sch 2015,20120401,20150331,SSE,PRUYN BEARING CO                        ,SS&E,"$171,000.00",36,12,$859.94
S2Z5833S,130412,"Hach Instruments, Parts, Supplies and Services Sch 2024",20130401,20150331,SSE,HACH CO                                 ,SS&E,"$400,616.50",36,24,"$21,008.32"
S2Z58450,120316,"Repair, maintenance and/or engineering services of electrical equipment and systems",20120501,20150430,SSE,ELECTRIC POWER SYSTEMS INC              ,SS&E,"$59,540.00",36,12,
S2Z58450,120317,"Repair, maintenance and/or engineering services of electrical equipment and systems",20120501,20150430,SSE,CHARLES W ROMANO CO                     ,SS&E,"$3,300,830.00",36,12,"$129,858.58"
S2Z58480,A20276,TEREX SERVICES                          Bid # S2Z58480,20120501,20150430,,TEREX SERVICES                          ,SS&E,"$361,908.00",36,12,"$9,754.49"
S2Z58510,130075,Work Clothes  Sch 77,20130101,20141231,SSE,UNIFORM GEAR INC                        ,SS&E,"$300,385.55",26,14,"$1,975.50"
S2Z58510,130076,Work Clothes  Sch 77,20130101,20141231,SSE,UNIFORMS MANUFACTURING INC              ,SS&E,"$800,000.00",26,14,"$51,768.12"
S2Z58520,130043,"ELECTRICAL EMERGENCY GENERATORS  MAINTENANCE AND REPAIR FOR DEPARTMENT OF PUBLIC PROPERTY ONLY, SCH. 927=01",20120701,20150430,SSE,GILES & RANSOME INC                     ,SS&E,"$365,730.00",33,09,"$19,916.17"
S2Z58530,120314,After Market Automtive Collision Replacement Parts Sch 31-08,20120501,20150430,SSE,KEYSTONE AUTOMOTIVE INDUSTRIES INC      ,SS&E,"$69,750.00",36,12,
S2Z58790,120337,"SUMMER LUNCH AND AFTER SCHOOL SNACK AND SUPPER PROGRAMS, SCH. 579",20120618,20150607,SSE,MARAMONT CORP                           ,SS&E,"$15,078,190.00",36,12,"$2,861,216.27"
S2Z58800,120342,"RENTAL SCHOOL BUS TYPE, 15 PASSENGER VAND AND MINIBUS TRANSPORTATION, SCH. 345",20120601,20150531,SSE,FIRST STUDENT INC                       ,SS&E,"$742,776.80",36,12,
S3QG8349,130079,PRINTING OF MAILING ENVELOPES,20120701,20150630,SSE,ALLIED ENVELOPE COMPANY INC             ,SS&E,"$1,100,973.25",36,12,"$113,540.75"
S3QM2390,130041,PROMEGA PRODUCTS FOR DNA ANALYSIS,20120701,20150630,SSE,PROMEGA CORP                            ,SS&E,"$774,856.30",36,12,"$58,539.60"
S3TW2630,130109,SWIMMING POOL CHEMICALS FOR RECREATION DEPARTMENT/FAIRMOUNT PARK COMMISSION,20130101,20141231,SSE,BUCKMANS INC                            ,SS&E,"$387,232.00",36,24,"$57,573.04"
S3VZ3380,130351,FIRE SPRINKLER MAINTENANCE AND INSPECTION,20130401,20150331,SSE,WAYMAN FIRE PROTECTION INC              ,SS&E,"$174,080.00",27,15,"$1,135.90"
S3WO192S,130254,BMC Software and Support Maintenance,20130101,20141231,SSE,B M C SOFTWARE INC                      ,SS&E,"$107,708.97",36,24,
S3WZ0240,130309,Filter Media,20130301,20150228,SSE,CENTRALIA COAL SALES CO                 ,SS&E,"$190,001.00",36,24,"$54,362.00"
S3XL8280,130121,Inspect and Repair Sluice Tidegates,20130101,20141231,SSE,G M H ASSOCIATES OF AMERICA INC         ,SS&E,"$226,226.90",36,24,"$1,708.00"
S3XN6760,130354,Barber Clipper Sharpening & Hair Dryer Repair Svcs,20130601,20150531,SSE,M SCHNEIDER & SONS INC                  ,SS&E,"$52,001.00",36,24,$197.75
S3XP9750,130312,Repair/Maintenance of Linestriping Equipment,20130301,20150228,SSE,GENERAL ASPHALT PAVING CO OF PHILA      ,SS&E,"$40,001.00",36,24,
S3XR729S,130047,CLEAN THRU EXTRACTION COLUMNS,20120701,20150630,SSE,UNITED CHEMICAL TECHNOLOGIES LLC        ,SS&E,"$80,001.00",36,12,"$13,323.41"
S3XS9600,130192,Washcloth Material Terry 82% Cotton Remainder Polyester,20130101,20141231,SSE,TABB TEXTILES                           ,SS&E,"$250,000.00",36,24,"$62,299.20"
S3XS9610,130200,"Sheeting, 1st Quality Cloth, 50%Polyester/50%Cotton,",20130101,20141231,SSE,TABB TEXTILES                           ,SS&E,"$273,200.00",36,24,"$52,800.00"
S3XS9620,130310,Dry Cleaning and Laundry Supplies and Training,20130401,20150331,SSE,PARISER INDUSTRIES INC                  ,SS&E,"$99,454.50",36,24,
S3XS9670,130211,"Mattresses, Institutional Mattress with Integrated pillow",20130101,20141231,SSE,CHESTNUT RIDGE FOAM INC                 ,SS&E,"$575,920.00",36,24,
S3XT6970,130074,32 PASSENGER PRISONER BUS,20120701,20150630,SSE,WOLFINGTON BODY CO INC                  ,SS&E,"$373,165.00",36,12,
S3XY8380,130105,Structural Fire Fighters Protective Gloves,20120901,20150630,SSE,911 SAFETY EQUIPMENT LLC                ,SS&E,"$180,014.00",36,12,"$52,416.00"
S3YB5530,130064,LABORATORY TESTING SERVICES,20120701,20150630,SSE,QUEST DIAGNOSTICS CLINICAL LABORATORIES ,SS&E,"$2,729,651.21",36,12,"$282,794.05"
S3YB6150,140082,"Automated Glycohemoglobin Analyzer, Supplies/Controls",20130701,20150630,SSE,BIO RAD LABORATORIES INC                ,SS&E,"$250,000.00",36,24,"$21,414.00"
S3YC4880,130406,Square Post System,20130501,20150430,SSE,GARDEN STATE HIGHWAY PRODUCTS           ,SS&E,"$298,490.29",36,12,"$30,368.00"
S3YE7470,130403,Treatment of Foundation Walls Purging & Waterproofing,20130601,20150531,SSE,NICHOLAS DELLA VECCHIA INC              ,SS&E,"$194,116.00",36,24,
S3YK6010,130251,"OFFSET MACHINE REPRODUCTION, DUPLICATING AND PRINTING SERVICES",20130101,20141231,SSE,NBF CORP                                ,SS&E,"$499,000.00",36,24,"$5,196.50"
S3YL4620,130401,Envirox H2 Orange2 Concentrate 117,20130601,20150531,SSE,AMERISAN LLC                            ,SS&E,"$106,769.00",36,24,
S3YL4670,130262,Runway Silica Sand,20130601,20150531,SSE,WHIBCO OF NEW JERSEY INC                ,SS&E,"$204,257.00",36,24,
S3YL4960,130072,ACCESS CONTROL SYS PARTS & REPAIR - PHL,20120701,20150630,SSE,SECURITY & DATA TECHNOLOGIES INC        ,SS&E,"$347,900.00",36,12,"$25,019.14"
S3YL536S,130360,"Service Maintenance Programming, Hardware and Service Maintenance for Interactive Employee Training (IET)",20130401,20150331,SSE,AMERICAN ASSOC OF AIRPORT EXECUTIVES    ,SS&E,"$744,980.00",36,24,"$240,250.01"
S3YN1660,130353,Repair and Replacement Parts for Motor Fuel Distribution Equipment,20130401,20150331,SSE,R J WALSH ASSOCIATES INC                ,SS&E,"$112,180.00",36,24,"$10,193.88"
S3YN2770,130371,Kidde 0910 Smoke Alarm,20130501,20150430,SSE,T FRANK MCCALLS INC                     ,SS&E,"$95,001.00",36,24,"$16,188.00"
S3YQ0530,130080,Used (Refurbished) Office / Storage ISO Containers,20120701,20150630,SSE,SEA BOX INC                             ,SS&E,"$881,965.00",36,24,"$3,294.00"
S3YQ0540,130228,HEAVY DUTY VEHICLE AND EQUIPMENT REPAIR,20121201,20141130,SSE,EARTHBORNE INC                          ,SS&E,"$30,001.00",33,21,$179.50
S3YQ0540,130229,HEAVY DUTY VEHICLE AND EQUIPMENT REPAIR,20121201,20141130,SSE,MARDINLY INDUSTRIAL POWER LLC           ,SS&E,"$371,104.15",33,21,
S3YQ0540,130230,HEAVY DUTY VEHICLE AND EQUIPMENT REPAIR,20121201,20141130,SSE,H A DEHART & SON                        ,SS&E,"$30,001.00",33,21,
S3YQ0540,130231,HEAVY DUTY VEHICLE AND EQUIPMENT REPAIR,20121201,20141130,SSE,GILES & RANSOME INC                     ,SS&E,"$202,070.00",33,21,
S3YQ0560,130314,Purchase of Hybrid Vehicles,20130401,20150331,SSE,PACIFICO FORD INC                       ,SS&E,"$1,278,291.48",36,24,
S3YQ0590,130423,Purchase of Various Sport Utility Vehicles,20130601,20150531,SSE,CHAPMAN CHEVROLET LLC                   ,SS&E,"$5,537,000.00",36,24,"$1,163,837.50"
S3YQ0770,130224,"Repair, Testing, Inspection and  Programming of Veeder Root TLS 350 Tank Monitoring Systems",20130101,20141231,SSE,R J WALSH ASSOCIATES INC                ,SS&E,"$152,621.00",36,24,"$8,290.25"
S3YQ0780,130316,Repair/Replacement Services for Kovatch Motor Equipment (KME),20130401,20150331,SSE,W CAMPBELL SUPPLY CO OF PENNA LLC       ,SS&E,"$55,990.00",36,24,
S3YQ6640,A30044,LINDENMEYR MUNROE                       Bid # S3YQ6640,20120701,20150630,,LINDENMEYR MUNROE                       ,SS&E,"$30,001.00",36,12,
S3Z58220,130259,Paper Stock,20130101,20141231,SSE,PAPER MART INC                          ,SS&E,"$795,052.17",27,15,"$53,819.36"
S3Z58220,130261,Paper Stock,20130101,20141231,SSE,W B MASON COMPANY INC                   ,SS&E,"$567,774.40",27,15,"$42,671.98"
S3Z58220,A30260,UNISOURCE WORLDWIDE INC                 Bid # S3Z58220,20130101,20141231,,UNISOURCE WORLDWIDE INC                 ,SS&E,"$1,810,000.00",27,15,
S3Z58280,130093,"ELECTRICAL EMERGENCY GENERATORS MAINTENANCE AND REPAIR SERVICE, SCH. 927-02",20121001,20150630,SSE,FM GENERATOR INC                        ,SS&E,"$294,800.00",33,09,"$19,537.70"
S3Z58400,130407,Custodial Services for Various City Agencies,20130601,20150531,SSE,TEAM CLEAN INC                          ,SS&E,"$1,251,241.92",30,18,"$163,888.45"
S3Z58410,130411,Custodial Services for City Hall and other City-Owned Real Estate,20130601,20150531,SSE,TEAM CLEAN INC                          ,SS&E,"$5,200,444.46",30,18,"$797,433.38"
S3Z58470,130333,Window Washing Service,20130201,20150131,SSE,SUPREME JANITORIAL & MAINTENANCE CO INC ,SS&E,"$334,745.00",27,15,"$69,142.50"
S3Z58490,130343,Promotional Items,20130301,20150228,SSE,AUTHENTIC PROMOTIONS.COM                ,SS&E,"$323,100.00",33,21,"$27,342.57"
S3Z58490,130344,Promotional Items,20130301,20150228,SSE,VANGUARD DIRECT                         ,SS&E,"$42,166.00",33,21,$398.55
S3Z58490,130345,Promotional Items,20130301,20150228,SSE,B T C ENVELOPES & PRINTING LLC          ,SS&E,"$50,001.00",33,21,"$2,781.24"
S3Z5860S,130413,Underground Storage of Microfilm - Sch 444,20130601,20150531,SSE,IRON MOUNTAIN INFORMATION MANAGEMENT LLC,SS&E,"$268,981.80",36,24,"$5,046.37"
S3Z58630,130252,"Oil, Gas Burner & Boiler Maintenance Service & Repairs",20130101,20141231,SSE,GENERAL ASPHALT PAVING CO OF PHILA      ,SS&E,"$1,759,204.00",30,18,"$68,551.24"
S3Z58660,130270,LAMPS & BALLASTS,20130201,20150131,SSE,GRAYBAR ELECTRIC CO INC                 ,SS&E,"$62,760.00",32,20,$491.20
S3Z58660,130271,LAMPS & BALLASTS,20130201,20150131,SSE,RUMSEY ELECTRIC CO                      ,SS&E,"$60,001.00",32,20,"$1,654.96"
S3Z58660,130272,LAMPS & BALLASTS,20130201,20150131,SSE,COLONIAL ELECTRIC SUPPLY CO INC         ,SS&E,"$448,100.00",32,20,"$6,077.25"
S3Z58660,130273,LAMPS & BALLASTS,20130201,20150131,SSE,BILLOWS ELECTRIC SUPPLY CO INC          ,SS&E,"$1,600,000.00",32,20,"$223,854.45"
S3Z58670,130061,"Purchase, Lease/Purchase,Lease and maint of Plain Paper Copier Machines and Purchase of Supplies for those machines",20120701,20150630,SSE,XEROX CORP                              ,SS&E,"$2,365,000.00",24,00,"$299,856.90"
S3Z58670,130062,"Purchase, Lease/Purchase,Lease and maint of Plain Paper Copier Machines and Purchase of Supplies for those machines",20120701,20150630,SSE,RICOH AMERICAS CORP                     ,SS&E,"$1,190,000.00",24,00,"$106,775.35"
S3Z58690,130046,"COUNCILMANIC  PRINTING, SCH. 114",20120701,20150630,SSE,INSTANT COPY & PRINTING CENTER INC      ,SS&E,"$381,847.00",36,12,
S3Z58720,130222,Transmission Warranty & Repair Service,20130101,20141231,SSE,PENN DETROIT DIESEL ALLISON LLC         ,SS&E,"$30,000.01",30,18,
S3Z58760,A30004,TIME & PARKING CONTROLS LLC             Bid # S3Z58760,20120701,20150630,,TIME & PARKING CONTROLS LLC             ,SS&E,"$150,001.00",36,12,"$6,700.00"
S3Z58770,130183,Repair/Maintenance of Microscopes - Sch 555,20130101,20141231,SSE,I MILLER PRECISION OPTICAL INSTRMNTS INC,SS&E,"$159,085.00",30,18,"$2,745.60"
S3Z58810,130081,RECYCLING BINS - SCH 504,20120701,20150630,SSE,REHRIG PACIFIC CO                       ,SS&E,"$550,495.80",36,12,$946.70
S3Z58810,130082,RECYCLING BINS - SCH 504,20120701,20150630,SSE,ORBIS CORP                              ,SS&E,"$899,000.00",36,12,"$95,680.00"
