original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,contract_amount,tot_payments,orig_vendor,exempt_status,adv_or_exempt,profit_status
1120218,112021803,OFFICE OF HOUSING & COMMUNITY DEV,Commonwealth of Pennsylvania Department of Treasury,Housing & Economic Development,Energy Loan Program,11/1/2013,10/31/2014,31, -   , -   ,Commonwealth of Pennsylvania Department of Treasury,8,EXEMPT,Non Profit
1420099,1420099,OFFICE OF HOUSING & COMMUNITY DEV,Community Design Collaborative,Housing & Economic Development,Community Planning,9/1/2013,8/31/2014,0,"85,000.00","72,791.00",Community Design Collaborative,9,EXEMPT,Non Profit
1420375,1420375,OFFICE OF HOUSING & COMMUNITY DEV,Congreso De Latinos Unidos Inc,Housing & Economic Development,HOUSING COUNSELING,10/1/2013,9/30/2014,0,"165,000.00","146,016.00",Congreso De Latinos Unidos Inc,9,EXEMPT,Non Profit
1520159,1520159,OFFICE OF HOUSING & COMMUNITY DEV,Congreso De Latinos Unidos Inc,Housing & Economic Development,RENTAL ASSISTANCE,7/1/2014,6/30/2015,273,"816,397.00","130,678.00",Congreso De Latinos Unidos Inc,9,EXEMPT,Non Profit
1420195,1420195,OFFICE OF HOUSING & COMMUNITY DEV,Council of Spanish Speaking Organizations Inc,Housing & Economic Development,Housing Counseling,11/1/2013,10/31/2014,31,"78,000.00","57,707.00",Council of Spanish Speaking Organizations Inc,9,EXEMPT,Non Profit
1420305,1420305,OFFICE OF HOUSING & COMMUNITY DEV,"Diversified Community Services, Inc",Housing & Economic Development,HOUSING COUNSELING,9/1/2013,8/31/2014,0,"130,000.00","130,000.00","Diversified Community Services, Inc",9,EXEMPT,Non Profit
1520060,1520060,OFFICE OF HOUSING & COMMUNITY DEV,Family Service Association of Bucks County,Housing & Economic Development,HOPWA Housing Subsidies,7/1/2014,6/30/2015,273,"398,000.00", -   ,Family Service Association of Bucks County,9,EXEMPT,Non Profit
1520061,1520061,OFFICE OF HOUSING & COMMUNITY DEV,Family Service of Chester County,Housing & Economic Development,HOPWA Rental Assistance,7/1/2014,6/30/2015,273,"160,000.00","19,770.00",Family Service of Chester County,9,EXEMPT,Non Profit
1520062,1520062,OFFICE OF HOUSING & COMMUNITY DEV,Family Services,Housing & Economic Development,HOPWA Rental Assistance,7/1/2014,6/30/2015,273,"110,000.00","8,706.00",Family Services,9,EXEMPT,Non Profit
1220154,122015403,OFFICE OF HOUSING & COMMUNITY DEV,Fortuna & Diflumeri Realty Appraisal LTD,Housing & Economic Development,Appraisal Services,7/1/2014,6/30/2015,273, -   , -   ,Fortuna & Diflumeri Realty Appraisal LTD,1,ADVERTISED,For Profit
1520140,1520140,OFFICE OF HOUSING & COMMUNITY DEV,"Friends Rehabilitation Programs, Inc.",Housing & Economic Development,TRANSITIONAL HOUSING PROG,7/1/2014,6/30/2015,273,"1,096,628.00","227,573.00","Friends Rehabilitation Programs, Inc.",9,EXEMPT,Non Profit
1520063,1520063,OFFICE OF HOUSING & COMMUNITY DEV,Gaudenzia Inc,Housing & Economic Development,HOPWA Housing Subsidies,7/1/2014,6/30/2015,273,"123,500.00", -   ,Gaudenzia Inc,9,EXEMPT,Non Profit
1420347,1420347,OFFICE OF HOUSING & COMMUNITY DEV,"Greater Philadelphia Asian Social Services Center, Inc.",Housing & Economic Development,Housing Counseling,8/1/2013,7/31/2014,0,"105,000.00","105,000.00","Greater Philadelphia Asian Social Services Center, Inc.",9,EXEMPT,Non Profit
1420244,142024401,OFFICE OF HOUSING & COMMUNITY DEV,"Heffler, Radetich & Saitta LLP",Housing & Economic Development,Audit Services,3/1/2014,2/28/2015,151,"4,000.00", -   ,"Heffler, Radetich & Saitta LLP",1,ADVERTISED,For Profit
1420349,1420349,OFFICE OF HOUSING & COMMUNITY DEV,Hispanic Assoc of Contractors & Enterprises Inc,Housing & Economic Development,Housing Counseling,11/1/2013,10/31/2014,31,"239,000.00", -   ,Hispanic Assoc of Contractors & Enterprises Inc,9,EXEMPT,Non Profit
1420465,1420465,OFFICE OF HOUSING & COMMUNITY DEV,Homeownership Counseling Assoc. of the Delaware Valley,Housing & Economic Development,Financial Literacy Coord,3/1/2014,2/28/2015,151,"22,000.00", -   ,Homeownership Counseling Assoc. of the Delaware Valley,1,ADVERTISED,Non Profit
1520100,1520100,OFFICE OF HOUSING & COMMUNITY DEV,Keystone Hospice,Housing & Economic Development,OPERATING COSTS,7/1/2014,6/30/2015,273,"165,000.00","27,500.00",Keystone Hospice,9,EXEMPT,Non Profit
1420356,1420356,OFFICE OF HOUSING & COMMUNITY DEV,Korean Community Development Services Center,Housing & Economic Development,Housing Counseling,11/1/2013,10/31/2014,31,"75,000.00","73,849.00",Korean Community Development Services Center,9,EXEMPT,Non Profit
1520070,1520070,OFFICE OF HOUSING & COMMUNITY DEV,Mazzoni Center,Housing & Economic Development,TBRA Rental Assistance,7/1/2014,6/30/2015,273,"1,127,520.00","170,090.00",Mazzoni Center,9,EXEMPT,Non Profit
1420282,1420282,OFFICE OF HOUSING & COMMUNITY DEV,Mount Airy U.S.A.,Housing & Economic Development,Housing Counseling,9/1/2013,8/31/2014,0,"118,000.00","117,998.00",Mount Airy U.S.A.,9,EXEMPT,Non Profit
1420168,1420168,OFFICE OF HOUSING & COMMUNITY DEV,New Kensington Community Development Corp,Housing & Economic Development,Housing Counseling,10/1/2013,9/30/2014,0,"313,000.00","261,000.00",New Kensington Community Development Corp,9,EXEMPT,Non Profit
1420408,142040801,OFFICE OF HOUSING & COMMUNITY DEV,New Kensington Community Development Corp,Housing & Economic Development,Elm Street Services,7/1/2014,6/30/2015,273, -   , -   ,New Kensington Community Development Corp,9,EXEMPT,Non Profit
1420196,1420196,OFFICE OF HOUSING & COMMUNITY DEV,Norris Square Community Alliance,Housing & Economic Development,Housing Counseling,11/1/2013,10/31/2014,31,"78,000.00","47,009.00",Norris Square Community Alliance,9,EXEMPT,Non Profit
1420306,1420306,OFFICE OF HOUSING & COMMUNITY DEV,"Northwest Counseling Service, Inc.",Housing & Economic Development,Housing Counseling,8/1/2013,7/31/2014,0,"310,000.00","282,764.00","Northwest Counseling Service, Inc.",9,EXEMPT,Non Profit
1420197,1420197,OFFICE OF HOUSING & COMMUNITY DEV,"Nueva Esperanza, Inc.",Housing & Economic Development,Housing Counseling,11/1/2013,10/31/2014,31,"103,000.00","84,920.00","Nueva Esperanza, Inc.",9,EXEMPT,Non Profit
1320670,132067001,OFFICE OF HOUSING & COMMUNITY DEV,Osvaldo Aviles,Housing & Economic Development,Translation Services,2/1/2014,1/31/2015,123,"10,000.00", -   ,Osvaldo Aviles,7,EXEMPT,For Profit
1520064,1520064,OFFICE OF HOUSING & COMMUNITY DEV,Pennsylvania Community Real Estate Corporation,Housing & Economic Development,HOPWA RENTAL ASSISTANCE,7/1/2014,6/30/2015,273,"3,149,730.00","1,169,906.00",Pennsylvania Community Real Estate Corporation,9,EXEMPT,Non Profit
1520071,1520071,OFFICE OF HOUSING & COMMUNITY DEV,Pennsylvania Horticultural Society,Housing & Economic Development,Management of Vacant Land,7/1/2014,6/30/2015,273,"2,767,000.00", -   ,Pennsylvania Horticultural Society,9,EXEMPT,Non Profit
1420307,1420307,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Council For Community Advancement,Housing & Economic Development,Housing Counseling,9/1/2013,8/31/2014,0,"312,000.00","312,000.00",Philadelphia Council For Community Advancement,9,EXEMPT,Non Profit
1220129,122012903,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,Program Services,7/1/2014,6/30/2015,273, -   , -   ,Philadelphia Housing Development Corporation,8,EXEMPT,Non Profit
1320212,132021202,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,Program Services,7/1/2014,6/30/2015,273, -   , -   ,Philadelphia Housing Development Corporation,8,EXEMPT,Non Profit
1320594,132059401,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,Homebuyer Assistance Gran,1/1/2014,12/31/2014,92, -   , -   ,Philadelphia Housing Development Corporation,8,EXEMPT,Non Profit
1420162,142016201,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,Program Services,7/1/2014,6/30/2015,273, -   , -   ,Philadelphia Housing Development Corporation,8,EXEMPT,Non Profit
1420471,1420471,OFFICE OF HOUSING & COMMUNITY DEV,"Philadelphia Legal Assistance Center, Inc.",Housing & Economic Development,Outreach Coordination,3/1/2014,2/28/2015,151,"40,000.00", -   ,"Philadelphia Legal Assistance Center, Inc.",1,ADVERTISED,Non Profit
1420336,1420336,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Senior Center,Housing & Economic Development,Housing Counseling,9/1/2013,8/31/2014,0,"75,000.00","74,024.00",Philadelphia Senior Center,9,EXEMPT,Non Profit
1420225,1420225,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Youth for Change Charter School,Housing & Economic Development,Job Training,9/1/2013,8/31/2014,0,"300,000.00","234,429.00",Philadelphia Youth for Change Charter School,9,EXEMPT,Non Profit
1520065,1520065,OFFICE OF HOUSING & COMMUNITY DEV,Public Health Management Corporation,Housing & Economic Development,AIDS Housing/Info/Refer.,7/1/2014,6/30/2015,273,"123,900.00", -   ,Public Health Management Corporation,9,EXEMPT,Non Profit
1220132,122013203,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,RDA Program Services,7/1/2014,6/30/2015,273, -   ,"58,150.00",Redevelopment Authority of the City of Philadelphia,8,EXEMPT,Non Profit
1320400,132040002,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,RDA Program Services,7/1/2014,6/30/2015,273, -   , -   ,Redevelopment Authority of the City of Philadelphia,8,EXEMPT,Non Profit
1320658,132065801,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,RDA Float Loan,4/1/2014,3/31/2015,182, -   ,"1,100,000.00",Redevelopment Authority of the City of Philadelphia,8,EXEMPT,Non Profit
1420289,142028901,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,RDA Program Services,7/1/2014,6/30/2015,273, -   , -   ,Redevelopment Authority of the City of Philadelphia,8,EXEMPT,Non Profit
1420290,142029001,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,NAC Rapid Payment,10/1/2013,9/30/2014,0,"1,400,000.00","979,327.00",Redevelopment Authority of the City of Philadelphia,8,EXEMPT,Non Profit
1420372,1420372,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,Elm Street Contract,4/1/2014,3/31/2015,182,"200,000.00", -   ,Redevelopment Authority of the City of Philadelphia,8,EXEMPT,Non Profit
1520141,1520141,OFFICE OF HOUSING & COMMUNITY DEV,Resources for Human Development Inc,Housing & Economic Development,TRANSITIONAL HOUSING PROG,7/1/2014,6/30/2015,273,"369,553.00","30,336.00",Resources for Human Development Inc,9,EXEMPT,Non Profit
MPXX15000077,MPXX15000077,OFFICE OF HOUSING & COMMUNITY DEV,Robert Lukens,Miscellaneous Order,Technical Assistance,7/1/2014,6/30/2015,273,"30,000.00","4,900.00",Robert Lukens,102,EXEMPT,For Profit
1420167,1420167,OFFICE OF HOUSING & COMMUNITY DEV,Southwest Community Development Corporation,Housing & Economic Development,Housing Counseling,9/1/2013,8/31/2014,0,"128,000.00","116,413.37",Southwest Community Development Corporation,9,EXEMPT,Non Profit
1520129,1520129,OFFICE OF HOUSING & COMMUNITY DEV,Southwest Community Development Corporation,Housing & Economic Development,Housing Counsleing,9/1/2014,8/31/2015,335,"128,000.00","8,051.00",Southwest Community Development Corporation,9,EXEMPT,Non Profit
1420374,1420374,OFFICE OF HOUSING & COMMUNITY DEV,Stephen Metraux,Housing & Economic Development,HOUSING NEEDS ASSESSMENT,11/1/2013,10/31/2014,31,"17,000.00","5,000.00",Stephen Metraux,7,EXEMPT,For Profit
1520066,1520066,OFFICE OF HOUSING & COMMUNITY DEV,The Non-Profit Housing Dev. Corporation of Penn.,Housing & Economic Development,HOPWA Housing Subsidies,7/1/2014,6/30/2015,273,"158,000.00","17,206.00",The Non-Profit Housing Dev. Corporation of Penn.,9,EXEMPT,Non Profit
1420486,1420486,OFFICE OF HOUSING & COMMUNITY DEV,The Reinvestment Fund,Housing & Economic Development,Techincal Support,4/1/2014,3/31/2015,182,"100,000.00","75,000.00",The Reinvestment Fund,8,EXEMPT,Non Profit
1520041,1520041,OFFICE OF HOUSING & COMMUNITY DEV,Tiger Productions,Housing & Economic Development,Design Services,7/1/2014,6/30/2015,273,"72,500.00","17,820.00",Tiger Productions,1,ADVERTISED,For Profit
1420304,1420304,OFFICE OF HOUSING & COMMUNITY DEV,Unemployment Information Center,Housing & Economic Development,Housing Counseling,10/1/2013,9/30/2014,0,"386,000.00","362,824.00",Unemployment Information Center,9,EXEMPT,Non Profit
1420464,1420464,OFFICE OF HOUSING & COMMUNITY DEV,Unemployment Information Center,Housing & Economic Development,Door to Door Outreach,3/1/2014,2/28/2015,151,"37,500.00", -   ,Unemployment Information Center,1,ADVERTISED,Non Profit
1420276,1420276,OFFICE OF HOUSING & COMMUNITY DEV,United Communities Southeast Phila,Housing & Economic Development,Housing Counseling,8/1/2013,7/31/2014,0,"153,000.00","151,476.00",United Communities Southeast Phila,9,EXEMPT,Non Profit
1420373,1420373,OFFICE OF HOUSING & COMMUNITY DEV,"University of Pennsylvania, Trustees of the",Housing & Economic Development,HOUSING NEEDS ASSESSMENT,11/1/2013,10/31/2014,31,"58,000.00", -   ,"University of Pennsylvania, Trustees of the",9,EXEMPT,Non Profit
1420171,1420171,OFFICE OF HOUSING & COMMUNITY DEV,Urban Affairs Coalition,Housing & Economic Development,Camp. for Work. Families,11/1/2013,10/31/2014,31,"48,000.00","48,000.00",Urban Affairs Coalition,9,EXEMPT,Non Profit
1420352,1420352,OFFICE OF HOUSING & COMMUNITY DEV,Urban Affairs Coalition,Housing & Economic Development,Wells Fargo Agreement,10/15/2013,10/14/2014,14,1, -   ,Urban Affairs Coalition,9,EXEMPT,Non Profit
1420286,1420286,OFFICE OF HOUSING & COMMUNITY DEV,Urban League of Philadelphia,Housing & Economic Development,Housing Counseling,8/1/2013,7/31/2014,0,"225,000.00","224,999.00",Urban League of Philadelphia,9,EXEMPT,Non Profit
1520056,1520056,OFFICE OF HOUSING & COMMUNITY DEV,Utility Emergency Services Fund,Housing & Economic Development,Utility Assistance Servic,7/1/2014,6/30/2015,273,"1,070,000.00", -   ,Utility Emergency Services Fund,9,EXEMPT,Non Profit
1420355,1420355,OFFICE OF HOUSING & COMMUNITY DEV,West Oak Lane Community Development Corporation,Housing & Economic Development,Housing Counseling,10/1/2013,9/30/2014,0,"154,000.00","134,558.00",West Oak Lane Community Development Corporation,9,EXEMPT,Non Profit
MPXX15000185,MPXX15000185,OFFICE OF PROPERTY ASSESSMENTS,American Signature Associates,Miscellaneous Order,Residential Land Valuatio,7/1/2014,6/30/2015,273,"30,000.00","15,000.00",American Signature Associates,102,EXEMPT,For Profit
1320243,132024302,OFFICE OF PROPERTY ASSESSMENTS,Camins Associates,General Consultant Services,Chief Appraiser,7/1/2014,6/30/2015,273,"60,000.00","7,850.00",Camins Associates,1,ADVERTISED,For Profit
MPXX15000167,MPXX15000167,OFFICE OF PROPERTY ASSESSMENTS,Geraldine Dougherty Company,Miscellaneous Order,Real Estate Appraiser,8/11/2014,6/30/2015,273,"20,000.00","1,840.50",Geraldine Dougherty Company,102,EXEMPT,For Profit
1320153,132015303,OFFICE OF PROPERTY ASSESSMENTS,"Linebarger Goggan Blair & Sampson, LLP",General Consultant Services,Reassessment Customer Ser,7/1/2014,6/30/2015,273,"500,000.00", -   ,"Linebarger Goggan Blair & Sampson, LLP",1,ADVERTISED,For Profit
MPXX15000186,MPXX15000186,OFFICE OF PROPERTY ASSESSMENTS,Robert J Gloudemans,Miscellaneous Order,Mass Appraisal Assitance,7/1/2014,6/30/2015,273,"12,500.00", -   ,Robert J Gloudemans,102,EXEMPT,For Profit
MPXX15000169,MPXX15000169,OFFICE OF PROPERTY ASSESSMENTS,"Robert Ludwig, Inc.",Miscellaneous Order,Real Estate Consultant,8/14/2014,6/30/2015,273,"20,000.00","1,160.00","Robert Ludwig, Inc.",102,EXEMPT,For Profit
1320154,132015403,OFFICE OF PROPERTY ASSESSMENTS,Vanguard Direct Inc.,Computer and Information Svcs,Longtime Owner Occupant P,9/1/2013,8/31/2014,0,"279,494.21","137,854.14",Vanguard Direct Inc.,1,ADVERTISED,For Profit
1420309,1420309,OFFICE OF SUPPORTIVE HOUSING,1260 Housing Development Corporation,OESS (OSHA),COC 1260 HOPIN I,12/1/2013,11/30/2014,61,"899,940.00","604,036.00",1260 Housing Development Corporation,9,EXEMPT,Non Profit
1420591,1420591,OFFICE OF SUPPORTIVE HOUSING,1260 Housing Development Corporation,OESS (OSHA),CoC HOPIN IV,5/1/2014,4/30/2015,212,"400,800.00", -   ,1260 Housing Development Corporation,9,EXEMPT,Non Profit
1520136,1520136,OFFICE OF SUPPORTIVE HOUSING,Acts Christian Transitional Services Inc,OESS (OSHA),Emerg. Hsg. Families CM,7/1/2014,6/30/2015,273,"1,232,000.00","317,033.00",Acts Christian Transitional Services Inc,1,ADVERTISED,Non Profit
1520139,1520139,OFFICE OF SUPPORTIVE HOUSING,Acts Christian Transitional Services Inc,OESS (OSHA),Expanded Capacity,7/1/2014,6/30/2015,273,"210,324.00","48,738.00",Acts Christian Transitional Services Inc,9,EXEMPT,Non Profit
1420258,1420258,OFFICE OF SUPPORTIVE HOUSING,"Asociacion Puertorriquenos En Marcha, Inc.",OESS (OSHA),COC -Escalera,10/1/2013,9/30/2014,0,"85,104.00","51,179.00","Asociacion Puertorriquenos En Marcha, Inc.",9,EXEMPT,Non Profit
1420320,1420320,OFFICE OF SUPPORTIVE HOUSING,"Asociacion Puertorriquenos En Marcha, Inc.",OESS (OSHA),COC- APM Hogareno,11/1/2013,10/31/2014,31,"309,144.00","193,978.00","Asociacion Puertorriquenos En Marcha, Inc.",9,EXEMPT,Non Profit
1420577,1420577,OFFICE OF SUPPORTIVE HOUSING,"Asociacion Puertorriquenos En Marcha, Inc.",OESS (OSHA),COC APM-Esperanza,6/1/2014,5/31/2015,243,"97,392.00","15,144.00","Asociacion Puertorriquenos En Marcha, Inc.",9,EXEMPT,Non Profit
1420574,1420574,OFFICE OF SUPPORTIVE HOUSING,Bethesda Project Inc.,OESS (OSHA),CoC Bainbridge,4/1/2014,3/31/2015,182,"135,192.00","50,428.00",Bethesda Project Inc.,9,EXEMPT,Non Profit
1520154,1520154,OFFICE OF SUPPORTIVE HOUSING,Bethesda Project Inc.,OESS (OSHA),Emergency Housing Singles,7/1/2014,6/30/2015,273,"1,543,611.00","408,849.00",Bethesda Project Inc.,9,EXEMPT,Non Profit
1420069,1420069,OFFICE OF SUPPORTIVE HOUSING,Calcutta House,OESS (OSHA),COC - Indy Place I,9/1/2013,8/31/2014,0,"28,368.00","18,702.00",Calcutta House,9,EXEMPT,Non Profit
1420324,1420324,OFFICE OF SUPPORTIVE HOUSING,Calcutta House,OESS (OSHA),COC - Serenity Court,10/1/2013,9/30/2014,0,"63,828.00","46,686.00",Calcutta House,9,EXEMPT,Non Profit
1420344,1420344,OFFICE OF SUPPORTIVE HOUSING,Calcutta House,OESS (OSHA),COC CALCUTTA INDY II,12/1/2013,11/30/2014,61,"14,184.00","9,250.00",Calcutta House,9,EXEMPT,Non Profit
1420383,1420383,OFFICE OF SUPPORTIVE HOUSING,Calcutta House,OESS (OSHA),CoC Calcutta Apartments,1/1/2014,12/31/2014,92,"40,416.00","24,192.00",Calcutta House,9,EXEMPT,Non Profit
1520155,1520155,OFFICE OF SUPPORTIVE HOUSING,Catholic Social Services,OESS (OSHA),Emergency Housing Singles,7/1/2014,6/30/2015,273,"335,253.00", -   ,Catholic Social Services,9,EXEMPT,Non Profit
1520217,1520217,OFFICE OF SUPPORTIVE HOUSING,Catholic Social Services,OESS (OSHA),SHP related TH,7/1/2014,6/30/2015,273,"217,129.00", -   ,Catholic Social Services,9,EXEMPT,Non Profit
1320534,132053402,OFFICE OF SUPPORTIVE HOUSING,Coelho Consulting,Computer and Information Svcs,Clearinghouse ICHS System,12/1/2013,11/30/2014,61,"75,000.00","18,000.00",Coelho Consulting,1,ADVERTISED,For Profit
1520210,1520210,OFFICE OF SUPPORTIVE HOUSING,Comm for Dignity & Fairness for the Homeless Housing Dev Inc,OESS (OSHA),Case Mgmt. Services,7/1/2014,6/30/2015,273,"51,000.00", -   ,Comm for Dignity & Fairness for the Homeless Housing Dev Inc,9,EXEMPT,Non Profit
1520207,1520207,OFFICE OF SUPPORTIVE HOUSING,Congreso De Latinos Unidos Inc,OESS (OSHA),Domestic Violence Svcs.,7/1/2014,6/30/2015,273,"500,000.00","129,052.00",Congreso De Latinos Unidos Inc,9,EXEMPT,Non Profit
1420129,142012901,OFFICE OF SUPPORTIVE HOUSING,Corecare Food Services Inc.,OESS (OSHA),Emergency Food Services,7/1/2014,6/30/2015,273,"600,334.00","124,806.10",Corecare Food Services Inc.,1,ADVERTISED,For Profit
MPXX15000025,MPXX15000025,OFFICE OF SUPPORTIVE HOUSING,"Dr. Bijan Etemad, M.D.",Miscellaneous Order,Resident Psychiatric Serv,7/1/2014,6/30/2015,273,"16,000.00", -   ,"Dr. Bijan Etemad, M.D.",102,EXEMPT,For Profit
1420429,1420429,OFFICE OF SUPPORTIVE HOUSING,Drueding Center,OESS (OSHA),SHP Match & Case Mgt,11/1/2013,10/31/2014,31,"79,725.00","51,654.00",Drueding Center,9,EXEMPT,Non Profit
1520195,1520195,OFFICE OF SUPPORTIVE HOUSING,Drueding Center,OESS (OSHA),Blueprint Case Managment,7/1/2014,6/30/2015,273,"225,546.00","32,386.00",Drueding Center,9,EXEMPT,Non Profit
1420066,1420066,OFFICE OF SUPPORTIVE HOUSING,"Friends Rehabilitation Programs, Inc.",OESS (OSHA),COC Assist Living II,8/1/2013,7/31/2014,0,"230,040.00","144,161.00","Friends Rehabilitation Programs, Inc.",9,EXEMPT,Non Profit
1420176,1420176,OFFICE OF SUPPORTIVE HOUSING,"Friends Rehabilitation Programs, Inc.",OESS (OSHA),COC FRP Assist livng I,12/1/2013,11/30/2014,61,"135,060.00","81,595.00","Friends Rehabilitation Programs, Inc.",9,EXEMPT,Non Profit
1520164,1520164,OFFICE OF SUPPORTIVE HOUSING,"Friends Rehabilitation Programs, Inc.",OESS (OSHA),Transitional Housing,7/1/2014,6/30/2015,273,"850,000.00", -   ,"Friends Rehabilitation Programs, Inc.",1,ADVERTISED,Non Profit
1520215,1520215,OFFICE OF SUPPORTIVE HOUSING,"Friends Rehabilitation Programs, Inc.",OESS (OSHA),Coc Assisted Living II,8/1/2014,7/31/2015,304,"172,728.00", -   ,"Friends Rehabilitation Programs, Inc.",9,EXEMPT,Non Profit
1420068,1420068,OFFICE OF SUPPORTIVE HOUSING,Gaudenzia Inc,OESS (OSHA),COC  Shelton Court,9/1/2013,8/31/2014,0,"90,300.00","71,529.00",Gaudenzia Inc,9,EXEMPT,Non Profit
1420269,1420269,OFFICE OF SUPPORTIVE HOUSING,Gaudenzia Inc,OESS (OSHA),COC Tioga Arms,8/4/2013,8/3/2014,0,"274,596.00","189,616.00",Gaudenzia Inc,9,EXEMPT,Non Profit
1520165,1520165,OFFICE OF SUPPORTIVE HOUSING,Germantown Life Enrichment Center,OESS (OSHA),Transitional Housing,7/1/2014,6/30/2015,273,"326,500.00","62,710.00",Germantown Life Enrichment Center,1,ADVERTISED,Non Profit
MPXX15000026,MPXX15000026,OFFICE OF SUPPORTIVE HOUSING,Jacqueline Krosnodomskie,Miscellaneous Order,Resident Mobility Class,7/1/2014,6/30/2015,273,"9,480.00","1,740.00",Jacqueline Krosnodomskie,102,EXEMPT,For Profit
1420331,1420331,OFFICE OF SUPPORTIVE HOUSING,Methodist Family Services of Phila. d/b/a Methodist Services,OESS (OSHA),COC  Reunification,10/1/2013,9/30/2014,0,"45,000.00", -   ,Methodist Family Services of Phila. d/b/a Methodist Services,9,EXEMPT,Non Profit
MPXX15000027,MPXX15000027,OFFICE OF SUPPORTIVE HOUSING,Mildred M. McQuade,Miscellaneous Order,Resident Ceramic Class,7/1/2014,6/30/2015,273,"5,000.00","1,040.00",Mildred M. McQuade,102,EXEMPT,For Profit
1520204,1520204,OFFICE OF SUPPORTIVE HOUSING,Mount Airy Bethesda Manor Inc. d/b/a Stenton,OESS (OSHA),Stenton EH Families,7/1/2014,6/30/2015,273,"1,547,994.00","468,942.46",Mount Airy Bethesda Manor Inc. d/b/a Stenton,9,EXEMPT,Non Profit
1420060,142006001,OFFICE OF SUPPORTIVE HOUSING,"New Road to Success, Inc",OESS (OSHA),Case Management Svcs.,7/1/2014,8/8/2014,0,"36,596.00","35,216.08","New Road to Success, Inc",9,EXEMPT,Non Profit
1520219,1520219,OFFICE OF SUPPORTIVE HOUSING,"Overington House, Inc.",OESS (OSHA),SHP related TH,7/1/2014,6/30/2015,273,"80,000.00","6,668.00","Overington House, Inc.",9,EXEMPT,Non Profit
1420436,142043601,OFFICE OF SUPPORTIVE HOUSING,Pathways To Housing PA,OESS (OSHA),CoC Samaritan,2/1/2014,1/31/2015,123,"600,928.00","223,267.00",Pathways To Housing PA,9,EXEMPT,Non Profit
1420575,1420575,OFFICE OF SUPPORTIVE HOUSING,Pennsylvania Community Real Estate Corporation,OESS (OSHA),COC PCRC D&A/Efficiencies,4/1/2014,3/31/2015,182,"778,740.00","257,944.00",Pennsylvania Community Real Estate Corporation,9,EXEMPT,Non Profit
1520167,1520167,OFFICE OF SUPPORTIVE HOUSING,Potter's House Mission,OESS (OSHA),Transitional Housing,7/1/2014,6/30/2015,273,"174,000.00","57,468.00",Potter's House Mission,1,ADVERTISED,Non Profit
1420067,1420067,OFFICE OF SUPPORTIVE HOUSING,Project H O M E Inc,OESS (OSHA),CoC Rowan Judson,8/1/2013,7/31/2014,0,"452,340.00","434,260.00",Project H O M E Inc,9,EXEMPT,Non Profit
1420172,1420172,OFFICE OF SUPPORTIVE HOUSING,Project H O M E Inc,OESS (OSHA),CoC Hope Haven II,10/1/2013,9/30/2014,0,"70,920.00","64,639.00",Project H O M E Inc,9,EXEMPT,Non Profit
1420174,1420174,OFFICE OF SUPPORTIVE HOUSING,Project H O M E Inc,OESS (OSHA),CoC Rowan Diamond,11/1/2013,10/31/2014,31,"125,664.00","101,985.00",Project H O M E Inc,9,EXEMPT,Non Profit
1420302,1420302,OFFICE OF SUPPORTIVE HOUSING,Project H O M E Inc,OESS (OSHA),CoC St. John's House,8/19/2013,8/18/2014,0,"270,216.00","211,497.00",Project H O M E Inc,9,EXEMPT,Non Profit
1420310,1420310,OFFICE OF SUPPORTIVE HOUSING,Project H O M E Inc,OESS (OSHA),CoC St. John's House II,12/1/2013,11/30/2014,61,"44,160.00","27,776.00",Project H O M E Inc,9,EXEMPT,Non Profit
1420330,1420330,OFFICE OF SUPPORTIVE HOUSING,Project H O M E Inc,OESS (OSHA),COC Integrated Sup. Hsg.,12/1/2013,11/30/2014,61,"240,900.00","119,152.00",Project H O M E Inc,9,EXEMPT,Non Profit
1420358,1420358,OFFICE OF SUPPORTIVE HOUSING,Project H O M E Inc,OESS (OSHA),CoC Kairos,8/1/2013,7/31/2014,0,"255,312.00","180,787.00",Project H O M E Inc,9,EXEMPT,Non Profit
