original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short desc,start_dt,end_dt,days_remaining,contract_amount,tot_payments,orig_vendor
1420111,1420111,Managing Director,Support Center for Child Advocates,Legal Services,Child Adovcate Legal Svcs,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,604500.0,0.0,Support Center for Child Advocates
1420123,1420123,Mayor,"Blais & Associates, Inc.",General Consultant Services,Grants Writer,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,25000.0,6570.23,"Blais & Associates, Inc."
1420260,1420260,Mayor,Borski Associates,General Consultant Services,Lobbying Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,100000.0,36916.24,Borski Associates
1320438,132043801,Mayor,"Ceisler Media & Issue Advocacy, LLC",General Consultant Services,PGW Consultant,2013-09-01T00:00:00Z,2014-08-31T00:00:00Z,153,43505.0,0.0,"Ceisler Media & Issue Advocacy, LLC"
1420271,1420271,Mayor,"Fairmount Ventures, Inc.",General Consultant Services,Grants Writer,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,25000.0,23734.72,"Fairmount Ventures, Inc."
1420296,1420296,Mayor,"Geneva Worldwide, Inc.",General Consultant Services,Language Access Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,50000.0,2701.33,"Geneva Worldwide, Inc."
1420241,1420241,Mayor,"Gray Global Strategies, Inc.",General Consultant Services,Lobbying Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,100000.0,74999.97,"Gray Global Strategies, Inc."
1420278,1420278,Mayor,"Health Federation of Philadelphia, Inc",General Consultant Services,Language Access Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,20000.0,0.0,"Health Federation of Philadelphia, Inc"
MPXX14000309,MPXX14000309,Mayor,Here's My Chance,Miscellaneous Order,FastFWD Website,2013-12-24T00:00:00Z,2014-06-30T00:00:00Z,91,24000.0,24000.0,Here's My Chance
1420242,1420242,Mayor,Holland & Knight LLP,General Consultant Services,Lobbying Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,100000.0,66666.64,Holland & Knight LLP
1420274,1420274,Mayor,"Language Line Services, Inc",General Consultant Services,Language Access Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,100000.0,0.0,"Language Line Services, Inc"
1420294,1420294,Mayor,Language Services Associates,General Consultant Services,Language Access Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,250000.0,11833.35,Language Services Associates
1420240,1420240,Mayor,Loeper & Associates,General Consultant Services,Lobbying Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,66000.0,49500.0,Loeper & Associates
1420277,1420277,Mayor,Nationalities Service Center,General Consultant Services,Language Access Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,70000.0,0.0,Nationalities Service Center
1420279,1420279,Mayor,Rosales Communications,General Consultant Services,Language Access Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,20000.0,0.0,Rosales Communications
MPXX14000232,MPXX14000232,Mayor,Temple University,Miscellaneous Order,Research and Strategy,2013-09-23T00:00:00Z,2014-06-30T00:00:00Z,91,15000.0,15000.0,Temple University
MPXX14000200,MPXX14000200,Mayors Office Community Srv.,Community College of Philadelphia,Miscellaneous Order,Training Services,2013-09-01T00:00:00Z,2014-06-30T00:00:00Z,91,11100.0,11100.0,Community College of Philadelphia
920489,92048905,Mayors Office Community Srv.,FINANTA,Community Services,Community Lending Instit,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,0.0,0.0,FINANTA
MPXX14000066,MPXX14000066,Mayors Office Community Srv.,"Huntingdon Community Services, Inc.",Miscellaneous Order,Parenting Skills Workshop,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,9750.0,9750.0,"Huntingdon Community Services, Inc."
920488,92048805,Mayors Office Community Srv.,North Phila. Financial Partnership,Community Services,Community Lending Inst,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,0.0,0.0,North Phila. Financial Partnership
920977,92097704,Mayors Office Community Srv.,North Phila. Financial Partnership,Community Services,Housing Trust Fund,2013-03-31T00:00:00Z,2014-03-30T00:00:00Z,0,0.0,0.0,North Phila. Financial Partnership
MPXX14000074,MPXX14000074,Mayors Office Community Srv.,Pearl Pressman Liberty Communications Group,Miscellaneous Order,Executive Summary Print,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,4475.0,4475.0,Pearl Pressman Liberty Communications Group
MPXX14000204,MPXX14000204,Mayors Office Community Srv.,"Right Management, Inc",Miscellaneous Order,Staff Development,2013-09-15T00:00:00Z,2014-06-30T00:00:00Z,91,5800.0,5789.77,"Right Management, Inc"
1420249,1420249,Mayors Office Community Srv.,Sage Communications Partners,General Consultant Services,Communications Strategy,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,50000.0,20384.0,Sage Communications Partners
MPXX14000320,MPXX14000320,Mayors Office Community Srv.,The Pearl Group at CRW Graphics,Miscellaneous Order,Executive Summary Print,2014-01-08T00:00:00Z,2014-06-30T00:00:00Z,91,3525.0,3525.0,The Pearl Group at CRW Graphics
1120251,112025103,Mayors Office Community Srv.,United Polish American Social Services,Community Services,Information and Referral,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,92017.0,45964.0,United Polish American Social Services
MPXX14000014,MPXX14000014,Mayors Office Community Srv.,"University of Pennsylvania, Trustees of the",Miscellaneous Order,FEC Program Evaluation,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,20000.0,13570.0,"University of Pennsylvania, Trustees of the"
920517,92051703,Office Of Arts & Culture,Masayuki Nagase,Performing Artists-Public Art,% for arts Venice Island,2014-01-01T00:00:00Z,2014-06-30T00:00:00Z,91,0.0,0.0,Masayuki Nagase
1120142,112014203,Office Of Arts & Culture,Philadelphia Cultural Fund Inc.,General Consultant Services,Consulting Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,1840000.0,1840000.0,Philadelphia Cultural Fund Inc.
1120143,112014303,Office Of Arts & Culture,Philadelphia Industrial Development Corporation,General Consultant Services,Consulting Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,390800.0,390800.0,Philadelphia Industrial Development Corporation
1220385,122038501,Office Of Arts & Culture,Tristin Lowe,Performing Artists-Public Art,% for Art Bomb/SWAT/K-9,2014-01-01T00:00:00Z,2014-09-30T00:00:00Z,183,0.0,0.0,Tristin Lowe
1320651,132065101,Office Of Bh-mr Services,"90 Cafferty Road Operating Company, LP",Behavioral Health-MR Services,IDS Interim Care,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,500000.0,314885.5,"90 Cafferty Road Operating Company, LP"
1220330,122033002,Office Of Bh-mr Services,"Achara Consulting, Inc.",General Consultant Services,BH System Transformation,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,114000.0,27425.0,"Achara Consulting, Inc."
1320515,132051501,Office Of Bh-mr Services,Albert Einstein Medical Center,Behavioral Health-MR Services,MH Comm. Residential Serv,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,5599231.0,0.0,Albert Einstein Medical Center
1320589,132058902,Office Of Bh-mr Services,CBH - Community Behavioral Health,Behavioral Health-MR Services,Behavioral Health Service,2014-01-01T00:00:00Z,2014-12-31T00:00:00Z,275,9.0E8,0.0,CBH - Community Behavioral Health
1120501,112050104,Office Of Bh-mr Services,"Casa de Consejeria y Salud Integral, Inc.",Behavioral Health-MR Services,Community Coalition Init.,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,88750.0,27150.14,"Casa de Consejeria y Salud Integral, Inc."
1320623,132062301,Office Of Bh-mr Services,Catholic Social Serv-Divine Prov Village,Behavioral Health-MR Services,IDS Residential Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,55072.0,0.0,Catholic Social Serv-Divine Prov Village
1320506,132050601,Office Of Bh-mr Services,Catholic Social Services,Behavioral Health-MR Services,Drug and Alcohol Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,444549.0,0.0,Catholic Social Services
MPXX14000220,MPXX14000220,Office Of Bh-mr Services,Centre County Mental Health/Mental Retardation-Drug &Alcohol,Miscellaneous Order,MENTAL HEALTH SERVICES,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,12500.0,3521.25,Centre County Mental Health/Mental Retardation-Drug &Alcohol
1320688,132068801,Office Of Bh-mr Services,Community Anti-Drug Coalitions of America,General Consultant Services,Tech Asst & Training Serv,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,70000.0,52500.0,Community Anti-Drug Coalitions of America
1320542,132054201,Office Of Bh-mr Services,Devereux Foundation,Behavioral Health-MR Services,IDS Interim Caare Service,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,1228467.0,472216.37,Devereux Foundation
1220308,122030802,Office Of Bh-mr Services,"Dorrington & Saunders, LLC",General Consultant Services,LGBTQ Serv Transformation,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,54264.0,0.0,"Dorrington & Saunders, LLC"
1320611,132061101,Office Of Bh-mr Services,Elwyn,Behavioral Health-MR Services,IDS Interim Care Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,313000.0,187040.82,Elwyn
1320516,132051601,Office Of Bh-mr Services,InVision Customized Services,Behavioral Health-MR Services,MH Comm. Residential Serv,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,241052.0,180789.0,InVision Customized Services
1220399,122039902,Office Of Bh-mr Services,Joel S. Hurwitz,General Consultant Services,IDS Quality Assurance Ser,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,29000.0,0.0,Joel S. Hurwitz
1120504,112050404,Office Of Bh-mr Services,Juvenile Justice Center of Philadelphia,Behavioral Health-MR Services,Community Coalition Init.,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,88750.0,41816.01,Juvenile Justice Center of Philadelphia
MPXX14000133,MPXX14000133,Office Of Bh-mr Services,"Karen Lee Demerlis, Esquire",Miscellaneous Order,MENTAL HEALTH SERVICES,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,30000.0,29533.0,"Karen Lee Demerlis, Esquire"
1320122,132012201,Office Of Bh-mr Services,"Kesher-a-Kesher, Inc.",General Consultant Services,Tech. Asst. & Evaluation,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,60000.0,52472.0,"Kesher-a-Kesher, Inc."
MPXX14000224,MPXX14000224,Office Of Bh-mr Services,Law Office of Michelle Conner,Miscellaneous Order,MENTAL HEALTH SERVICES,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,32000.0,0.0,Law Office of Michelle Conner
1120505,112050504,Office Of Bh-mr Services,Lutheran Children and Family Service of Eastern PA,Behavioral Health-MR Services,Community Coalition Init.,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,88750.0,33001.48,Lutheran Children and Family Service of Eastern PA
1320738,132073801,Office Of Bh-mr Services,Lynch Homes Montgomery County Inc,Behavioral Health-MR Services,IDS Interim Care Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,700000.0,233322.42,Lynch Homes Montgomery County Inc
1220394,122039402,Office Of Bh-mr Services,Mary Q. Frantz,General Consultant Services,IDS Quality Assurance Ser,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,75000.0,15325.0,Mary Q. Frantz
1320544,132054401,Office Of Bh-mr Services,"Melmark, Inc.",Behavioral Health-MR Services,IDS Interim Care Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,250000.0,81304.11,"Melmark, Inc."
1320517,132051701,Office Of Bh-mr Services,Mercy Catholic Medical Center,Behavioral Health-MR Services,MH Emergency Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,689023.0,0.0,Mercy Catholic Medical Center
MPXX14000162,MPXX14000162,Office Of Bh-mr Services,Montgomery County -Pennsylvania,Miscellaneous Order,MENTAL HEALTH SERVICES,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,32000.0,8250.0,Montgomery County -Pennsylvania
1220328,122032802,Office Of Bh-mr Services,"Patricia A. Griffin, Ph.D.",General Consultant Services,BH &Criminal JusticeCoord,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,90000.0,42845.0,"Patricia A. Griffin, Ph.D."
1220331,122033102,Office Of Bh-mr Services,"Paul E. Poplawski, Ph.D., LLC",General Consultant Services,BH System Transformation,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,114000.0,62500.0,"Paul E. Poplawski, Ph.D., LLC"
1120234,112023403,Office Of Bh-mr Services,"Performance Plus International, Inc",General Consultant Services,Leadership Training,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,258173.0,48949.48,"Performance Plus International, Inc"
1320510,132051001,Office Of Bh-mr Services,Phila Health & Education Corp dba Drexel Univ Coll of Med,Behavioral Health-MR Services,Drug and Alcohol Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,53358.0,12335.0,Phila Health & Education Corp dba Drexel Univ Coll of Med
1320509,132050901,Office Of Bh-mr Services,Philadelphia  FIGHT,Behavioral Health-MR Services,Drug and Alcohol Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,71730.0,53798.0,Philadelphia  FIGHT
1320519,132051901,Office Of Bh-mr Services,Philadelphia Corp For Aging,Behavioral Health-MR Services,Mental Health Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,63483.0,47612.0,Philadelphia Corp For Aging
1320626,132062601,Office Of Bh-mr Services,Public Health Management Corporation,Behavioral Health-MR Services,Drug and Alcohol Services,2013-10-01T00:00:00Z,2014-09-30T00:00:00Z,183,371889.0,0.0,Public Health Management Corporation
1220404,122040402,Office Of Bh-mr Services,"Resilient Business Solutions, LLC",Computer and Information Svcs,Database Architecture Svs,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,555000.0,539145.0,"Resilient Business Solutions, LLC"
1220405,122040502,Office Of Bh-mr Services,"Resilient Business Solutions, LLC",Computer and Information Svcs,Database/Sys Admin M&S,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,255000.0,17152.5,"Resilient Business Solutions, LLC"
1220233,122023302,Office Of Bh-mr Services,"Richard W. Gladstone, LLC",General Consultant Services,MH Residential Svs Coord.,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,60750.0,35235.0,"Richard W. Gladstone, LLC"
1220398,122039802,Office Of Bh-mr Services,Robert S. Mirel,General Consultant Services,IDS System Supports,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,96000.0,39750.0,Robert S. Mirel
1320652,132065201,Office Of Bh-mr Services,Rosehill School,Behavioral Health-MR Services,IDS Interim Care,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,175000.0,109097.28,Rosehill School
1320562,132056201,Office Of Bh-mr Services,Royer Greaves School for the Blind,Behavioral Health-MR Services,IDS Interim Care Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,276000.0,146952.24,Royer Greaves School for the Blind
1120196,112019603,Office Of Bh-mr Services,Southeast Asian Mutual  Assistance  Assn,Behavioral Health-MR Services,Community Coalition Init.,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,40000.0,25067.0,Southeast Asian Mutual  Assistance  Assn
1220289,122028902,Office Of Bh-mr Services,"Susan B. Spencer, Inc",General Consultant Services,BH & HIV Service Coord.,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,15000.0,1800.0,"Susan B. Spencer, Inc"
1320422,132042201,Office Of Bh-mr Services,Thomas Jefferson University,Behavioral Health-MR Services,IDS Early Intervention,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,214279.0,41724.26,Thomas Jefferson University
1320511,132051101,Office Of Bh-mr Services,Thomas Jefferson University,Behavioral Health-MR Services,Drug and Alcohol Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,105072.0,104972.0,Thomas Jefferson University
1320512,132051202,Office Of Bh-mr Services,Thomas Jefferson University,Behavioral Health-MR Services,Drug and Alcohol Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,288267.0,135640.0,Thomas Jefferson University
1120275,112027503,Office Of Bh-mr Services,UNITARY,Behavioral Health-MR Services,EIP FFS Unitary 2,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,3000000.0,1774036.1,UNITARY
1220130,122013002,Office Of Bh-mr Services,UNITARY,Behavioral Health-MR Services,EIP FFS Unitary 1,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,6000000.0,2780187.99,UNITARY
1320104,132010401,Office Of Bh-mr Services,UNITARY,Behavioral Health-MR Services,MH Base Unitary,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,1.6E8,8.827171023E7,UNITARY
1320105,132010501,Office Of Bh-mr Services,UNITARY,Behavioral Health-MR Services,Early Interv Unitary,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,1.0E7,4371806.3,UNITARY
1320106,132010601,Office Of Bh-mr Services,UNITARY,Behavioral Health-MR Services,IDS Base Unitary,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,1.8E7,1.0234584E7,UNITARY
1320108,132010801,Office Of Bh-mr Services,UNITARY,Behavioral Health-MR Services,Drug and Alcohol Unitary,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,6.0E7,2.750578305E7,UNITARY
1320165,132016501,Office Of Bh-mr Services,UNITARY,Behavioral Health-MR Services,EIP FFS Unitary 3,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,3500000.0,2454307.2,UNITARY
1320657,132065701,Office Of Bh-mr Services,"University of Pennsylvania, Trustees of the",General Consultant Services,PACTS Evaluation Team,2013-09-30T00:00:00Z,2014-09-29T00:00:00Z,182,66100.0,32247.65,"University of Pennsylvania, Trustees of the"
1420368,1420368,Office Of Bh-mr Services,"Values Into Action, Inc.",Behavioral Health-MR Services,IDS Home CommHabilitation,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,37210.0,33489.0,"Values Into Action, Inc."
MPXX14000017,MPXX14000017,Office Of Bh-mr Services,Warren Schloesser,Miscellaneous Order,MENTAL HEALTH SERVICES,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,6000.0,2222.5,Warren Schloesser
1120507,112050704,Office Of Bh-mr Services,Women Against Abuse Inc,Behavioral Health-MR Services,Community Coalition Init.,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,88750.0,39452.62,Women Against Abuse Inc
1320609,132060901,Office Of Bh-mr Services,"Woods Services, Inc.",Behavioral Health-MR Services,IDS Interim Care Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,5000000.0,3301591.54,"Woods Services, Inc."
MPXX14000134,MPXX14000134,Office Of Bh-mr Services,"Zakia E. Moore, Esq.",Miscellaneous Order,MENTAL HEALTH SERVICES,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,30000.0,682.0,"Zakia E. Moore, Esq."
MPXX14000069,MPXX14000069,Office Of Fleet Management,3E Company Environmental Ecological Eng,Miscellaneous Order,Safety Data Sheets,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,4620.0,4620.0,3E Company Environmental Ecological Eng
MPXX14000070,MPXX14000070,Office Of Fleet Management,Cascor Incorporated,Miscellaneous Order,Warranty Administration,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,30000.0,8435.33,Cascor Incorporated
MPXX14000206,MPXX14000206,Office Of Fleet Management,"Ellison Group, The",Miscellaneous Order,Training & Development,2013-09-09T00:00:00Z,2014-06-30T00:00:00Z,91,24940.0,21620.0,"Ellison Group, The"
MPXX14000322,MPXX14000322,Office Of Fleet Management,"Healthmark, Inc.",Miscellaneous Order,Medical Surveillance,2014-01-14T00:00:00Z,2014-06-30T00:00:00Z,91,15000.0,0.0,"Healthmark, Inc."
MPXX14000192,MPXX14000192,Office Of Fleet Management,LEA Environmental LLC,Miscellaneous Order,Health & Safety Consultin,2013-08-28T00:00:00Z,2014-06-30T00:00:00Z,91,25000.0,0.0,LEA Environmental LLC
1420022,1420022,Office Of Housing & Community Dev,1260 Housing Development Corporation,Housing & Economic Development,RENTAL ASSISTANCE,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,305500.0,108004.0,1260 Housing Development Corporation
1320092,1320092,Office Of Housing & Community Dev,ActionAIDS Incorporated,Housing & Economic Development,HOPWA Housing First TBRA,2013-04-01T00:00:00Z,2014-03-31T00:00:00Z,0,375000.0,255265.0,ActionAIDS Incorporated
1420097,1420097,Office Of Housing & Community Dev,ActionAIDS Incorporated,Housing & Economic Development,TBRA and Housing Counsel.,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,549617.0,351412.0,ActionAIDS Incorporated
1420285,1420285,Office Of Housing & Community Dev,Affordable Housing Centers of Pennsylvania,Housing & Economic Development,HOUSING COUNSELING,2013-08-01T00:00:00Z,2014-07-31T00:00:00Z,122,185000.0,96279.0,Affordable Housing Centers of Pennsylvania
1420169,1420169,Office Of Housing & Community Dev,"Asociacion Puertorriquenos En Marcha, Inc.",Housing & Economic Development,Housing Counseling,2013-11-01T00:00:00Z,2014-10-31T00:00:00Z,214,75000.0,0.0,"Asociacion Puertorriquenos En Marcha, Inc."
1420090,1420090,Office Of Housing & Community Dev,Calcutta House,Housing & Economic Development,Operating Costs,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,245000.0,185846.0,Calcutta House
1420016,1420016,Office Of Housing & Community Dev,Catholic Social Services,Housing & Economic Development,SUPPORTIVE SERVICES,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,323000.0,228574.0,Catholic Social Services
1420224,1420224,Office Of Housing & Community Dev,Ceiba Incorporated,Housing & Economic Development,Earned Income Tax Credit,2013-09-01T00:00:00Z,2014-08-31T00:00:00Z,153,25000.0,5085.0,Ceiba Incorporated
1420333,1420333,Office Of Housing & Community Dev,Center in the Park,Housing & Economic Development,HOUSING COUNSELING,2013-10-01T00:00:00Z,2014-09-30T00:00:00Z,183,138000.0,40090.0,Center in the Park
1420157,1420157,Office Of Housing & Community Dev,Clarifi,Housing & Economic Development,Housing Counseling,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,135000.0,7644.0,Clarifi
1420158,1420158,Office Of Housing & Community Dev,Comhar  Inc,Housing & Economic Development,RENTAL ASSISTANCE,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,773000.0,464557.0,Comhar  Inc
1420099,1420099,Office Of Housing & Community Dev,Community Design Collaborative,Housing & Economic Development,Community Planning,2013-09-01T00:00:00Z,2014-08-31T00:00:00Z,153,85000.0,32149.0,Community Design Collaborative
1420106,1420106,Office Of Housing & Community Dev,Community Legal Services,Housing & Economic Development,Foreclosure Hotline,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,570000.0,286096.3,Community Legal Services
1420107,1420107,Office Of Housing & Community Dev,Community Legal Services,Housing & Economic Development,Legal Counseling,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,450000.0,274095.0,Community Legal Services
1420094,1420094,Office Of Housing & Community Dev,Congreso De Latinos Unidos Inc,Housing & Economic Development,RENTAL ASSISTANCE,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,846397.0,542680.0,Congreso De Latinos Unidos Inc
1420375,1420375,Office Of Housing & Community Dev,Congreso De Latinos Unidos Inc,Housing & Economic Development,HOUSING COUNSELING,2013-10-01T00:00:00Z,2014-09-30T00:00:00Z,183,165000.0,66529.0,Congreso De Latinos Unidos Inc
1420195,1420195,Office Of Housing & Community Dev,Council of Spanish Speaking Organizations Inc,Housing & Economic Development,Housing Counseling,2013-11-01T00:00:00Z,2014-10-31T00:00:00Z,214,78000.0,6093.0,Council of Spanish Speaking Organizations Inc
1420075,1420075,Office Of Housing & Community Dev,County of Delaware,Housing & Economic Development,HOPWA Housing Subsidies,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,697500.0,319804.0,County of Delaware
1220156,122015602,Office Of Housing & Community Dev,"David P. Kelly, Appraiser",Housing & Economic Development,Appraisal Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,0.0,0.0,"David P. Kelly, Appraiser"
1420305,1420305,Office Of Housing & Community Dev,"Diversified Community Services, Inc",Housing & Economic Development,HOUSING COUNSELING,2013-09-01T00:00:00Z,2014-08-31T00:00:00Z,153,130000.0,66428.0,"Diversified Community Services, Inc"
1220528,122052803,Office Of Housing & Community Dev,Energy Coordinating Agency of Phila Inc,Housing & Economic Development,Energy Works Program,2014-01-01T00:00:00Z,2014-02-28T00:00:00Z,0,0.0,0.0,Energy Coordinating Agency of Phila Inc
1420104,1420104,Office Of Housing & Community Dev,Energy Coordinating Agency of Phila Inc,Housing & Economic Development,Energy Assistance,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,522000.0,343955.0,Energy Coordinating Agency of Phila Inc
1420017,1420017,Office Of Housing & Community Dev,Family Service Association of Bucks County,Housing & Economic Development,HOPWA Housing Subsidies,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,398000.0,237500.0,Family Service Association of Bucks County
1420018,1420018,Office Of Housing & Community Dev,Family Service of Chester County,Housing & Economic Development,HOPWA Rental Assistance,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,160000.0,92516.0,Family Service of Chester County
1420019,1420019,Office Of Housing & Community Dev,Family Services,Housing & Economic Development,HOPWA Rental Assistance,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,110000.0,59606.0,Family Services
1220154,122015402,Office Of Housing & Community Dev,Fortuna & Diflumeri Realty Appraisal LTD,Housing & Economic Development,Appraisal Services,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,0.0,0.0,Fortuna & Diflumeri Realty Appraisal LTD
1420023,1420023,Office Of Housing & Community Dev,"Friends Rehabilitation Programs, Inc.",Housing & Economic Development,TRANSITIONAL HOUSING PROG,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,1096628.0,799256.0,"Friends Rehabilitation Programs, Inc."
1420072,1420072,Office Of Housing & Community Dev,Gaudenzia Inc,Housing & Economic Development,HOPWA Housing Subsidies,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,123500.0,66603.0,Gaudenzia Inc
1420347,1420347,Office Of Housing & Community Dev,"Greater Philadelphia Asian Social Services Center, Inc.",Housing & Economic Development,Housing Counseling,2013-08-01T00:00:00Z,2014-07-31T00:00:00Z,122,105000.0,60802.0,"Greater Philadelphia Asian Social Services Center, Inc."
1420244,1420244,Office Of Housing & Community Dev,"Heffler, Radetich & Saitta LLP",Housing & Economic Development,Audit Services,2013-08-15T00:00:00Z,2014-02-28T00:00:00Z,0,45000.0,33750.0,"Heffler, Radetich & Saitta LLP"
1420349,1420349,Office Of Housing & Community Dev,Hispanic Assoc of Contractors & Enterprises Inc,Housing & Economic Development,Housing Counseling,2013-11-01T00:00:00Z,2014-10-31T00:00:00Z,214,239000.0,0.0,Hispanic Assoc of Contractors & Enterprises Inc
1420092,1420092,Office Of Housing & Community Dev,Impact Services Corporation,Housing & Economic Development,Building Material Exchang,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,283000.0,67273.0,Impact Services Corporation
1420281,1420281,Office Of Housing & Community Dev,Intercommunity Action Inc,Housing & Economic Development,Housing Counseling,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,100000.0,0.0,Intercommunity Action Inc
1420257,1420257,Office Of Housing & Community Dev,Intercultural Family Services Inc,Housing & Economic Development,Housing Counseling,2013-07-01T00:00:00Z,2014-06-30T00:00:00Z,91,114000.0,76222.0,Intercultural Family Services Inc
