original_contract_id,current_item_id,department_name,vendor,contract_structure_type,desc,start_dt,end_dt,days_remaining, amt , tot_payments ,orig_vendor,exempt_status,adv_or_exempt,profit_status
1920169,1920169,OFFICE OF HOMELESS SERVICES,"DePaul, USA, Inc.",OESS (OSHA),Tranisitional Housing,7/1/2018,6/30/2019,90,"  300,000.00 ","  190,206.00 ","DePaul, USA, Inc.",09,EXEMPT,Non Profit
1920276,1920276,OFFICE OF HOMELESS SERVICES,"DePaul, USA, Inc.",OESS (OSHA),St. Raymonds,9/1/2018,8/31/2019,152,"  328,179.00 ","  164,377.46 ","DePaul, USA, Inc.",09,EXEMPT,Non Profit
1720489,172048902,OFFICE OF HOMELESS SERVICES,Drueding Center,OESS (OSHA),New Neighbors CM,11/1/2018,10/31/2019,213,"  79,725.00 ","  47,467.00 ",Drueding Center,09,EXEMPT,Non Profit
1920175,1920175,OFFICE OF HOMELESS SERVICES,Drueding Center,OESS (OSHA),T.H. Case Management,7/1/2018,6/30/2019,90,"  247,707.00 ","  125,922.00 ",Drueding Center,09,EXEMPT,Non Profit
1920190,1920190,OFFICE OF HOMELESS SERVICES,Drueding Center,OESS (OSHA),Blueprint Case Management,7/1/2018,6/30/2019,90,"  169,546.00 ","  84,491.00 ",Drueding Center,09,EXEMPT,Non Profit
1620061,162006106,OFFICE OF HOMELESS SERVICES,"EccoVia, Inc. dba ClientTrack",Computer and Information Svcs,Homeless Mgmt Info System,10/1/2018,9/30/2019,182,"  319,100.00 ","  167,675.00 ","EccoVia, Inc. dba ClientTrack",03,EXEMPT,For Profit
1720286,172028602,OFFICE OF HOMELESS SERVICES,Episcopal Comm Services of the Diocese of Pa,OESS (OSHA),St. Barnabas EH,7/1/2018,6/30/2019,90,"  810,000.00 ","  472,500.00 ",Episcopal Comm Services of the Diocese of Pa,09,EXEMPT,Non Profit
1820314,182031401,OFFICE OF HOMELESS SERVICES,Episcopal Comm Services of the Diocese of Pa,OESS (OSHA),ECS Rapid Rehousing,7/1/2018,6/30/2019,90,"  400,000.00 ","  281,522.44 ",Episcopal Comm Services of the Diocese of Pa,09,EXEMPT,Non Profit
1920212,1920212,OFFICE OF HOMELESS SERVICES,Episcopal Comm Services of the Diocese of Pa,OESS (OSHA),FAST Housing Closeout,7/1/2018,6/30/2019,90,"  80,000.00 ","  62,565.00 ",Episcopal Comm Services of the Diocese of Pa,09,EXEMPT,Non Profit
1720207,172020703,OFFICE OF HOMELESS SERVICES,"Food Management Services, Inc dba Linton's Managed Services",OESS (OSHA),Riverview Food Service,7/1/2018,6/30/2019,90,"  765,511.00 ","  600,183.00 ","Food Management Services, Inc dba Linton's Managed Services",01,ADVERTISED,For Profit
1820138,182013801,OFFICE OF HOMELESS SERVICES,"Friends Rehabilitation Programs, Inc.",OESS (OSHA),Federal ESG RRH,7/1/2018,6/30/2019,90,"  477,508.00 ","  287,992.10 ","Friends Rehabilitation Programs, Inc.",09,EXEMPT,Non Profit
1820359,182035901,OFFICE OF HOMELESS SERVICES,"Friends Rehabilitation Programs, Inc.",OESS (OSHA),Prevention & Diversion,7/1/2018,6/30/2019,90,"  150,000.00 ","  137,811.00 ","Friends Rehabilitation Programs, Inc.",09,EXEMPT,Non Profit
1820612,1820612,OFFICE OF HOMELESS SERVICES,"Friends Rehabilitation Programs, Inc.",OESS (OSHA),FRP Rapid Rehousing,3/1/2018,2/28/2019,0,"  101,800.00 ","  79,761.72 ","Friends Rehabilitation Programs, Inc.",09,EXEMPT,Non Profit
1920304,1920304,OFFICE OF HOMELESS SERVICES,"Friends Rehabilitation Programs, Inc.",OESS (OSHA),RRH (Formerly TH),7/1/2018,6/30/2019,90,"  848,810.00 ","  514,250.00 ","Friends Rehabilitation Programs, Inc.",09,EXEMPT,Non Profit
1920331,1920331,OFFICE OF HOMELESS SERVICES,"Friends Rehabilitation Programs, Inc.",OESS (OSHA),FRP CoC Rapid Rehousing,10/1/2018,9/30/2019,182,"  611,499.00 ","  156,695.59 ","Friends Rehabilitation Programs, Inc.",09,EXEMPT,Non Profit
1920352,1920352,OFFICE OF HOMELESS SERVICES,"Friends Rehabilitation Programs, Inc.",OESS (OSHA),Prevention & Div (HTF),11/1/2018,6/30/2019,90,"  350,000.00 ","  210,520.00 ","Friends Rehabilitation Programs, Inc.",09,EXEMPT,Non Profit
1920241,192024101,OFFICE OF HOMELESS SERVICES,Gaudenzia Inc,OESS (OSHA),House of Passage,7/1/2018,6/30/2019,90,"  1,704,253.00 ","  893,989.00 ",Gaudenzia Inc,09,EXEMPT,Non Profit
1920342,1920342,OFFICE OF HOMELESS SERVICES,Gaudenzia Inc,OESS (OSHA),Tioga Arms,8/1/2018,7/31/2019,121,"  310,243.00 ","  155,458.80 ",Gaudenzia Inc,09,EXEMPT,Non Profit
1920343,1920343,OFFICE OF HOMELESS SERVICES,Gaudenzia Inc,OESS (OSHA),Shelton Court,9/1/2018,8/31/2019,152,"  102,230.00 ","  30,842.00 ",Gaudenzia Inc,09,EXEMPT,Non Profit
1920165,1920165,OFFICE OF HOMELESS SERVICES,Germantown Life Enrichment Center,OESS (OSHA),Transitional Housing,7/1/2018,6/30/2019,90,"  417,213.00 ","  305,939.08 ",Germantown Life Enrichment Center,09,EXEMPT,Non Profit
1920176,1920176,OFFICE OF HOMELESS SERVICES,H.E.L.P. Social Service Corporation,OESS (OSHA),Transitional Housing,7/1/2018,6/30/2019,90,"  142,800.00 ","  63,635.52 ",H.E.L.P. Social Service Corporation,09,EXEMPT,Non Profit
1920430,1920430,OFFICE OF HOMELESS SERVICES,H.E.L.P. Social Service Corporation,OESS (OSHA),Rapid Rehousing,1/1/2019,12/31/2019,274,"  488,571.00 ","  64,648.72 ",H.E.L.P. Social Service Corporation,09,EXEMPT,Non Profit
1920189,1920189,OFFICE OF HOMELESS SERVICES,Health Promotion Council of SE Pa Inc,OESS (OSHA),Nutrition Education,7/1/2018,6/30/2019,90,"  175,000.00 ","  64,149.92 ",Health Promotion Council of SE Pa Inc,09,EXEMPT,Non Profit
1920451,1920451,OFFICE OF HOMELESS SERVICES,Hispanic Assoc of Contractors & Enterprises,OESS (OSHA),Architectural Serv.,1/1/2019,12/31/2019,274,"  117,205.00 ",  -   ,Hispanic Assoc of Contractors & Enterprises,09,EXEMPT,Non Profit
1920191,1920191,OFFICE OF HOMELESS SERVICES,Homeless Advocacy Project,OESS (OSHA),Homeless Legal Serv. SOAR,7/1/2018,6/30/2019,90,"  80,000.00 ","  53,335.34 ",Homeless Advocacy Project,09,EXEMPT,Non Profit
1920280,1920280,OFFICE OF HOMELESS SERVICES,Horizon House Inc,OESS (OSHA),Journey Home,7/1/2018,6/30/2019,90,"  269,813.00 ","  87,381.00 ",Horizon House Inc,09,EXEMPT,Non Profit
1920282,1920282,OFFICE OF HOMELESS SERVICES,Horizon House Inc,OESS (OSHA),Navigation Center/Cafe,7/1/2018,6/30/2019,90,"  498,509.00 ","  294,623.00 ",Horizon House Inc,09,EXEMPT,Non Profit
1920283,1920283,OFFICE OF HOMELESS SERVICES,Horizon House Inc,OESS (OSHA),Randolph Court,7/1/2018,6/30/2019,90,"  560,375.00 ","  331,541.00 ",Horizon House Inc,09,EXEMPT,Non Profit
MPXX19000066,MPXX19000066,OFFICE OF HOMELESS SERVICES,Jacqueline Krosnodomskie,Miscellaneous Order,Resident Mobility Class,7/3/2018,6/30/2019,90,"  10,920.00 ","  6,230.00 ",Jacqueline Krosnodomskie,102,EXEMPT,For Profit
MPXX19000068,MPXX19000068,OFFICE OF HOMELESS SERVICES,Jenna Anne Hannan,Miscellaneous Order,Occupational Therapy,7/1/2018,6/30/2019,90,"  15,960.00 ","  8,463.36 ",Jenna Anne Hannan,102,EXEMPT,For Profit
1820204,182020402,OFFICE OF HOMELESS SERVICES,Lutheran Settlement House,OESS (OSHA),Jane Addams Place Combo,7/1/2018,6/30/2019,90,"  1,585,370.00 ","  993,657.33 ",Lutheran Settlement House,09,EXEMPT,Non Profit
1920193,1920193,OFFICE OF HOMELESS SERVICES,Lutheran Settlement House,OESS (OSHA),Sheila Brown TH,7/1/2018,6/30/2019,90,"  67,686.00 ","  37,611.75 ",Lutheran Settlement House,09,EXEMPT,Non Profit
1920353,1920353,OFFICE OF HOMELESS SERVICES,Lutheran Settlement House,OESS (OSHA),Prevention & Div (HTF),11/1/2018,6/30/2019,90,"  290,000.00 ","  197,808.16 ",Lutheran Settlement House,09,EXEMPT,Non Profit
MPXX19000315,MPXX19000315,OFFICE OF HOMELESS SERVICES,Matthew Aronson Consulting,Miscellaneous Order,Youth Services Consultant,1/1/2019,6/30/2019,90,"  1,500.00 ",  -   ,Matthew Aronson Consulting,102,EXEMPT,For Profit
MPXX19000211,MPXX19000211,OFFICE OF HOMELESS SERVICES,"Mental Health Servi.for Homeless Persons, Inc dba FrontLine",Miscellaneous Order,Diversion Training Serv.,7/1/2018,6/30/2019,90,"  7,404.00 ",  -   ,"Mental Health Servi.for Homeless Persons, Inc dba FrontLine",102,EXEMPT,Non Profit
1820593,1820593,OFFICE OF HOMELESS SERVICES,Methodist Services,OESS (OSHA),Hope Bridge,5/1/2018,4/30/2019,29,"  218,950.00 ","  166,855.00 ",Methodist Services,09,EXEMPT,Non Profit
1920170,1920170,OFFICE OF HOMELESS SERVICES,Methodist Services,OESS (OSHA),Transitional Housing,7/1/2018,6/30/2019,90,"  470,051.00 ","  305,012.00 ",Methodist Services,09,EXEMPT,Non Profit
1920298,1920298,OFFICE OF HOMELESS SERVICES,Methodist Services,OESS (OSHA),Reunification,10/1/2018,9/30/2019,182,"  22,500.00 ","  6,083.00 ",Methodist Services,09,EXEMPT,Non Profit
1920150,1920150,OFFICE OF HOMELESS SERVICES,Morris Darlene,OESS (OSHA),Emergency Housing & Serv.,7/1/2018,6/30/2019,90,"  656,947.00 ","  440,939.00 ",Morris Darlene,01,ADVERTISED,For Profit
1920154,1920154,OFFICE OF HOMELESS SERVICES,Mount Airy Bethesda Manor Inc. d/b/a Stenton,OESS (OSHA),E.H. Families,7/1/2018,6/30/2019,90,"  1,656,686.00 ","  1,223,498.58 ",Mount Airy Bethesda Manor Inc. d/b/a Stenton,09,EXEMPT,Non Profit
1920281,1920281,OFFICE OF HOMELESS SERVICES,Northern Children's Services,OESS (OSHA),New Generations,9/1/2018,8/31/2019,152,"  80,943.00 ","  28,421.00 ",Northern Children's Services,09,EXEMPT,Non Profit
MPXX19000208,MPXX19000208,OFFICE OF HOMELESS SERVICES,"Northwest Philadelphia Interfaith Hospitality Network, Inc.",Miscellaneous Order,Homeless Prevention Serv.,7/1/2018,6/30/2019,90,"  25,000.00 ","  10,416.00 ","Northwest Philadelphia Interfaith Hospitality Network, Inc.",102,EXEMPT,Non Profit
1820342,182034202,OFFICE OF HOMELESS SERVICES,One Day At A Time Inc.,OESS (OSHA),Encampment & Winter,7/1/2018,4/30/2019,29,"  207,867.00 ","  104,635.00 ",One Day At A Time Inc.,09,EXEMPT,Non Profit
1820391,182039102,OFFICE OF HOMELESS SERVICES,"PMHCC, INC",OESS (OSHA),Shallow Rent Pilot,7/1/2018,6/30/2019,90,"  173,376.00 ","  27,696.00 ","PMHCC, INC",09,EXEMPT,Non Profit
1820223,182022301,OFFICE OF HOMELESS SERVICES,Pathways To Housing PA,OESS (OSHA),Housing First Units,7/1/2018,6/30/2019,90,"  365,092.00 ","  143,476.00 ",Pathways To Housing PA,09,EXEMPT,Non Profit
1820597,1820597,OFFICE OF HOMELESS SERVICES,Pathways To Housing PA,OESS (OSHA),Samaritan Project,2/1/2018,1/31/2019,0,"  528,260.00 ","  425,602.00 ",Pathways To Housing PA,09,EXEMPT,Non Profit
1920273,1920273,OFFICE OF HOMELESS SERVICES,Pathways To Housing PA,OESS (OSHA),Team 8,8/1/2018,6/30/2019,90,"  600,000.00 ","  109,274.00 ",Pathways To Housing PA,09,EXEMPT,Non Profit
1920345,1920345,OFFICE OF HOMELESS SERVICES,Pathways To Housing PA,OESS (OSHA),Housing 1st & Comm Integr,9/1/2018,8/31/2019,152,"  975,269.00 ","  413,355.00 ",Pathways To Housing PA,09,EXEMPT,Non Profit
1920346,1920346,OFFICE OF HOMELESS SERVICES,Pathways To Housing PA,OESS (OSHA),DOEH Housing First Projec,11/1/2018,10/31/2019,213,"  310,529.00 ","  69,139.00 ",Pathways To Housing PA,09,EXEMPT,Non Profit
1720297,172029702,OFFICE OF HOMELESS SERVICES,Pennsylvania Community Real Estate Corporation,OESS (OSHA),HOME/CDBG Prevention,7/1/2018,6/30/2019,90,"  461,314.00 ","  257,410.00 ",Pennsylvania Community Real Estate Corporation,09,EXEMPT,Non Profit
1920194,1920194,OFFICE OF HOMELESS SERVICES,People's Emergency Center,OESS (OSHA),Spring Garden TH - GP,7/1/2018,6/30/2019,90,"  372,487.00 ","  219,328.00 ",People's Emergency Center,09,EXEMPT,Non Profit
1920195,1920195,OFFICE OF HOMELESS SERVICES,People's Emergency Center,OESS (OSHA),Rowan House TH,7/1/2018,6/30/2019,90,"  695,253.00 ","  366,886.00 ",People's Emergency Center,09,EXEMPT,Non Profit
1920210,1920210,OFFICE OF HOMELESS SERVICES,People's Emergency Center,OESS (OSHA),Spring Garden EH - GP,7/1/2018,6/30/2019,90,"  608,409.00 ","  380,520.40 ",People's Emergency Center,09,EXEMPT,Non Profit
1920178,1920178,OFFICE OF HOMELESS SERVICES,Philabundance,OESS (OSHA),Emergency Food Program,7/1/2018,6/30/2019,90,"  205,000.00 ","  120,982.02 ",Philabundance,09,EXEMPT,Non Profit
1920220,1920220,OFFICE OF HOMELESS SERVICES,Philabundance,OESS (OSHA),Hub of Hope Meal Services,7/1/2018,6/30/2019,90,"  281,300.00 ","  127,677.80 ",Philabundance,09,EXEMPT,Non Profit
1920163,1920163,OFFICE OF HOMELESS SERVICES,Potter's House Mission,OESS (OSHA),Transitional Housing,7/1/2018,6/30/2019,90,"  190,864.00 ","  132,852.56 ",Potter's House Mission,09,EXEMPT,Non Profit
1820290,182029004,OFFICE OF HOMELESS SERVICES,Prevention Point Philadelphia,OESS (OSHA),Emergency Housing,7/1/2018,6/30/2019,90,"  1,486,910.00 ","  1,257,371.05 ",Prevention Point Philadelphia,09,EXEMPT,Non Profit
1820591,1820591,OFFICE OF HOMELESS SERVICES,Project H O M E Inc,OESS (OSHA),Kate's Place,5/1/2018,4/30/2019,29,"  268,920.00 ","  239,367.00 ",Project H O M E Inc,09,EXEMPT,Non Profit
1820592,1820592,OFFICE OF HOMELESS SERVICES,Project H O M E Inc,OESS (OSHA),St. John Consolidated,6/1/2018,5/31/2019,60,"  606,256.00 ","  423,281.00 ",Project H O M E Inc,09,EXEMPT,Non Profit
1920277,192027701,OFFICE OF HOMELESS SERVICES,Project H O M E Inc,OESS (OSHA),In Community Winter & PIT,7/1/2018,6/30/2019,90,"  477,763.00 ",  -   ,Project H O M E Inc,09,EXEMPT,Non Profit
1920278,1920278,OFFICE OF HOMELESS SERVICES,Project H O M E Inc,OESS (OSHA),Kairos,8/1/2018,7/31/2019,121,"  234,576.00 ","  118,638.00 ",Project H O M E Inc,09,EXEMPT,Non Profit
1920279,192027901,OFFICE OF HOMELESS SERVICES,Project H O M E Inc,OESS (OSHA),Rowan Judson,8/1/2018,7/31/2019,121,"  495,756.00 ","  240,039.00 ",Project H O M E Inc,09,EXEMPT,Non Profit
1920300,1920300,OFFICE OF HOMELESS SERVICES,Project H O M E Inc,OESS (OSHA),Integrated Supportive Hsg,10/1/2018,9/30/2019,182,"  266,430.00 ","  94,639.00 ",Project H O M E Inc,09,EXEMPT,Non Profit
1920301,1920301,OFFICE OF HOMELESS SERVICES,Project H O M E Inc,OESS (OSHA),Hope Haven,10/1/2018,9/30/2019,182,"  156,938.00 ","  53,146.00 ",Project H O M E Inc,09,EXEMPT,Non Profit
1920325,1920325,OFFICE OF HOMELESS SERVICES,Project H O M E Inc,OESS (OSHA),St. John's II,11/1/2018,10/31/2019,213,"  44,160.00 ","  8,904.00 ",Project H O M E Inc,09,EXEMPT,Non Profit
1920365,1920365,OFFICE OF HOMELESS SERVICES,Project H O M E Inc,OESS (OSHA),Rowan Diamond,11/1/2018,10/31/2019,213,"  151,150.00 ",  -   ,Project H O M E Inc,09,EXEMPT,Non Profit
1920417,1920417,OFFICE OF HOMELESS SERVICES,Project H O M E Inc,OESS (OSHA),Sacred Heart,12/1/2018,6/30/2019,90,"  557,300.00 ",  -   ,Project H O M E Inc,09,EXEMPT,Non Profit
1920476,1920476,OFFICE OF HOMELESS SERVICES,Project H O M E Inc,OESS (OSHA),"Fairmount, Casarez, MOU",1/1/2019,12/31/2019,274,"  111,900.00 ","  6,658.00 ",Project H O M E Inc,09,EXEMPT,Non Profit
1620100,162010005,OFFICE OF HOMELESS SERVICES,Public Health Management Corporation,OESS (OSHA),Case Management Services,7/1/2018,6/30/2019,90,"  813,056.00 ","  494,478.00 ",Public Health Management Corporation,09,EXEMPT,Non Profit
1920303,1920303,OFFICE OF HOMELESS SERVICES,Public Health Management Corporation,OESS (OSHA),CoC Rapid Rehousing,10/1/2018,9/30/2019,182,"  502,145.00 ",  -   ,Public Health Management Corporation,09,EXEMPT,Non Profit
1920362,1920362,OFFICE OF HOMELESS SERVICES,Public Health Management Corporation,OESS (OSHA),CoC First Foundaton,10/1/2018,9/30/2019,182,"  485,820.00 ",  -   ,Public Health Management Corporation,09,EXEMPT,Non Profit
1820309,182030901,OFFICE OF HOMELESS SERVICES,Resources for Human Development Inc,OESS (OSHA),FIT Rapid Rehousing,7/1/2018,6/30/2019,90,"  325,000.00 ","  201,715.00 ",Resources for Human Development Inc,09,EXEMPT,Non Profit
1920159,1920159,OFFICE OF HOMELESS SERVICES,Resources for Human Development Inc,OESS (OSHA),E.H. Woodstock,7/1/2018,6/30/2019,90,"  1,438,000.00 ","  834,508.00 ",Resources for Human Development Inc,09,EXEMPT,Non Profit
1920160,1920160,OFFICE OF HOMELESS SERVICES,Resources for Human Development Inc,OESS (OSHA),E.H. Fernwood,7/1/2018,6/30/2019,90,"  1,053,454.00 ","  629,003.43 ",Resources for Human Development Inc,09,EXEMPT,Non Profit
1920403,1920403,OFFICE OF HOMELESS SERVICES,Resources for Human Development Inc,OESS (OSHA),Fernwood Winter Init.,12/1/2018,4/30/2019,29,"  266,183.00 ","  100,000.00 ",Resources for Human Development Inc,09,EXEMPT,Non Profit
1920202,1920202,OFFICE OF HOMELESS SERVICES,Share Food Program Inc,OESS (OSHA),Emergency Food Program,7/1/2018,6/30/2019,90,"  2,974,107.00 ","  282,647.87 ",Share Food Program Inc,09,EXEMPT,Non Profit
1920244,1920244,OFFICE OF HOMELESS SERVICES,"Strengthening and Empowering Lives and Futures, Inc. (SELF)",OESS (OSHA),Erie Perm. Supportive Hsg,9/1/2018,8/31/2019,152,"  105,211.00 ",  -   ,"Strengthening and Empowering Lives and Futures, Inc. (SELF)",09,EXEMPT,Non Profit
1820610,1820610,OFFICE OF HOMELESS SERVICES,The Salvation Army,OESS (OSHA),Salvation Army Consolidat,6/1/2018,5/31/2019,60,"  351,216.00 ","  239,749.56 ",The Salvation Army,09,EXEMPT,Non Profit
1920211,1920211,OFFICE OF HOMELESS SERVICES,The Salvation Army,OESS (OSHA),ES/RS Combo,7/1/2018,6/30/2019,90,"  2,893,949.00 ","  2,042,031.91 ",The Salvation Army,09,EXEMPT,Non Profit
MPXX19000209,MPXX19000209,OFFICE OF HOMELESS SERVICES,Tiger Productions,Miscellaneous Order,Media/Web Design,7/1/2018,6/30/2019,90,"  15,000.00 ","  7,612.50 ",Tiger Productions,102,EXEMPT,For Profit
1920162,1920162,OFFICE OF HOMELESS SERVICES,Travelers Aid Society of Philadelphia d/b/a Families Forward,OESS (OSHA),Emergency Housing,7/1/2018,6/30/2019,90,"  2,628,793.00 ","  1,760,292.33 ",Travelers Aid Society of Philadelphia d/b/a Families Forward,09,EXEMPT,Non Profit
1920177,1920177,OFFICE OF HOMELESS SERVICES,Travelers Aid Society of Philadelphia d/b/a Families Forward,OESS (OSHA),Transitional Housing,7/1/2018,6/30/2019,90,"  59,192.00 ","  50,349.69 ",Travelers Aid Society of Philadelphia d/b/a Families Forward,09,EXEMPT,Non Profit
1920307,1920307,OFFICE OF HOMELESS SERVICES,Travelers Aid Society of Philadelphia d/b/a Families Forward,OESS (OSHA),Rapid Rehousing,9/1/2018,8/31/2019,152,"  398,865.00 ","  59,423.95 ",Travelers Aid Society of Philadelphia d/b/a Families Forward,09,EXEMPT,Non Profit
1820141,182014103,OFFICE OF HOMELESS SERVICES,"U.S. Facilities, Inc.",OESS (OSHA),Preventive Maintenance,7/1/2018,6/30/2019,90,"  747,558.00 ","  497,286.15 ","U.S. Facilities, Inc.",01,ADVERTISED,For Profit
1820613,1820613,OFFICE OF HOMELESS SERVICES,UNITARY,OESS (OSHA),Reunification (Unitary),4/1/2018,3/31/2019,0,"  3,121,904.00 ","  2,334,177.83 ",UNITARY,09,EXEMPT,unknown
1820171,182017101,OFFICE OF HOMELESS SERVICES,Urban Affairs Coalition,OESS (OSHA),Raise of Hope,10/1/2018,9/30/2019,182,"  84,035.00 ","  37,732.15 ",Urban Affairs Coalition,09,EXEMPT,Non Profit
1820322,182032201,OFFICE OF HOMELESS SERVICES,Urban Affairs Coalition,OESS (OSHA),ODAAT Single Women,7/1/2018,6/30/2019,90,"  271,053.00 ","  171,391.59 ",Urban Affairs Coalition,09,EXEMPT,Non Profit
1920013,1920013,OFFICE OF HOMELESS SERVICES,Urban Affairs Coalition,OESS (OSHA),RWA Transitional Housing,7/1/2018,6/30/2019,90,"  1,516,928.00 ","  938,847.32 ",Urban Affairs Coalition,09,EXEMPT,Non Profit
1920141,1920141,OFFICE OF HOMELESS SERVICES,Urban Affairs Coalition,OESS (OSHA),SELF Combo,7/1/2018,6/30/2019,90,"  4,484,540.00 ","  2,388,843.45 ",Urban Affairs Coalition,09,EXEMPT,Non Profit
1920147,1920147,OFFICE OF HOMELESS SERVICES,Urban Affairs Coalition,OESS (OSHA),Carlisle/Center for Hope,7/1/2018,6/30/2019,90,"  2,182,240.00 ","  1,114,316.56 ",Urban Affairs Coalition,09,EXEMPT,Non Profit
1920148,1920148,OFFICE OF HOMELESS SERVICES,Urban Affairs Coalition,OESS (OSHA),Tioga Simpkins,7/1/2018,6/30/2019,90,"  441,886.00 ","  205,378.99 ",Urban Affairs Coalition,09,EXEMPT,Non Profit
1920384,1920384,OFFICE OF HOMELESS SERVICES,Urban Affairs Coalition,OESS (OSHA),SELF Winter,12/1/2018,4/30/2019,29,"  213,415.00 ","  68,613.00 ",Urban Affairs Coalition,09,EXEMPT,Non Profit
1920428,1920428,OFFICE OF HOMELESS SERVICES,Urban Affairs Coalition,OESS (OSHA),SELF Navigation Center,1/1/2019,6/30/2019,90,"  1,246,619.00 ","  138,809.00 ",Urban Affairs Coalition,09,EXEMPT,Non Profit
1820182,182018201,OFFICE OF HOMELESS SERVICES,Utility Emergency Services Fund,OESS (OSHA),HTF Utility Assistance,7/1/2018,6/30/2019,90,"  70,000.00 ","  35,468.05 ",Utility Emergency Services Fund,09,EXEMPT,Non Profit
1820266,182026602,OFFICE OF HOMELESS SERVICES,Utility Emergency Services Fund,OESS (OSHA),PHARE Rapid Rehousing,7/1/2018,6/30/2019,90,"  99,729.00 ","  91,078.45 ",Utility Emergency Services Fund,09,EXEMPT,Non Profit
1720537,172053702,OFFICE OF HOMELESS SERVICES,Valley Youth House,OESS (OSHA),Homeless Youth,7/1/2018,6/30/2019,90,"  700,000.00 ","  373,293.00 ",Valley Youth House,01,ADVERTISED,Non Profit
1820335,182033501,OFFICE OF HOMELESS SERVICES,Valley Youth House,OESS (OSHA),Rapid Rehousing,11/1/2018,10/31/2019,213,"  695,792.00 ",  -   ,Valley Youth House,09,EXEMPT,Non Profit
1920290,1920290,OFFICE OF HOMELESS SERVICES,Valley Youth House,OESS (OSHA),PIT & YALC,9/1/2018,8/31/2019,152,"  58,460.00 ","  16,472.00 ",Valley Youth House,09,EXEMPT,Non Profit
1920252,1920252,OFFICE OF HOMELESS SERVICES,Veterans Multi-Service Center,OESS (OSHA),Phila. Rapid Rehousing,7/1/2018,6/30/2019,90,"  192,335.00 ","  102,128.60 ",Veterans Multi-Service Center,09,EXEMPT,Non Profit
1920324,1920324,OFFICE OF HOMELESS SERVICES,Volunteers of America Delaware Valley,OESS (OSHA),Allegheny Housing,11/1/2018,10/31/2019,213,"  117,441.00 ",  -   ,Volunteers of America Delaware Valley,09,EXEMPT,Non Profit
1920186,1920186,OFFICE OF HOMELESS SERVICES,Women Against Abuse Inc,OESS (OSHA),Ameya's/Carol's Place,7/1/2018,6/30/2019,90,"  4,661,544.00 ","  2,596,101.00 ",Women Against Abuse Inc,09,EXEMPT,Non Profit
1920196,1920196,OFFICE OF HOMELESS SERVICES,Women Against Abuse Inc,OESS (OSHA),Sojourner House TH,7/1/2018,6/30/2019,90,"  273,667.00 ","  130,726.00 ",Women Against Abuse Inc,09,EXEMPT,Non Profit
1920336,1920336,OFFICE OF HOMELESS SERVICES,Women Against Abuse Inc,OESS (OSHA),Safe at Home,10/1/2018,9/30/2019,182,"  233,379.00 ","  6,665.00 ",Women Against Abuse Inc,09,EXEMPT,Non Profit
1820541,1820541,OFFICE OF INNOVATION AND TECHNOLOGY,Acclaim Systems Inc.,Computer and Information Svcs,Lobbying Info Sys Support,4/1/2018,3/31/2019,0,"  113,210.00 ","  91,393.34 ",Acclaim Systems Inc.,01,ADVERTISED,For Profit
1520524,152052404,OFFICE OF INNOVATION AND TECHNOLOGY,"AskReply, Inc. dba B2Gnow",Computer and Information Svcs,OEO CCRS Support/Maintena,6/30/2018,6/29/2019,89,"  119,218.00 ","  112,828.75 ","AskReply, Inc. dba B2Gnow",01,ADVERTISED,For Profit
1420298,142029806,OFFICE OF INNOVATION AND TECHNOLOGY,AssetWorks Inc,Computer and Information Svcs,OFM Asset Management,12/31/2018,6/30/2019,90,"  97,886.65 ","  114,438.41 ",AssetWorks Inc,01,ADVERTISED,For Profit
1720188,172018802,OFFICE OF INNOVATION AND TECHNOLOGY,"Azavea, Inc",Computer and Information Svcs,Stormwater Billing,7/1/2018,6/30/2019,90,"  900,000.00 ","  452,910.57 ","Azavea, Inc",01,ADVERTISED,For Profit
1520556,152055603,OFFICE OF INNOVATION AND TECHNOLOGY,Blue Heron Consulting,Computer and Information Svcs,basis2 Production Support,6/1/2018,5/31/2019,60,"  508,000.00 ","  247,805.00 ",Blue Heron Consulting,01,ADVERTISED,For Profit
1720671,172067101,OFFICE OF INNOVATION AND TECHNOLOGY,"CBG Communications, Inc.",General Consultant Services,Telecom& Cable TV Consult,3/1/2018,2/28/2019,0,"  229,550.00 ","  83,945.50 ","CBG Communications, Inc.",01,ADVERTISED,For Profit
1720671,172067102,OFFICE OF INNOVATION AND TECHNOLOGY,"CBG Communications, Inc.",General Consultant Services,Telecom& Cable TV Consult,3/1/2019,2/29/2020,334,"  125,000.00 ",  -   ,"CBG Communications, Inc.",01,ADVERTISED,For Profit
1520397,152039705,OFFICE OF INNOVATION AND TECHNOLOGY,CIPPlanner Corporation,Computer and Information Svcs,Enterprise Project Mgmt,5/1/2018,4/30/2019,29,"  650,000.00 ","  888,708.42 ",CIPPlanner Corporation,01,ADVERTISED,For Profit
1920056,1920056,OFFICE OF INNOVATION AND TECHNOLOGY,Cellco Partnership d/b/a Verizon Wireless,Computer and Information Svcs,Public Safety MDS Svcs,1/1/2019,12/31/2019,274,"  2,000,000.00 ","  416,631.83 ",Cellco Partnership d/b/a Verizon Wireless,01,ADVERTISED,For Profit
