original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short_desc,start_dt,end_dt,days_remaining,contract_amount,tot_payments,orig_vendor
1420111,1420111,MANAGING DIRECTOR,Support Center for Child Advocates,Legal Services,Child Adovcate Legal Svcs,2013-07-01,2014-06-30,0,604500,604500,Support Center for Child Advocates
1420530,1420530,MANAGING DIRECTOR,"WFGD Studio, LLC",General Consultant Services,Graphic Design Services,2014-04-30,2015-04-29,303,34000,0,"WFGD Studio, LLC"
1420556,1420556,MANAGING DIRECTOR,"WFGD Studio, LLC",General Consultant Services,Graphic Design Srevices,2014-05-15,2015-05-14,318,32000,0,"WFGD Studio, LLC"
1420123,1420123,MAYOR,"Blais & Associates, Inc.",General Consultant Services,Grants Writer,2013-07-01,2014-06-30,0,25000,24945.59,"Blais & Associates, Inc."
1420260,1420260,MAYOR,Borski Associates,General Consultant Services,Lobbying Services,2013-07-01,2014-06-30,0,100000,56784.99,Borski Associates
1320438,132043801,MAYOR,"Ceisler Media & Issue Advocacy, LLC",General Consultant Services,PGW Consultant,2013-09-01,2014-08-31,62,43505,0,"Ceisler Media & Issue Advocacy, LLC"
1420271,1420271,MAYOR,"Fairmount Ventures, Inc.",General Consultant Services,Grants Writer,2013-07-01,2014-06-30,0,25000,23734.72,"Fairmount Ventures, Inc."
MPXX14000412,MPXX14000412,MAYOR,Fund For Philadelphia Inc,Miscellaneous Order,VISTA Cost Share,2014-06-24,2014-06-30,0,12000,0,Fund For Philadelphia Inc
1420296,1420296,MAYOR,"Geneva Worldwide, Inc.",General Consultant Services,Language Access Services,2013-07-01,2014-06-30,0,50000,7218.08,"Geneva Worldwide, Inc."
1420241,1420241,MAYOR,"Gray Global Strategies, Inc.",General Consultant Services,Lobbying Services,2013-07-01,2014-06-30,0,100000,99999.96,"Gray Global Strategies, Inc."
1420278,1420278,MAYOR,"Health Federation of Philadelphia, Inc",General Consultant Services,Language Access Services,2013-07-01,2014-06-30,0,20000,0,"Health Federation of Philadelphia, Inc"
MPXX14000309,MPXX14000309,MAYOR,Here's My Chance,Miscellaneous Order,FastFWD Website,2013-12-24,2014-06-30,0,24000,24000,Here's My Chance
MPXX14000308,MPXX14000308,MAYOR,Hill + Knowlton Strategies LLC,Miscellaneous Order,Communications Proposal,2013-12-24,2014-06-30,0,26523.55,26523.55,Hill + Knowlton Strategies LLC
1420242,1420242,MAYOR,Holland & Knight LLP,General Consultant Services,Lobbying Services,2013-07-01,2014-06-30,0,100000,91666.63,Holland & Knight LLP
1320439,132043901,MAYOR,Kleinbard Bell & Brecker LLP,General Consultant Services,PGW Consultant,2013-09-01,2014-08-31,62,110000,0,Kleinbard Bell & Brecker LLP
1420274,1420274,MAYOR,"Language Line Services, Inc",General Consultant Services,Language Access Services,2013-07-01,2014-06-30,0,100000,30707.31,"Language Line Services, Inc"
1420294,1420294,MAYOR,Language Services Associates,General Consultant Services,Language Access Services,2013-07-01,2014-06-30,0,250000,158281.67,Language Services Associates
1420240,1420240,MAYOR,Loeper & Associates,General Consultant Services,Lobbying Services,2013-07-01,2014-06-30,0,66000,66000,Loeper & Associates
1420277,1420277,MAYOR,Nationalities Service Center,General Consultant Services,Language Access Services,2013-07-01,2014-06-30,0,70000,120,Nationalities Service Center
1420279,1420279,MAYOR,Rosales Communications,General Consultant Services,Language Access Services,2013-07-01,2014-06-30,0,20000,0,Rosales Communications
MPXX14000232,MPXX14000232,MAYOR,Temple University,Miscellaneous Order,Research and Strategy,2013-09-23,2014-06-30,0,15000,15000,Temple University
1420263,1420263,MAYOR,"The Kinser Group, Inc.",General Consultant Services,Lobbying Services,2013-07-01,2014-06-30,0,120000,120000,"The Kinser Group, Inc."
1420528,1420528,MAYORS OFFICE COMMUNITY SRV.,Benefits Data Trust,General Consultant Services,Benefits Access,2014-03-01,2015-02-28,243,1347968,0,Benefits Data Trust
MPXX14000396,MPXX14000396,MAYORS OFFICE COMMUNITY SRV.,Clarifi,Miscellaneous Order,Advertising Services,2013-11-01,2014-06-30,0,10000,6444.82,Clarifi
MPXX14000200,MPXX14000200,MAYORS OFFICE COMMUNITY SRV.,Community College of Philadelphia,Miscellaneous Order,Training Services,2013-09-01,2014-06-30,0,11100,11100,Community College of Philadelphia
920489,92048905,MAYORS OFFICE COMMUNITY SRV.,FINANTA,Community Services,Community Lending Instit,2013-07-01,2014-06-30,0,0,0,FINANTA
MPXX14000066,MPXX14000066,MAYORS OFFICE COMMUNITY SRV.,"Huntingdon Community Services, Inc.",Miscellaneous Order,Parenting Skills Workshop,2013-07-01,2014-06-30,0,9750,9750,"Huntingdon Community Services, Inc."
1420424,1420424,MAYORS OFFICE COMMUNITY SRV.,JEVS Human Services,General Consultant Services,Work Ready Program,2013-10-01,2014-09-30,92,7057018,3680228,JEVS Human Services
920488,92048805,MAYORS OFFICE COMMUNITY SRV.,North Phila. Financial Partnership,Community Services,Community Lending Inst,2013-07-01,2014-06-30,0,0,0,North Phila. Financial Partnership
MPXX14000074,MPXX14000074,MAYORS OFFICE COMMUNITY SRV.,Pearl Pressman Liberty Communications Group,Miscellaneous Order,Executive Summary Print,2013-07-01,2014-06-30,0,4475,4475,Pearl Pressman Liberty Communications Group
MPXX14000204,MPXX14000204,MAYORS OFFICE COMMUNITY SRV.,"Right Management, Inc",Miscellaneous Order,Staff Development,2013-09-15,2014-06-30,0,5800,5789.77,"Right Management, Inc"
1420249,1420249,MAYORS OFFICE COMMUNITY SRV.,Sage Communications Partners,General Consultant Services,Communications Strategy,2013-07-01,2014-06-30,0,50000,20384,Sage Communications Partners
MPXX14000320,MPXX14000320,MAYORS OFFICE COMMUNITY SRV.,The Pearl Group at CRW Graphics,Miscellaneous Order,Executive Summary Print,2014-01-08,2014-06-30,0,3525,3525,The Pearl Group at CRW Graphics
1120251,112025103,MAYORS OFFICE COMMUNITY SRV.,United Polish American Social Services,Community Services,Information and Referral,2013-07-01,2014-06-30,0,92017,68946,United Polish American Social Services
MPXX14000014,MPXX14000014,MAYORS OFFICE COMMUNITY SRV.,"University of Pennsylvania, Trustees of the",Miscellaneous Order,FEC Program Evaluation,2013-07-01,2014-06-30,0,20000,19999,"University of Pennsylvania, Trustees of the"
1420425,1420425,MAYORS OFFICE COMMUNITY SRV.,Urban Affairs Coalition,General Consultant Services,Tax Preparation Sites,2014-01-01,2014-06-30,0,150000,150000,Urban Affairs Coalition
920517,92051703,OFFICE OF ARTS & CULTURE,Masayuki Nagase,Performing Artists-Public Art,% for arts Venice Island,2014-01-01,2014-06-30,0,0,0,Masayuki Nagase
1120142,112014203,OFFICE OF ARTS & CULTURE,Philadelphia Cultural Fund Inc.,General Consultant Services,Consulting Services,2013-07-01,2014-06-30,0,1840000,1840000,Philadelphia Cultural Fund Inc.
1120143,112014303,OFFICE OF ARTS & CULTURE,Philadelphia Industrial Development Corporation,General Consultant Services,Consulting Services,2013-07-01,2014-06-30,0,390800,390800,Philadelphia Industrial Development Corporation
1220385,122038501,OFFICE OF ARTS & CULTURE,Tristin Lowe,Performing Artists-Public Art,% for Art Bomb/SWAT/K-9,2014-01-01,2014-09-30,92,0,0,Tristin Lowe
1320651,132065101,OFFICE OF BH-MR SERVICES,"90 Cafferty Road Operating Company, LP",Behavioral Health-MR Services,IDS Interim Care,2013-07-01,2014-06-30,0,500000,472944.78,"90 Cafferty Road Operating Company, LP"
1220330,122033002,OFFICE OF BH-MR SERVICES,"Achara Consulting, Inc.",General Consultant Services,BH System Transformation,2013-07-01,2014-06-30,0,114000,27425,"Achara Consulting, Inc."
1320515,132051501,OFFICE OF BH-MR SERVICES,Albert Einstein Medical Center,Behavioral Health-MR Services,MH Comm. Residential Serv,2013-07-01,2014-06-30,0,5599231,0,Albert Einstein Medical Center
1320543,132054301,OFFICE OF BH-MR SERVICES,Bancroft Neurohealth,Behavioral Health-MR Services,IDS Interim Care Servicee,2013-07-01,2014-06-30,0,1000000,723186.3,Bancroft Neurohealth
1320589,132058902,OFFICE OF BH-MR SERVICES,CBH - Community Behavioral Health,Behavioral Health-MR Services,Behavioral Health Service,2014-01-01,2014-12-31,184,900000000,82902,CBH - Community Behavioral Health
1120501,112050104,OFFICE OF BH-MR SERVICES,"Casa de Consejeria y Salud Integral, Inc.",Behavioral Health-MR Services,Community Coalition Init.,2013-07-01,2014-06-30,0,88750,46329.43,"Casa de Consejeria y Salud Integral, Inc."
1320623,132062301,OFFICE OF BH-MR SERVICES,Catholic Social Serv-Divine Prov Village,Behavioral Health-MR Services,IDS Residential Services,2013-07-01,2014-06-30,0,55072,0,Catholic Social Serv-Divine Prov Village
1320506,132050601,OFFICE OF BH-MR SERVICES,Catholic Social Services,Behavioral Health-MR Services,Drug and Alcohol Services,2013-07-01,2014-06-30,0,444549,0,Catholic Social Services
MPXX14000220,MPXX14000220,OFFICE OF BH-MR SERVICES,Centre County Mental Health/Mental Retardation-Drug &Alcohol,Miscellaneous Order,MENTAL HEALTH SERVICES,2013-07-01,2014-06-30,0,12500,4867.5,Centre County Mental Health/Mental Retardation-Drug &Alcohol
1320688,132068801,OFFICE OF BH-MR SERVICES,Community Anti-Drug Coalitions of America,General Consultant Services,Tech Asst & Training Serv,2013-07-01,2014-06-30,0,70000,66500,Community Anti-Drug Coalitions of America
1320507,132050701,OFFICE OF BH-MR SERVICES,Defender Association of Philadelphia,Legal Services,Drug and Alcohol Services,2013-07-01,2014-06-30,0,324000,0,Defender Association of Philadelphia
1320542,132054201,OFFICE OF BH-MR SERVICES,Devereux Foundation,Behavioral Health-MR Services,IDS Interim Caare Service,2013-07-01,2014-06-30,0,1228467,927938.62,Devereux Foundation
1220308,122030802,OFFICE OF BH-MR SERVICES,"Dorrington & Saunders, LLC",General Consultant Services,LGBTQ Serv Transformation,2013-07-01,2014-06-30,0,54264,1200,"Dorrington & Saunders, LLC"
1320611,132061101,OFFICE OF BH-MR SERVICES,Elwyn,Behavioral Health-MR Services,IDS Interim Care Services,2013-07-01,2014-06-30,0,313000,294463.89,Elwyn
1320516,132051601,OFFICE OF BH-MR SERVICES,InVision Customized Services,Behavioral Health-MR Services,MH Comm. Residential Serv,2013-07-01,2014-06-30,0,241052,228999,InVision Customized Services
1220399,122039902,OFFICE OF BH-MR SERVICES,Joel S. Hurwitz,General Consultant Services,IDS Quality Assurance Ser,2013-07-01,2014-06-30,0,29000,0,Joel S. Hurwitz
1120504,112050404,OFFICE OF BH-MR SERVICES,Juvenile Justice Center of Philadelphia,Behavioral Health-MR Services,Community Coalition Init.,2013-07-01,2014-06-30,0,88750,41816.01,Juvenile Justice Center of Philadelphia
MPXX14000133,MPXX14000133,OFFICE OF BH-MR SERVICES,"Karen Lee Demerlis, Esquire",Miscellaneous Order,MENTAL HEALTH SERVICES,2013-07-01,2014-06-30,0,30000,29533,"Karen Lee Demerlis, Esquire"
1320122,132012201,OFFICE OF BH-MR SERVICES,"Kesher-a-Kesher, Inc.",General Consultant Services,Tech. Asst. & Evaluation,2013-07-01,2014-06-30,0,60000,59732,"Kesher-a-Kesher, Inc."
MPXX14000224,MPXX14000224,OFFICE OF BH-MR SERVICES,Law Office of Michelle Conner,Miscellaneous Order,MENTAL HEALTH SERVICES,2013-07-01,2014-06-30,0,32000,0,Law Office of Michelle Conner
1120505,112050504,OFFICE OF BH-MR SERVICES,Lutheran Children and Family Service of Eastern PA,Behavioral Health-MR Services,Community Coalition Init.,2013-07-01,2014-06-30,0,88750,37355.2,Lutheran Children and Family Service of Eastern PA
1320738,132073801,OFFICE OF BH-MR SERVICES,Lynch Homes Montgomery County Inc,Behavioral Health-MR Services,IDS Interim Care Services,2013-07-01,2014-06-30,0,700000,323431.82,Lynch Homes Montgomery County Inc
1220394,122039402,OFFICE OF BH-MR SERVICES,Mary Q. Frantz,General Consultant Services,IDS Quality Assurance Ser,2013-07-01,2014-06-30,0,75000,23125,Mary Q. Frantz
1320544,132054401,OFFICE OF BH-MR SERVICES,"Melmark, Inc.",Behavioral Health-MR Services,IDS Interim Care Services,2013-07-01,2014-06-30,0,250000,112862.95,"Melmark, Inc."
1320517,132051701,OFFICE OF BH-MR SERVICES,Mercy Catholic Medical Center,Behavioral Health-MR Services,MH Emergency Services,2013-07-01,2014-06-30,0,689023,654572,Mercy Catholic Medical Center
MPXX14000162,MPXX14000162,OFFICE OF BH-MR SERVICES,Montgomery County -Pennsylvania,Miscellaneous Order,MENTAL HEALTH SERVICES,2013-07-01,2014-06-30,0,32000,8250,Montgomery County -Pennsylvania
1220328,122032802,OFFICE OF BH-MR SERVICES,"Patricia A. Griffin, Ph.D.",General Consultant Services,BH &Criminal JusticeCoord,2013-07-01,2014-06-30,0,90000,47850,"Patricia A. Griffin, Ph.D."
1220331,122033102,OFFICE OF BH-MR SERVICES,"Paul E. Poplawski, Ph.D., LLC",General Consultant Services,BH System Transformation,2013-07-01,2014-06-30,0,114000,81500,"Paul E. Poplawski, Ph.D., LLC"
1120234,112023403,OFFICE OF BH-MR SERVICES,"Performance Plus International, Inc",General Consultant Services,Leadership Training,2013-07-01,2014-06-30,0,258173,48949.48,"Performance Plus International, Inc"
1320510,132051001,OFFICE OF BH-MR SERVICES,Phila Health & Education Corp dba Drexel Univ Coll of Med,Behavioral Health-MR Services,Drug and Alcohol Services,2013-07-01,2014-06-30,0,53358,15015,Phila Health & Education Corp dba Drexel Univ Coll of Med
1320509,132050901,OFFICE OF BH-MR SERVICES,Philadelphia  FIGHT,Behavioral Health-MR Services,Drug and Alcohol Services,2013-07-01,2014-06-30,0,71730,68144,Philadelphia  FIGHT
1320519,132051901,OFFICE OF BH-MR SERVICES,Philadelphia Corp For Aging,Behavioral Health-MR Services,Mental Health Services,2013-07-01,2014-06-30,0,63483,60309,Philadelphia Corp For Aging
1320626,132062601,OFFICE OF BH-MR SERVICES,Public Health Management Corporation,Behavioral Health-MR Services,Drug and Alcohol Services,2013-10-01,2014-09-30,92,371889,0,Public Health Management Corporation
1220404,122040402,OFFICE OF BH-MR SERVICES,"Resilient Business Solutions, LLC",Computer and Information Svcs,Database Architecture Svs,2013-07-01,2014-06-30,0,555000,550995,"Resilient Business Solutions, LLC"
1220405,122040502,OFFICE OF BH-MR SERVICES,"Resilient Business Solutions, LLC",Computer and Information Svcs,Database/Sys Admin M&S,2013-07-01,2014-06-30,0,255000,212722.5,"Resilient Business Solutions, LLC"
1220233,122023302,OFFICE OF BH-MR SERVICES,"Richard W. Gladstone, LLC",General Consultant Services,MH Residential Svs Coord.,2013-07-01,2014-06-30,0,60750,40533.75,"Richard W. Gladstone, LLC"
1220398,122039802,OFFICE OF BH-MR SERVICES,Robert S. Mirel,General Consultant Services,IDS System Supports,2013-07-01,2014-06-30,0,96000,50687.5,Robert S. Mirel
1320652,132065201,OFFICE OF BH-MR SERVICES,Rosehill School,Behavioral Health-MR Services,IDS Interim Care,2013-07-01,2014-06-30,0,175000,163870.4,Rosehill School
1320562,132056201,OFFICE OF BH-MR SERVICES,Royer Greaves School for the Blind,Behavioral Health-MR Services,IDS Interim Care Services,2013-07-01,2014-06-30,0,276000,230128.14,Royer Greaves School for the Blind
1120196,112019603,OFFICE OF BH-MR SERVICES,Southeast Asian Mutual  Assistance  Assn,Behavioral Health-MR Services,Community Coalition Init.,2013-07-01,2014-06-30,0,40000,36835,Southeast Asian Mutual  Assistance  Assn
1220289,122028902,OFFICE OF BH-MR SERVICES,"Susan B. Spencer, Inc",General Consultant Services,BH & HIV Service Coord.,2013-07-01,2014-06-30,0,15000,4000,"Susan B. Spencer, Inc"
1320520,132052001,OFFICE OF BH-MR SERVICES,Temple University Hospital,Behavioral Health-MR Services,MH Crisis Response Center,2013-07-01,2014-06-30,0,311505,0,Temple University Hospital
1320422,132042201,OFFICE OF BH-MR SERVICES,Thomas Jefferson University,Behavioral Health-MR Services,IDS Early Intervention,2013-07-01,2014-06-30,0,214279,159435.52,Thomas Jefferson University
1320511,132051102,OFFICE OF BH-MR SERVICES,Thomas Jefferson University,Behavioral Health-MR Services,Drug and Alcohol Services,2013-07-01,2014-06-30,0,210144,210144,Thomas Jefferson University
1320512,132051202,OFFICE OF BH-MR SERVICES,Thomas Jefferson University,Behavioral Health-MR Services,Drug and Alcohol Services,2013-07-01,2014-06-30,0,288267,288167,Thomas Jefferson University
1120275,112027503,OFFICE OF BH-MR SERVICES,UNITARY,Behavioral Health-MR Services,EIP FFS Unitary 2,2013-07-01,2014-06-30,0,3000000,2422634.33,UNITARY
1220130,122013002,OFFICE OF BH-MR SERVICES,UNITARY,Behavioral Health-MR Services,EIP FFS Unitary 1,2013-07-01,2014-06-30,0,6000000,3793678.35,UNITARY
1320104,132010401,OFFICE OF BH-MR SERVICES,UNITARY,Behavioral Health-MR Services,MH Base Unitary,2013-07-01,2014-06-30,0,160000000,110912093.7,UNITARY
1320105,132010501,OFFICE OF BH-MR SERVICES,UNITARY,Behavioral Health-MR Services,Early Interv Unitary,2013-07-01,2014-06-30,0,10000000,5801603.23,UNITARY
1320106,132010601,OFFICE OF BH-MR SERVICES,UNITARY,Behavioral Health-MR Services,IDS Base Unitary,2013-07-01,2014-06-30,0,18000000,13574445,UNITARY
1320108,132010801,OFFICE OF BH-MR SERVICES,UNITARY,Behavioral Health-MR Services,Drug and Alcohol Unitary,2013-07-01,2014-06-30,0,60000000,36990489.55,UNITARY
1320165,132016501,OFFICE OF BH-MR SERVICES,UNITARY,Behavioral Health-MR Services,EIP FFS Unitary 3,2013-07-01,2014-06-30,0,3500000,3095441.82,UNITARY
1320657,132065701,OFFICE OF BH-MR SERVICES,"University of Pennsylvania, Trustees of the",General Consultant Services,PACTS Evaluation Team,2013-09-30,2014-09-29,91,66100,56356.04,"University of Pennsylvania, Trustees of the"
1420368,1420368,OFFICE OF BH-MR SERVICES,"Values Into Action, Inc.",Behavioral Health-MR Services,IDS Home CommHabilitation,2013-07-01,2014-06-30,0,37210,35350,"Values Into Action, Inc."
MPXX14000017,MPXX14000017,OFFICE OF BH-MR SERVICES,Warren Schloesser,Miscellaneous Order,MENTAL HEALTH SERVICES,2013-07-01,2014-06-30,0,6000,3472,Warren Schloesser
1120507,112050704,OFFICE OF BH-MR SERVICES,Women Against Abuse Inc,Behavioral Health-MR Services,Community Coalition Init.,2013-07-01,2014-06-30,0,88750,63565.95,Women Against Abuse Inc
1320609,132060901,OFFICE OF BH-MR SERVICES,"Woods Services, Inc.",Behavioral Health-MR Services,IDS Interim Care Services,2013-07-01,2014-06-30,0,5000000,4762231.07,"Woods Services, Inc."
MPXX14000134,MPXX14000134,OFFICE OF BH-MR SERVICES,"Zakia E. Moore, Esq.",Miscellaneous Order,MENTAL HEALTH SERVICES,2013-07-01,2014-06-30,0,30000,4112.5,"Zakia E. Moore, Esq."
MPXX14000069,MPXX14000069,OFFICE OF FLEET MANAGEMENT,3E Company Environmental Ecological Eng,Miscellaneous Order,Safety Data Sheets,2013-07-01,2014-06-30,0,4620,4620,3E Company Environmental Ecological Eng
MPXX14000070,MPXX14000070,OFFICE OF FLEET MANAGEMENT,Cascor Incorporated,Miscellaneous Order,Warranty Administration,2013-07-01,2014-06-30,0,30000,14264.5,Cascor Incorporated
MPXX14000206,MPXX14000206,OFFICE OF FLEET MANAGEMENT,"Ellison Group, The",Miscellaneous Order,Training & Development,2013-09-09,2014-06-30,0,24940,24940,"Ellison Group, The"
MPXX14000322,MPXX14000322,OFFICE OF FLEET MANAGEMENT,"Healthmark, Inc.",Miscellaneous Order,Medical Surveillance,2014-01-14,2014-06-30,0,15000,7093,"Healthmark, Inc."
MPXX14000192,MPXX14000192,OFFICE OF FLEET MANAGEMENT,LEA Environmental LLC,Miscellaneous Order,Health & Safety Consultin,2013-08-28,2014-06-30,0,25000,25000,LEA Environmental LLC
1420022,1420022,OFFICE OF HOUSING & COMMUNITY DEV,1260 Housing Development Corporation,Housing & Economic Development,RENTAL ASSISTANCE,2013-07-01,2014-06-30,0,305500,173377,1260 Housing Development Corporation
1420097,1420097,OFFICE OF HOUSING & COMMUNITY DEV,ActionAIDS Incorporated,Housing & Economic Development,TBRA and Housing Counsel.,2013-07-01,2014-06-30,0,549617,501106,ActionAIDS Incorporated
1420098,1420098,OFFICE OF HOUSING & COMMUNITY DEV,ActionAIDS Incorporated,Housing & Economic Development,Housing First TBRA,2014-04-01,2015-03-31,274,274465,39901,ActionAIDS Incorporated
1420285,1420285,OFFICE OF HOUSING & COMMUNITY DEV,Affordable Housing Centers of Pennsylvania,Housing & Economic Development,HOUSING COUNSELING,2013-08-01,2014-07-31,31,185000,159429,Affordable Housing Centers of Pennsylvania
1420169,1420169,OFFICE OF HOUSING & COMMUNITY DEV,"Asociacion Puertorriquenos En Marcha, Inc.",Housing & Economic Development,Housing Counseling,2013-11-01,2014-10-31,123,75000,16000,"Asociacion Puertorriquenos En Marcha, Inc."
1420090,1420090,OFFICE OF HOUSING & COMMUNITY DEV,Calcutta House,Housing & Economic Development,Operating Costs,2013-07-01,2014-06-30,0,245000,243084,Calcutta House
1420016,1420016,OFFICE OF HOUSING & COMMUNITY DEV,Catholic Social Services,Housing & Economic Development,SUPPORTIVE SERVICES,2013-07-01,2014-06-30,0,323000,290858,Catholic Social Services
1420224,1420224,OFFICE OF HOUSING & COMMUNITY DEV,Ceiba Incorporated,Housing & Economic Development,Earned Income Tax Credit,2013-09-01,2014-08-31,62,25000,17353,Ceiba Incorporated
1420333,1420333,OFFICE OF HOUSING & COMMUNITY DEV,Center in the Park,Housing & Economic Development,HOUSING COUNSELING,2013-10-01,2014-09-30,92,138000,70620,Center in the Park
1420157,1420157,OFFICE OF HOUSING & COMMUNITY DEV,Clarifi,Housing & Economic Development,Housing Counseling,2013-07-01,2014-06-30,0,135000,89275,Clarifi
1420158,1420158,OFFICE OF HOUSING & COMMUNITY DEV,Comhar  Inc,Housing & Economic Development,RENTAL ASSISTANCE,2013-07-01,2014-06-30,0,773000,640144,Comhar  Inc
1120218,112021803,OFFICE OF HOUSING & COMMUNITY DEV,Commonwealth of Pennsylvania Department of Treasury,Housing & Economic Development,Energy Loan Program,2013-11-01,2014-10-31,123,0,0,Commonwealth of Pennsylvania Department of Treasury
1420099,1420099,OFFICE OF HOUSING & COMMUNITY DEV,Community Design Collaborative,Housing & Economic Development,Community Planning,2013-09-01,2014-08-31,62,85000,53097,Community Design Collaborative
1420106,1420106,OFFICE OF HOUSING & COMMUNITY DEV,Community Legal Services,Housing & Economic Development,Foreclosure Hotline,2013-07-01,2014-06-30,0,570000,476315,Community Legal Services
1420107,1420107,OFFICE OF HOUSING & COMMUNITY DEV,Community Legal Services,Housing & Economic Development,Legal Counseling,2013-07-01,2014-06-30,0,450000,401427,Community Legal Services
1420094,1420094,OFFICE OF HOUSING & COMMUNITY DEV,Congreso De Latinos Unidos Inc,Housing & Economic Development,RENTAL ASSISTANCE,2013-07-01,2014-06-30,0,846397,764152,Congreso De Latinos Unidos Inc
1420375,1420375,OFFICE OF HOUSING & COMMUNITY DEV,Congreso De Latinos Unidos Inc,Housing & Economic Development,HOUSING COUNSELING,2013-10-01,2014-09-30,92,165000,106917,Congreso De Latinos Unidos Inc
1420195,1420195,OFFICE OF HOUSING & COMMUNITY DEV,Council of Spanish Speaking Organizations Inc,Housing & Economic Development,Housing Counseling,2013-11-01,2014-10-31,123,78000,39532,Council of Spanish Speaking Organizations Inc
1420075,1420075,OFFICE OF HOUSING & COMMUNITY DEV,County of Delaware,Housing & Economic Development,HOPWA Housing Subsidies,2013-07-01,2014-06-30,0,697500,479609,County of Delaware
1220156,122015602,OFFICE OF HOUSING & COMMUNITY DEV,"David P. Kelly, Appraiser",Housing & Economic Development,Appraisal Services,2013-07-01,2014-06-30,0,0,0,"David P. Kelly, Appraiser"
1420305,1420305,OFFICE OF HOUSING & COMMUNITY DEV,"Diversified Community Services, Inc",Housing & Economic Development,HOUSING COUNSELING,2013-09-01,2014-08-31,62,130000,102246,"Diversified Community Services, Inc"
1420104,142010401,OFFICE OF HOUSING & COMMUNITY DEV,Energy Coordinating Agency of Phila Inc,Housing & Economic Development,Energy Assistsance,2013-07-01,2014-06-30,0,567000,455568,Energy Coordinating Agency of Phila Inc
1420017,1420017,OFFICE OF HOUSING & COMMUNITY DEV,Family Service Association of Bucks County,Housing & Economic Development,HOPWA Housing Subsidies,2013-07-01,2014-06-30,0,398000,340224,Family Service Association of Bucks County
1420018,1420018,OFFICE OF HOUSING & COMMUNITY DEV,Family Service of Chester County,Housing & Economic Development,HOPWA Rental Assistance,2013-07-01,2014-06-30,0,160000,135570,Family Service of Chester County
1420019,1420019,OFFICE OF HOUSING & COMMUNITY DEV,Family Services,Housing & Economic Development,HOPWA Rental Assistance,2013-07-01,2014-06-30,0,110000,85414,Family Services
1220154,122015402,OFFICE OF HOUSING & COMMUNITY DEV,Fortuna & Diflumeri Realty Appraisal LTD,Housing & Economic Development,Appraisal Services,2013-07-01,2014-06-30,0,0,0,Fortuna & Diflumeri Realty Appraisal LTD
1420023,1420023,OFFICE OF HOUSING & COMMUNITY DEV,"Friends Rehabilitation Programs, Inc.",Housing & Economic Development,TRANSITIONAL HOUSING PROG,2013-07-01,2014-06-30,0,1096628,1035434,"Friends Rehabilitation Programs, Inc."
1420072,1420072,OFFICE OF HOUSING & COMMUNITY DEV,Gaudenzia Inc,Housing & Economic Development,HOPWA Housing Subsidies,2013-07-01,2014-06-30,0,123500,86798,Gaudenzia Inc
1420347,1420347,OFFICE OF HOUSING & COMMUNITY DEV,"Greater Philadelphia Asian Social Services Center, Inc.",Housing & Economic Development,Housing Counseling,2013-08-01,2014-07-31,31,105000,87415,"Greater Philadelphia Asian Social Services Center, Inc."
1420244,142024401,OFFICE OF HOUSING & COMMUNITY DEV,"Heffler, Radetich & Saitta LLP",Housing & Economic Development,Audit Services,2014-03-01,2015-02-28,243,4000,0,"Heffler, Radetich & Saitta LLP"
1420349,1420349,OFFICE OF HOUSING & COMMUNITY DEV,Hispanic Assoc of Contractors & Enterprises Inc,Housing & Economic Development,Housing Counseling,2013-11-01,2014-10-31,123,239000,0,Hispanic Assoc of Contractors & Enterprises Inc
1420465,1420465,OFFICE OF HOUSING & COMMUNITY DEV,Homeownership Counseling Assoc. of the Delaware Valley,Housing & Economic Development,Financial Literacy Coord,2014-03-01,2015-02-28,243,22000,0,Homeownership Counseling Assoc. of the Delaware Valley
1420092,1420092,OFFICE OF HOUSING & COMMUNITY DEV,Impact Services Corporation,Housing & Economic Development,Building Material Exchang,2013-07-01,2014-06-30,0,283000,75995,Impact Services Corporation
1420281,1420281,OFFICE OF HOUSING & COMMUNITY DEV,Intercommunity Action Inc,Housing & Economic Development,Housing Counseling,2013-07-01,2014-06-30,0,100000,67779,Intercommunity Action Inc
1420257,1420257,OFFICE OF HOUSING & COMMUNITY DEV,Intercultural Family Services Inc,Housing & Economic Development,Housing Counseling,2013-07-01,2014-06-30,0,114000,104668,Intercultural Family Services Inc
1420095,1420095,OFFICE OF HOUSING & COMMUNITY DEV,Keystone Hospice,Housing & Economic Development,OPERATING COSTS,2013-07-01,2014-06-30,0,165000,151250,Keystone Hospice
1420356,1420356,OFFICE OF HOUSING & COMMUNITY DEV,Korean Community Development Services Center,Housing & Economic Development,Housing Counseling,2013-11-01,2014-10-31,123,75000,52796,Korean Community Development Services Center
1420177,1420177,OFFICE OF HOUSING & COMMUNITY DEV,"Liberty Resources, Inc.",Housing & Economic Development,HOUSING COUNSELING,2013-07-01,2014-06-30,0,118000,77000,"Liberty Resources, Inc."
1420100,1420100,OFFICE OF HOUSING & COMMUNITY DEV,Mazzoni Center,Housing & Economic Development,TBRA Rental Assistance,2013-07-01,2014-06-30,0,1127520,952241,Mazzoni Center
