original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short desc,start_dt,end_dt,days_remaining,contract_amount,tot_payments,orig_vendor
1220328,122032801,Office Of Bh-mr Services,"Patricia A. Griffin, Ph.D.",General Consultant Services,BH &Criminal JusticeCoord,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,100000,64085,
1220331,122033101,Office Of Bh-mr Services,"Paul E. Poplawski, Ph.D., LLC",General Consultant Services,BH System Transformation ,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,120000,,
1120234,112023402,Office Of Bh-mr Services,"Performance Plus International, Inc",General Consultant Services,Leadership Training,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,251648,251648,
1220312,122031201,Office Of Bh-mr Services,"Performance Plus International, Inc",General Consultant Services,BH Training for Comm Coal,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,10000,10000,
1320510,1320510,Office Of Bh-mr Services,Phila Health & Education Corp Dba Drexel Univ Coll Of Med   ,Behavioral Health-MR Services,Drug and Alcohol Services,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,106716,26679,Phila Health & Education Corp dba Drexel Univ Coll of Med   
1320529,1320529,Office Of Bh-mr Services,Phila Health & Education Corp Dba Drexel Univ Coll Of Med   ,Behavioral Health-MR Services,Healing Hurt People,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,399972,357220,Phila Health & Education Corp dba Drexel Univ Coll of Med   
1320509,1320509,Office Of Bh-mr Services,Philadelphia  Fight,Behavioral Health-MR Services,Drug and Alcohol Services,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,71730,68144,Philadelphia  FIGHT
1320519,1320519,Office Of Bh-mr Services,Philadelphia Corp For Aging,Behavioral Health-MR Services,Mental Health Services,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,63483,60309,Philadelphia Corp For Aging
1320626,1320626,Office Of Bh-mr Services,Public Health Management Corporation,Behavioral Health-MR Services,Drug and Alcohol Services,2012-10-01T00:00:00Z,2013-09-30T00:00:00Z,92,402960,91886,Public Health Management Corporation
1220404,122040401,Office Of Bh-mr Services,"Resilient Business Solutions, LLC",Computer and Information Svcs,Database Architecture Svs,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,555000,16267,
1220405,122040501,Office Of Bh-mr Services,"Resilient Business Solutions, LLC",Computer and Information Svcs,Database/Sys Admin M&S,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,255000,89100,
1220233,122023301,Office Of Bh-mr Services,Richard W. Gladstone ,General Consultant Services,MH Residential Svs Coord.,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,64800,58253,Richard W. Gladstone 
1220398,122039801,Office Of Bh-mr Services,Robert S. Mirel,General Consultant Services,IDS System Supports,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,96000,70344,Robert S. Mirel
1320652,1320652,Office Of Bh-mr Services,Rosehill School,Behavioral Health-MR Services,IDS Interim Care ,2013-02-01T00:00:00Z,2013-06-30T00:00:00Z,0,75000,67344,Rosehill School
1320562,1320562,Office Of Bh-mr Services,Royer Greaves School For The Blind     ,Behavioral Health-MR Services,IDS Interim Care Services,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,464499,283175,Royer Greaves School for the Blind     
1120196,112019602,Office Of Bh-mr Services,Southeast Asian Mutual  Assistance  Assn,Behavioral Health-MR Services,Community Coalition Init,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,40000,36416,Southeast Asian Mutual  Assistance  Assn
1220289,122028901,Office Of Bh-mr Services,"Susan B. Spencer, Inc",General Consultant Services,BH & HIV Service Coord.,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,18000,11965,
1320422,1320422,Office Of Bh-mr Services,Thomas Jefferson University ,Behavioral Health-MR Services,IDS Early Intervention,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,214326,192797,Thomas Jefferson University 
1320511,1320511,Office Of Bh-mr Services,Thomas Jefferson University ,Behavioral Health-MR Services,Drug and Alcohol Services,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,210144,210064,Thomas Jefferson University 
1320512,1320512,Office Of Bh-mr Services,Thomas Jefferson University ,Behavioral Health-MR Services,Drug and Alcohol Services,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,384355,187696,Thomas Jefferson University 
1120275,112027502,Office Of Bh-mr Services,Unitary,Behavioral Health-MR Services,EIP FFS Unitary 2,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,3000000,2104075,UNITARY
1220130,122013001,Office Of Bh-mr Services,Unitary,Behavioral Health-MR Services,EIP FFS Unitary 1,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,7000000,3925202,UNITARY
1320104,1320104,Office Of Bh-mr Services,Unitary,Behavioral Health-MR Services,MH Base Unitary,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,1.6E8,120270341,UNITARY
1320105,1320105,Office Of Bh-mr Services,Unitary,Behavioral Health-MR Services,Early Interv Unitary ,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,1.2E7,5613324,UNITARY
1320106,1320106,Office Of Bh-mr Services,Unitary,Behavioral Health-MR Services,IDS Base Unitary,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,1.7E7,13000122,UNITARY
1320108,1320108,Office Of Bh-mr Services,Unitary,Behavioral Health-MR Services,Drug and Alcohol Unitary,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,6.0E7,38704838,UNITARY
1320165,1320165,Office Of Bh-mr Services,Unitary,Behavioral Health-MR Services,EIP FFS Unitary 3,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,3000000,2213204,UNITARY
MPXX13000031,MPXX13000031,Office Of Bh-mr Services,Warren Schloesser,Miscellaneous Order,Mental Health Services,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,5000,3752,Warren Schloesser
1220418,122041801,Office Of Bh-mr Services,West Phila Community Mental Health Dba The Consortium Inc.,Behavioral Health-MR Services,BH Disparities-Outpatient,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,121421,106976,West Phila Community Mental Health dba The Consortium Inc.
1120507,112050702,Office Of Bh-mr Services,Women Against Abuse Inc,Behavioral Health-MR Services,Community Coalition Init.,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,100000,89438,Women Against Abuse Inc
1320609,1320609,Office Of Bh-mr Services,"Woods Services, Inc.",Behavioral Health-MR Services,IDS Interim Care Services,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,3600000,792579,
MPXX13000054,MPXX13000054,Office Of Fleet Management,3e Company Environmental Ecological Eng,Miscellaneous Order,Safety Data Sheets,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,4620,4620,3E Company Environmental Ecological Eng
1020240,102024005,Office Of Fleet Management,Cascor Incorporated,General Consultant Services,Warranty Administration,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,35000,28383,Cascor Incorporated
MPXX13000274,MPXX13000274,Office Of Fleet Management,"Ellison Group, The",Miscellaneous Order,Succession Planning,2013-01-22T14:32:58Z,2013-06-30T00:00:00Z,0,15200,3628,
MPXX13000176,MPXX13000176,Office Of Fleet Management,"Healthmark, Inc.",Miscellaneous Order,Medical Surveillance,2012-09-05T14:51:59Z,2013-06-30T00:00:00Z,0,15000,4502,
MPXX13000033,MPXX13000033,Office Of Fleet Management,Lea Environmental LLC,Miscellaneous Order,Health & Safety Consultin,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,25000,18360,LEA Environmental LLC
1320317,1320317,Office Of Housing & Community Dev,1260 Housing Development Corporation,Housing & Economic Development,Rental Assistance,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,305500,232018,1260 Housing Development Corporation
1320090,1320090,Office Of Housing & Community Dev,Actionaids Incorporated,Housing & Economic Development,HOPWA TBRA & Housing Cns.,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,562000,465078,ActionAIDS Incorporated
1320091,1320091,Office Of Housing & Community Dev,Actionaids Incorporated,Housing & Economic Development,HOPWA Employment Training,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,65000,59623,ActionAIDS Incorporated
1320092,1320092,Office Of Housing & Community Dev,Actionaids Incorporated,Housing & Economic Development,HOPWA Housing First TBRA,2013-04-01T00:00:00Z,2014-03-31T00:00:00Z,274,375000,52640,ActionAIDS Incorporated
1320339,1320339,Office Of Housing & Community Dev,Affordable Housing Centers Of Pennsylvania,Housing & Economic Development,HOUSING COUNSELING,2012-08-01T00:00:00Z,2013-07-31T00:00:00Z,31,184500,142444,Affordable Housing Centers of Pennsylvania
1320340,1320340,Office Of Housing & Community Dev,Asociacion De Puertorriquenos En Marcha,Housing & Economic Development,Housing Counseling,2012-11-01T00:00:00Z,2013-10-31T00:00:00Z,123,72675,43750,Asociacion De Puertorriquenos En Marcha
1320073,132007302,Office Of Housing & Community Dev,Calcutta House,Housing & Economic Development,Supportive Services,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,320000,314921,Calcutta House
1320596,1320596,Office Of Housing & Community Dev,Carolyn R. Brown,Housing & Economic Development,Foreclosure Prevention,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,184,55000,23788,Carolyn R. Brown
1320072,1320072,Office Of Housing & Community Dev,Catholic Social Services,Housing & Economic Development,SUPPORTIVE SERVICES,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,323000,312365,Catholic Social Services
1320341,1320341,Office Of Housing & Community Dev,Ceiba Incorporated,Housing & Economic Development,Housing Counseling,2012-11-01T00:00:00Z,2013-10-31T00:00:00Z,123,259000,126717,Ceiba Incorporated
1320454,1320454,Office Of Housing & Community Dev,Center In The Park,Housing & Economic Development,Housing Counseling,2012-10-01T00:00:00Z,2013-09-30T00:00:00Z,92,100750,63386,Center in the Park
1320526,1320526,Office Of Housing & Community Dev,Clarifi,Housing & Economic Development,Housing Counseling,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,135000,116831,Clarifi
1320074,1320074,Office Of Housing & Community Dev,Comhar  Inc,Housing & Economic Development,HOPWA RENTAL ASSISTANCE,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,886630,664601,Comhar  Inc
1320098,1320098,Office Of Housing & Community Dev,Community Design Collaborative,Housing & Economic Development,Community Planning,2012-09-01T00:00:00Z,2013-08-31T00:00:00Z,62,80000,52385,Community Design Collaborative
1320350,1320350,Office Of Housing & Community Dev,Community Legal Services,Housing & Economic Development,Foreclosure Hotline,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,570000,458820,Community Legal Services
1320424,1320424,Office Of Housing & Community Dev,Community Legal Services,Housing & Economic Development,Legal Counseling,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,350000,262234,Community Legal Services
1320164,1320164,Office Of Housing & Community Dev,Congreso De Latinos Unidos Inc,Housing & Economic Development,Rental assistance,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,834000,718523,Congreso De Latinos Unidos Inc
1320342,1320342,Office Of Housing & Community Dev,Congreso De Latinos Unidos Inc,Housing & Economic Development,Housing Counseling,2012-10-01T00:00:00Z,2013-09-30T00:00:00Z,92,165000,109041,Congreso De Latinos Unidos Inc
1320075,1320075,Office Of Housing & Community Dev,County Of Delaware,Housing & Economic Development,HOPWA Housing Subsidies,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,757500,599427,County of Delaware
1220156,122015601,Office Of Housing & Community Dev,"David P. Kelly, Appraiser",Housing & Economic Development,Property Appraisals,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,5000,5000,
1320455,1320455,Office Of Housing & Community Dev,"Diversified Community Services, Inc ",Housing & Economic Development,Housing Counseling,2012-09-01T00:00:00Z,2013-08-31T00:00:00Z,62,130000,31599,
1220528,122052801,Office Of Housing & Community Dev,Energy Coordinating Agency Of Phila Inc,Housing & Economic Development,EnergyWorks Program,2012-06-01T00:00:00Z,2013-09-30T00:00:00Z,92,1252315,1151348,Energy Coordinating Agency of Phila Inc
1320306,1320306,Office Of Housing & Community Dev,Energy Coordinating Agency Of Phila Inc,Housing & Economic Development,Energy Assistance,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,522000,489241,Energy Coordinating Agency of Phila Inc
1320076,1320076,Office Of Housing & Community Dev,Family Service Association Of Bucks County,Housing & Economic Development,HOPWA Housing Subsidies,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,398000,347869,Family Service Association of Bucks County
1320077,1320077,Office Of Housing & Community Dev,Family Service Of Chester County,Housing & Economic Development,HOPWA Rental Assistance,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,160000,139907,Family Service of Chester County
1320078,1320078,Office Of Housing & Community Dev,Family Services ,Housing & Economic Development,HOPWA Rental Assistance,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,110000,90300,Family Services 
1220154,122015401,Office Of Housing & Community Dev,Fortuna & Diflumeri Realty Appraisal Ltd,Housing & Economic Development,Property Appraisals,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,5000,0,Fortuna & Diflumeri Realty Appraisal LTD
1220095,122009501,Office Of Housing & Community Dev,"Friends Rehabilitation Programs, Inc.",Housing & Economic Development,TRANSITIONAL HOUSING PROG,2011-07-01T00:00:00Z,2013-07-31T00:00:00Z,31,1105478,0,
1320109,1320109,Office Of Housing & Community Dev,"Friends Rehabilitation Programs, Inc.",Housing & Economic Development,TRANSITIONAL HOUSING PROG,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,1096628,201053,
1320079,1320079,Office Of Housing & Community Dev,Gaudenzia Inc,Housing & Economic Development,HOPWA Housing Subsidies,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,123500,123500,Gaudenzia Inc
1320343,1320343,Office Of Housing & Community Dev,Hispanic Assoc Of Contractors & Enterprises Inc,Housing & Economic Development,Housing Counseling,2012-11-01T00:00:00Z,2013-10-31T00:00:00Z,123,238450,145601,Hispanic Assoc of Contractors & Enterprises Inc
1320082,1320082,Office Of Housing & Community Dev,Impact Services Corporation,Housing & Economic Development,Building Mat'l Exchange,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,283000,121716,Impact Services Corporation
1320174,1320174,Office Of Housing & Community Dev,Intercommunity Action Inc,Housing & Economic Development,Housing Counseling ,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,50000,42568,Intercommunity Action Inc
1320173,1320173,Office Of Housing & Community Dev,Intercultural Family Services Inc,Housing & Economic Development,Housing Counseling,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,114000,104505,Intercultural Family Services Inc
1220153,122015301,Office Of Housing & Community Dev,"John Ciminera &  Company, LLC",Housing & Economic Development,Property Appraisals,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,5000,5000,
1320069,1320069,Office Of Housing & Community Dev,Keystone Hospice,Housing & Economic Development,Operating Costs,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,165000,151250,Keystone Hospice
1320348,1320348,Office Of Housing & Community Dev,Korean Community Development Services Center,Housing & Economic Development,Housing Counseling,2012-11-01T00:00:00Z,2013-10-31T00:00:00Z,123,135000,88924,Korean Community Development Services Center
1320548,1320548,Office Of Housing & Community Dev,"Liberty Resources, Inc.",Housing & Economic Development,HOUSING COUNSELING CONTRA,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,52250,4354,
1020507,102050703,Office Of Housing & Community Dev,Local Initiatives Support Corporation,Housing & Economic Development,Recoverable Grant Program,2012-10-01T00:00:00Z,2013-09-30T00:00:00Z,92,0,0,Local Initiatives Support Corporation
1120541,112054101,Office Of Housing & Community Dev,Local Initiatives Support Corporation,Housing & Economic Development,Technical Assistance,2012-05-01T00:00:00Z,2013-04-30T00:00:00Z,0,0,0,Local Initiatives Support Corporation
1120475,112047503,Office Of Housing & Community Dev,Myers Diana T & Associates,Housing & Economic Development,Technical Assistance,2013-03-01T00:00:00Z,2013-09-30T00:00:00Z,92,52600,0,MYERS DIANA T & ASSOCIATES
1320070,1320070,Office Of Housing & Community Dev,Mazzoni Center,Housing & Economic Development,Rental Assistance,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,1212520,1068383,Mazzoni Center
1320345,1320345,Office Of Housing & Community Dev,Mount Airy U.S.A.,Housing & Economic Development,Housing Counseling,2012-09-01T00:00:00Z,2013-08-31T00:00:00Z,62,68500,56845,Mount Airy U.S.A.
1220540,122054001,Office Of Housing & Community Dev,New Kensington Community Development Corp,Housing & Economic Development,DCED Funded Elm Street,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,0,0,New Kensington Community Development Corp
1320552,1320552,Office Of Housing & Community Dev,New Kensington Community Development Corp,Housing & Economic Development,Housing Counseling,2012-10-01T00:00:00Z,2013-09-30T00:00:00Z,92,284000,195672,New Kensington Community Development Corp
1320446,1320446,Office Of Housing & Community Dev,"Northwest Counseling Service, Inc.",Housing & Economic Development,Housing Counseling,2012-08-01T00:00:00Z,2013-07-31T00:00:00Z,31,310000,95172,
1320670,1320670,Office Of Housing & Community Dev,Osvaldo Aviles,Housing & Economic Development,Spanish Translation Svs,2013-02-01T00:00:00Z,2014-01-31T00:00:00Z,215,10000,330,Osvaldo Aviles
1320102,132010201,Office Of Housing & Community Dev,Pennsylvania Community Real Estate Corporation,Housing & Economic Development,HOPWA RENTAL ASSISTANCE,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,3195000,3042000,Pennsylvania Community Real Estate Corporation
1320163,1320163,Office Of Housing & Community Dev,Pennsylvania Community Real Estate Corporation,Housing & Economic Development,Housing Counseling,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,277400,183162,Pennsylvania Community Real Estate Corporation
1320071,1320071,Office Of Housing & Community Dev,Pennsylvania Horticultural Society,Housing & Economic Development,Managment of Vacant Land,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,2767000,2151070,Pennsylvania Horticultural Society
1320193,1320193,Office Of Housing & Community Dev,Pennsylvania Horticultural Society,Housing & Economic Development,Open Space Revitalization,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,350000,308965,Pennsylvania Horticultural Society
1320694,1320694,Office Of Housing & Community Dev,Phila Chinatown Dev Corp,Housing & Economic Development,EasternTowerCommunity Ctr,2013-04-01T00:00:00Z,2014-03-31T00:00:00Z,274,50000,0,Phila Chinatown Dev Corp
1320522,1320522,Office Of Housing & Community Dev,Philadelphia Association Of Community Development Corps,Housing & Economic Development,Technical Assistance,2012-09-01T00:00:00Z,2013-08-31T00:00:00Z,62,100000,60500,Philadelphia Association of Community Development Corps
1320216,1320216,Office Of Housing & Community Dev,Philadelphia Council For Community Advancement,Housing & Economic Development,Housing Counseling,2012-09-01T00:00:00Z,2013-08-31T00:00:00Z,62,311334,257948,Philadelphia Council For Community Advancement
1020243,102024303,Office Of Housing & Community Dev,Philadelphia Housing Development Corporation,Housing & Economic Development,Program Services,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,0,556717,Philadelphia Housing Development Corporation
1120160,112016002,Office Of Housing & Community Dev,Philadelphia Housing Development Corporation,Housing & Economic Development,Program Services,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,0,524975,Philadelphia Housing Development Corporation
1220129,122012901,Office Of Housing & Community Dev,Philadelphia Housing Development Corporation,Housing & Economic Development,Program Services,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,4000000,1394353,Philadelphia Housing Development Corporation
1320211,1320211,Office Of Housing & Community Dev,Philadelphia Housing Development Corporation,Housing & Economic Development,Operating Costs,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,8000000,3180792,Philadelphia Housing Development Corporation
1320212,1320212,Office Of Housing & Community Dev,Philadelphia Housing Development Corporation,Housing & Economic Development,Program Services,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,1.5E7,8157858,Philadelphia Housing Development Corporation
1320594,1320594,Office Of Housing & Community Dev,Philadelphia Housing Development Corporation,Housing & Economic Development,Settlement Assistance Pro,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,184,500000,47100,Philadelphia Housing Development Corporation
1320298,1320298,Office Of Housing & Community Dev,Philadelphia Neighborhood Housing Services,Housing & Economic Development,Rehab and TA Assistance,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,110000,100000,Philadelphia Neighborhood Housing Services
1320356,1320356,Office Of Housing & Community Dev,Philadelphia Neighborhood Housing Services,Housing & Economic Development,PNHS Program Services,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,100000,41671,Philadelphia Neighborhood Housing Services
1320344,1320344,Office Of Housing & Community Dev,Philadelphia Senior Center,Housing & Economic Development,Housing Counseling,2012-09-01T00:00:00Z,2013-08-31T00:00:00Z,62,50250,36862,Philadelphia Senior Center
1320521,1320521,Office Of Housing & Community Dev,Philadelphia Vip,Housing & Economic Development,Vacancy Prevention Servic,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,100000,88245,Philadelphia VIP
1320178,1320178,Office Of Housing & Community Dev,Philadelphia Youth For Change Charter School,Housing & Economic Development,Job Training,2012-09-01T00:00:00Z,2013-08-31T00:00:00Z,62,300000,196622,Philadelphia Youth for Change Charter School
1220464,122046401,Office Of Housing & Community Dev,Preservation Alliance For Greater Philadelphia,Housing & Economic Development,CDC Support Services & TA,2013-02-01T00:00:00Z,2013-06-30T00:00:00Z,0,25000,0,Preservation Alliance for Greater Philadelphia
1320080,1320080,Office Of Housing & Community Dev,Public Health Management Corporation,Housing & Economic Development,AIDS Housing/Info/Refer.,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,154000,134185,Public Health Management Corporation
1320527,1320527,Office Of Housing & Community Dev,Public Health Management Corporation,Housing & Economic Development,Emergency Payments,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,185916,138041,Public Health Management Corporation
1220532,122053201,Office Of Housing & Community Dev,Reape Jeffers & Associates,Housing & Economic Development,Appraisal Services,2013-04-01T00:00:00Z,2014-03-31T00:00:00Z,274,0,0,Reape Jeffers & Associates
1020207,102020703,Office Of Housing & Community Dev,Redevelopment Authority Of The City Of Philadelphia,Housing & Economic Development,RDA Program Services,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,0,1384920,Redevelopment Authority of the City of Philadelphia
1120176,112017602,Office Of Housing & Community Dev,Redevelopment Authority Of The City Of Philadelphia,Housing & Economic Development,RDA Program Services,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,0,3750461,Redevelopment Authority of the City of Philadelphia
1220132,122013201,Office Of Housing & Community Dev,Redevelopment Authority Of The City Of Philadelphia,Housing & Economic Development,RDA Program Services,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,0,11119244,Redevelopment Authority of the City of Philadelphia
1220471,122047101,Office Of Housing & Community Dev,Redevelopment Authority Of The City Of Philadelphia,Human Services Department,ELM STREET PROGRAM,2013-01-01T00:00:00Z,2013-12-31T00:00:00Z,184,237000,42424,Redevelopment Authority of the City of Philadelphia
1320400,1320400,Office Of Housing & Community Dev,Redevelopment Authority Of The City Of Philadelphia,Housing & Economic Development,RDA Program Services,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,4.0E7,0,Redevelopment Authority of the City of Philadelphia
1320401,1320401,Office Of Housing & Community Dev,Redevelopment Authority Of The City Of Philadelphia,Housing & Economic Development,RDA Administrative Servic,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,1.1E7,5205059,Redevelopment Authority of the City of Philadelphia
1320402,1320402,Office Of Housing & Community Dev,Redevelopment Authority Of The City Of Philadelphia,Housing & Economic Development,NAC Rapid Payments ,2012-10-01T00:00:00Z,2013-09-30T00:00:00Z,92,1220000,847384,Redevelopment Authority of the City of Philadelphia
1320658,1320658,Office Of Housing & Community Dev,Redevelopment Authority Of The City Of Philadelphia,Housing & Economic Development,RDA CDBG FLOAT LOAN,2013-04-01T00:00:00Z,2014-03-31T00:00:00Z,274,1.5E7,0,Redevelopment Authority of the City of Philadelphia
1320124,1320124,Office Of Housing & Community Dev,Resources For Human Development Inc,Housing & Economic Development,TRANSITIONAL HOUSING PROG,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,369553,267474,Resources for Human Development Inc
1220155,122015501,Office Of Housing & Community Dev,"Robert Ludwig, Inc.",Housing & Economic Development,Property Appraisals,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,5000,5000,
MPXX13000300,MPXX13000300,Office Of Housing & Community Dev,Robert Lukens,Miscellaneous Order,TA/Training/Counseling,2013-02-01T00:00:00Z,2013-06-30T00:00:00Z,0,8000,6500,Robert Lukens
1320346,1320346,Office Of Housing & Community Dev,Southwest Community Development Corporation,Housing & Economic Development,Housing Counseling,2012-09-01T00:00:00Z,2013-08-31T00:00:00Z,62,128000,91342,Southwest Community Development Corporation
1320081,1320081,Office Of Housing & Community Dev,The Non-profit Housing Dev. Corporation Of Penn.,Housing & Economic Development,HOPWA Housing Subsidies,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,198815,181713,The Non-Profit Housing Dev. Corporation of Penn.
1320172,1320172,Office Of Housing & Community Dev,The Partnership Cdc,Housing & Economic Development,Housing Counseling ,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,114000,102970,The Partnership CDC
1120117,112011702,Office Of Housing & Community Dev,Tiger Productions,Housing & Economic Development,Communication Services,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,70000,48705,Tiger Productions
1320217,1320217,Office Of Housing & Community Dev,Unemployment Information Center,Housing & Economic Development,Housing Counseling,2012-10-01T00:00:00Z,2013-09-30T00:00:00Z,92,385437,293344,Unemployment Information Center
1320176,1320176,Office Of Housing & Community Dev,United Communities Southeast Phila,Housing & Economic Development,Housing Counseling ,2012-08-01T00:00:00Z,2013-07-31T00:00:00Z,31,152475,119496,United Communities Southeast Phila
1320376,1320376,Office Of Housing & Community Dev,Urban Affairs Coalition,Housing & Economic Development,Anti- Predatory Loans,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,60000,51435,Urban Affairs Coalition
1320456,1320456,Office Of Housing & Community Dev,Urban Affairs Coalition,Housing & Economic Development,Financial Literacy,2012-11-01T00:00:00Z,2013-10-31T00:00:00Z,123,48000,28234,Urban Affairs Coalition
1320661,1320661,Office Of Housing & Community Dev,Urban Affairs Coalition,Housing & Economic Development,Technical Assistance,2013-03-01T00:00:00Z,2014-02-28T00:00:00Z,243,150000,0,Urban Affairs Coalition
1320177,1320177,Office Of Housing & Community Dev,Urban League Of Philadelphia,Housing & Economic Development,Housing Counseling,2012-08-01T00:00:00Z,2013-07-31T00:00:00Z,31,225000,142413,Urban League of Philadelphia
1320175,1320175,Office Of Housing & Community Dev,Utility Emergency Services Fund,Housing & Economic Development,Energy Assistance Program,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,1070000,729229,Utility Emergency Services Fund
1320347,1320347,Office Of Housing & Community Dev,West Oak Lane Community Development Corporation,Housing & Economic Development,Housing Counseling,2012-10-01T00:00:00Z,2013-09-30T00:00:00Z,92,154000,80222,West Oak Lane Community Development Corporation
1320243,1320243,Office Of Property Assessments,Camins Associates,General Consultant Services,Chief Appraiser,2012-07-01T00:00:00Z,2013-06-30T00:00:00Z,0,60000,38500,Camins Associates
1320486,1320486,Office Of Property Assessments,"Community Marketing Concepts, Inc.",General Consultant Services,Reassessment Outreach,2012-09-01T00:00:00Z,2013-08-31T00:00:00Z,62,59100,16306,
