original_contract_id,current_item_id,department_name,vendor,contract_structure_type,short desc,start_dt,end_dt,days_remaining, amt , tot_payments ,orig_vendor,exempt_status,adv_or_exempt,profit_status
MPXX15000066,MPXX15000066,OFFICE OF FLEET MANAGEMENT,Cascor Incorporated,Miscellaneous Order,Warranty Administration,7/1/14,6/30/15,91," 30,000.00 "," 9,034.21 ",Cascor Incorporated,102,EXEMPT,For Profit
MPXX15000257,MPXX15000257,OFFICE OF FLEET MANAGEMENT,"Healthmark, Inc.",Miscellaneous Order,Medical Surveillance,11/12/14,6/30/15,91," 15,000.00 "," 9,621.00 ","Healthmark, Inc.",102,EXEMPT,For Profit
MPXX15000258,MPXX15000258,OFFICE OF FLEET MANAGEMENT,LEA Environmental LLC,Miscellaneous Order,Health & Safety Consiltin,11/12/14,6/30/15,91," 25,000.00 "," 9,600.00 ",LEA Environmental LLC,102,EXEMPT,For Profit
1520057,1520057,OFFICE OF HOUSING & COMMUNITY DEV,1260 Housing Development Corporation,Housing & Economic Development,RENTAL ASSISTANCE,7/1/14,6/30/15,91," 305,500.00 "," 167,648.00 ",1260 Housing Development Corporation,09,EXEMPT,Non Profit
1420098,1420098,OFFICE OF HOUSING & COMMUNITY DEV,ActionAIDS Incorporated,Housing & Economic Development,Housing First TBRA,4/1/14,3/31/15,0," 274,465.00 "," 219,900.00 ",ActionAIDS Incorporated,09,EXEMPT,Non Profit
1520067,1520067,OFFICE OF HOUSING & COMMUNITY DEV,ActionAIDS Incorporated,Housing & Economic Development,TBRA and Housing Counsel.,7/1/14,6/30/15,91," 450,000.00 "," 326,323.00 ",ActionAIDS Incorporated,09,EXEMPT,Non Profit
1520285,1520285,OFFICE OF HOUSING & COMMUNITY DEV,Affordable Housing Centers of Pennsylvania,Housing & Economic Development,HOUSING COUNSELING,8/1/14,7/31/15,122," 185,000.00 "," 87,445.00 ",Affordable Housing Centers of Pennsylvania,09,EXEMPT,Non Profit
1520178,1520178,OFFICE OF HOUSING & COMMUNITY DEV,"Asociacion Puertorriquenos En Marcha, Inc.",Housing & Economic Development,Housing Counseling,11/1/14,10/31/15,214," 75,000.00 ", -   ,"Asociacion Puertorriquenos En Marcha, Inc.",09,EXEMPT,Non Profit
1520333,1520333,OFFICE OF HOUSING & COMMUNITY DEV,Calcutta House,Housing & Economic Development,OPERATING COSTS,7/1/14,6/30/15,91," 292,350.00 "," 214,996.00 ",Calcutta House,09,EXEMPT,Non Profit
1520058,1520058,OFFICE OF HOUSING & COMMUNITY DEV,Catholic Social Services,Housing & Economic Development,SUPPORTIVE SERVICES,7/1/14,6/30/15,91," 323,000.00 "," 157,132.00 ",Catholic Social Services,09,EXEMPT,Non Profit
1520174,1520174,OFFICE OF HOUSING & COMMUNITY DEV,Ceiba Incorporated,Housing & Economic Development,Earned Income Tax Credit,9/1/14,8/31/15,153," 25,000.00 "," 14,719.00 ",Ceiba Incorporated,09,EXEMPT,Non Profit
1520365,1520365,OFFICE OF HOUSING & COMMUNITY DEV,Center in the Park,Housing & Economic Development,Housing Counseling,10/1/14,9/30/15,183," 138,000.00 "," 53,134.00 ",Center in the Park,09,EXEMPT,Non Profit
1520128,1520128,OFFICE OF HOUSING & COMMUNITY DEV,Clarifi,Housing & Economic Development,Housing Counseling,7/1/14,6/30/15,91," 135,000.00 "," 91,795.00 ",Clarifi,09,EXEMPT,Non Profit
1520299,1520299,OFFICE OF HOUSING & COMMUNITY DEV,Comhar  Inc,Housing & Economic Development,RENTAL ASSISTANCE,7/1/14,6/30/15,91," 773,000.00 "," 400,209.00 ",Comhar  Inc,09,EXEMPT,Non Profit
1120218,112021804,OFFICE OF HOUSING & COMMUNITY DEV,Commonwealth of Pennsylvania Department of Treasury,Housing & Economic Development,Energy Loan Program,11/1/14,10/31/15,214, -   , -   ,Commonwealth of Pennsylvania Department of Treasury,08,EXEMPT,Non Profit
1520069,1520069,OFFICE OF HOUSING & COMMUNITY DEV,Community Design Collaborative,Housing & Economic Development,Community Planning,9/1/14,8/31/15,153," 80,000.00 "," 22,459.00 ",Community Design Collaborative,09,EXEMPT,Non Profit
1520125,1520125,OFFICE OF HOUSING & COMMUNITY DEV,Community Legal Services,Housing & Economic Development,Foreclosure Hotline,7/1/14,6/30/15,91," 570,000.00 "," 427,401.00 ",Community Legal Services,09,EXEMPT,Non Profit
1520126,1520126,OFFICE OF HOUSING & COMMUNITY DEV,Community Legal Services,Housing & Economic Development,Legal Assistance,7/1/14,6/30/15,91," 450,000.00 "," 271,854.00 ",Community Legal Services,09,EXEMPT,Non Profit
1520159,1520159,OFFICE OF HOUSING & COMMUNITY DEV,Congreso De Latinos Unidos Inc,Housing & Economic Development,RENTAL ASSISTANCE,7/1/14,6/30/15,91," 816,397.00 "," 532,537.00 ",Congreso De Latinos Unidos Inc,09,EXEMPT,Non Profit
1520334,1520334,OFFICE OF HOUSING & COMMUNITY DEV,Congreso De Latinos Unidos Inc,Housing & Economic Development,HOUSING COUNSELING,10/1/14,9/30/15,183," 165,000.00 "," 47,331.00 ",Congreso De Latinos Unidos Inc,09,EXEMPT,Non Profit
1520175,1520175,OFFICE OF HOUSING & COMMUNITY DEV,Council of Spanish Speaking Organizations Inc,Housing & Economic Development,Housing Counseling,11/1/14,10/31/15,214," 78,000.00 "," 21,504.00 ",Council of Spanish Speaking Organizations Inc,09,EXEMPT,Non Profit
1520059,1520059,OFFICE OF HOUSING & COMMUNITY DEV,County of Delaware,Housing & Economic Development,HOPWA Housing Subsidies,7/1/14,6/30/15,91," 697,500.00 "," 317,723.00 ",County of Delaware,08,EXEMPT,Non Profit
1520361,1520361,OFFICE OF HOUSING & COMMUNITY DEV,"Diversified Community Services, Inc",Housing & Economic Development,Housing Counseling,9/1/14,8/31/15,153," 130,000.00 "," 63,124.00 ","Diversified Community Services, Inc",09,EXEMPT,Non Profit
1520188,1520188,OFFICE OF HOUSING & COMMUNITY DEV,Energy Coordinating Agency of Phila Inc,Housing & Economic Development,Energy Assistance,7/1/14,6/30/15,91," 532,000.00 "," 386,581.00 ",Energy Coordinating Agency of Phila Inc,09,EXEMPT,Non Profit
1520060,1520060,OFFICE OF HOUSING & COMMUNITY DEV,Family Service Association of Bucks County,Housing & Economic Development,HOPWA Housing Subsidies,7/1/14,6/30/15,91," 398,000.00 "," 254,231.00 ",Family Service Association of Bucks County,09,EXEMPT,Non Profit
1520061,1520061,OFFICE OF HOUSING & COMMUNITY DEV,Family Service of Chester County,Housing & Economic Development,HOPWA Rental Assistance,7/1/14,6/30/15,91," 160,000.00 "," 101,575.00 ",Family Service of Chester County,09,EXEMPT,Non Profit
1520062,1520062,OFFICE OF HOUSING & COMMUNITY DEV,Family Services,Housing & Economic Development,HOPWA Rental Assistance,7/1/14,6/30/15,91," 110,000.00 "," 69,224.00 ",Family Services,09,EXEMPT,Non Profit
1220154,122015403,OFFICE OF HOUSING & COMMUNITY DEV,Fortuna & Diflumeri Realty Appraisal LTD,Housing & Economic Development,Appraisal Services,7/1/14,6/30/15,91, -   , -   ,Fortuna & Diflumeri Realty Appraisal LTD,01,ADVERTISED,For Profit
1520140,1520140,OFFICE OF HOUSING & COMMUNITY DEV,"Friends Rehabilitation Programs, Inc.",Housing & Economic Development,TRANSITIONAL HOUSING PROG,7/1/14,6/30/15,91," 1,096,628.00 "," 717,589.00 ","Friends Rehabilitation Programs, Inc.",09,EXEMPT,Non Profit
1520063,1520063,OFFICE OF HOUSING & COMMUNITY DEV,Gaudenzia Inc,Housing & Economic Development,HOPWA Housing Subsidies,7/1/14,6/30/15,91," 123,500.00 "," 71,845.00 ",Gaudenzia Inc,09,EXEMPT,Non Profit
1520185,1520185,OFFICE OF HOUSING & COMMUNITY DEV,"Greater Philadelphia Asian Social Services Center, Inc.",Housing & Economic Development,Housing Counseling,8/1/14,7/31/15,122," 105,000.00 "," 52,503.00 ","Greater Philadelphia Asian Social Services Center, Inc.",09,EXEMPT,Non Profit
1420244,142024401,OFFICE OF HOUSING & COMMUNITY DEV,"Heffler, Radetich & Saitta LLP",Housing & Economic Development,Audit Services,3/1/14,2/28/15,0," 4,000.00 "," 4,000.00 ","Heffler, Radetich & Saitta LLP",01,ADVERTISED,For Profit
1520328,1520328,OFFICE OF HOUSING & COMMUNITY DEV,Hispanic Assoc of Contractors & Enterprises,Housing & Economic Development,HOUSING COUNSELING,11/1/14,10/31/15,214," 239,000.00 ", -   ,Hispanic Assoc of Contractors & Enterprises,09,EXEMPT,Non Profit
1420465,1420465,OFFICE OF HOUSING & COMMUNITY DEV,Homeownership Counseling Assoc. of the Delaware Valley,Housing & Economic Development,Financial Literacy Coord,3/1/14,2/28/15,0," 22,000.00 ", -   ,Homeownership Counseling Assoc. of the Delaware Valley,01,ADVERTISED,Non Profit
1420465,142046501,OFFICE OF HOUSING & COMMUNITY DEV,Homeownership Counseling Assoc. of the Delaware Valley,Housing & Economic Development,Financial Literacy,3/1/15,2/28/16,334," 7,333.00 "," 2,934.41 ",Homeownership Counseling Assoc. of the Delaware Valley,01,ADVERTISED,Non Profit
1520248,1520248,OFFICE OF HOUSING & COMMUNITY DEV,Impact Services Corporation,Housing & Economic Development,Building Material Exchang,7/1/14,6/30/15,91," 300,000.00 "," 55,549.00 ",Impact Services Corporation,09,EXEMPT,Non Profit
1520182,1520182,OFFICE OF HOUSING & COMMUNITY DEV,Intercommunity Action Inc,Housing & Economic Development,Housing Counseling,7/1/14,6/30/15,91," 100,000.00 ", -   ,Intercommunity Action Inc,09,EXEMPT,Non Profit
1520181,1520181,OFFICE OF HOUSING & COMMUNITY DEV,Intercultural Family Services Inc,Housing & Economic Development,Housing Counseling,7/1/14,6/30/15,91," 114,000.00 "," 76,237.00 ",Intercultural Family Services Inc,09,EXEMPT,Non Profit
1520100,1520100,OFFICE OF HOUSING & COMMUNITY DEV,Keystone Hospice,Housing & Economic Development,OPERATING COSTS,7/1/14,6/30/15,91," 165,000.00 "," 110,000.00 ",Keystone Hospice,09,EXEMPT,Non Profit
1520191,1520191,OFFICE OF HOUSING & COMMUNITY DEV,Korean Community Development Services Center,Housing & Economic Development,Housing Counseling,11/1/14,10/31/15,214," 75,000.00 "," 33,465.00 ",Korean Community Development Services Center,09,EXEMPT,Non Profit
1520324,1520324,OFFICE OF HOUSING & COMMUNITY DEV,"Liberty Resources, Inc.",Housing & Economic Development,Housing Counseling,7/1/14,6/30/15,91," 118,000.00 "," 68,831.00 ","Liberty Resources, Inc.",09,EXEMPT,Non Profit
1520070,1520070,OFFICE OF HOUSING & COMMUNITY DEV,Mazzoni Center,Housing & Economic Development,TBRA Rental Assistance,7/1/14,6/30/15,91," 1,127,520.00 "," 661,477.00 ",Mazzoni Center,09,EXEMPT,Non Profit
1520186,1520186,OFFICE OF HOUSING & COMMUNITY DEV,Mount Airy U.S.A.,Housing & Economic Development,Housing Counseling,9/1/14,8/31/15,153," 118,000.00 "," 76,133.00 ",Mount Airy U.S.A.,09,EXEMPT,Non Profit
1420408,142040801,OFFICE OF HOUSING & COMMUNITY DEV,New Kensington Community Development Corp,Housing & Economic Development,Elm Street Services,7/1/14,6/30/15,91, -   , -   ,New Kensington Community Development Corp,09,EXEMPT,Non Profit
1520173,1520173,OFFICE OF HOUSING & COMMUNITY DEV,New Kensington Community Development Corp,Housing & Economic Development,Housing Counseling,10/1/14,9/30/15,183," 313,000.00 "," 91,535.00 ",New Kensington Community Development Corp,09,EXEMPT,Non Profit
1520176,1520176,OFFICE OF HOUSING & COMMUNITY DEV,Norris Square Community Alliance,Housing & Economic Development,Housing Counseling,11/1/14,10/31/15,214," 78,000.00 "," 24,396.00 ",Norris Square Community Alliance,09,EXEMPT,Non Profit
1520389,1520389,OFFICE OF HOUSING & COMMUNITY DEV,"Northwest Counseling Service, Inc.",Housing & Economic Development,Housing Counseling,8/1/14,7/31/15,122," 310,000.00 "," 158,982.00 ","Northwest Counseling Service, Inc.",09,EXEMPT,Non Profit
1520408,1520408,OFFICE OF HOUSING & COMMUNITY DEV,"Northwest Counseling Service, Inc.",Housing & Economic Development,Training/Housing Counseli,1/1/15,12/31/15,275," 31,900.00 ", -   ,"Northwest Counseling Service, Inc.",09,EXEMPT,Non Profit
1520177,1520177,OFFICE OF HOUSING & COMMUNITY DEV,"Nueva Esperanza, Inc.",Housing & Economic Development,Housing Counseling,11/1/14,10/31/15,214," 103,000.00 "," 24,940.00 ","Nueva Esperanza, Inc.",09,EXEMPT,Non Profit
1320670,132067001,OFFICE OF HOUSING & COMMUNITY DEV,Osvaldo Aviles,Housing & Economic Development,Translation Services,2/1/14,1/31/15,0," 10,000.00 ", -   ,Osvaldo Aviles,07,EXEMPT,For Profit
1320670,132067002,OFFICE OF HOUSING & COMMUNITY DEV,Osvaldo Aviles,Housing & Economic Development,Translation Services,2/1/15,1/31/16,306," 10,000.00 ", -   ,Osvaldo Aviles,07,EXEMPT,For Profit
1520064,1520064,OFFICE OF HOUSING & COMMUNITY DEV,Pennsylvania Community Real Estate Corporation,Housing & Economic Development,HOPWA RENTAL ASSISTANCE,7/1/14,6/30/15,91," 3,149,730.00 "," 2,305,736.00 ",Pennsylvania Community Real Estate Corporation,09,EXEMPT,Non Profit
1520247,1520247,OFFICE OF HOUSING & COMMUNITY DEV,Pennsylvania Community Real Estate Corporation,Housing & Economic Development,Housing Counseling,7/1/14,6/30/15,91," 278,000.00 "," 207,332.00 ",Pennsylvania Community Real Estate Corporation,09,EXEMPT,Non Profit
1520071,152007101,OFFICE OF HOUSING & COMMUNITY DEV,Pennsylvania Horticultural Society,Housing & Economic Development,Managment of Vacant Land,7/1/14,6/30/15,91," 2,817,000.00 "," 1,495,156.00 ",Pennsylvania Horticultural Society,09,EXEMPT,Non Profit
1520110,1520110,OFFICE OF HOUSING & COMMUNITY DEV,Pennsylvania Horticultural Society,Housing & Economic Development,Open Space Revitilization,7/1/14,6/30/15,91," 350,000.00 "," 186,351.00 ",Pennsylvania Horticultural Society,09,EXEMPT,Non Profit
1520364,1520364,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Association of Community Development Corps,Housing & Economic Development,Capacity Building for CDC,7/1/14,6/30/15,91," 100,000.00 "," 45,287.00 ",Philadelphia Association of Community Development Corps,09,EXEMPT,Non Profit
1520359,1520359,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Council For Community Advancement,Housing & Economic Development,Housing Counseling,9/1/14,8/31/15,153," 312,000.00 "," 190,593.00 ",Philadelphia Council For Community Advancement,09,EXEMPT,Non Profit
1220129,122012903,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,Program Services,7/1/14,6/30/15,91, -   ," 125,093.00 ",Philadelphia Housing Development Corporation,08,EXEMPT,Non Profit
1320212,132021202,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,Program Services,7/1/14,6/30/15,91, -   , -   ,Philadelphia Housing Development Corporation,08,EXEMPT,Non Profit
1320594,132059402,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,Homebuyer Assistance,1/1/15,12/31/15,275, -   , -   ,Philadelphia Housing Development Corporation,08,EXEMPT,Non Profit
1420162,142016201,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,Program Services,7/1/14,6/30/15,91, -   ," 24,450.00 ",Philadelphia Housing Development Corporation,08,EXEMPT,Non Profit
1520119,1520119,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,Program Services,7/1/14,6/30/15,91," 15,000,000.00 "," 1,719,114.00 ",Philadelphia Housing Development Corporation,08,EXEMPT,Non Profit
1520120,1520120,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Housing Development Corporation,Housing & Economic Development,Operating costs,7/1/14,6/30/15,91," 8,000,000.00 "," 1,504,842.00 ",Philadelphia Housing Development Corporation,08,EXEMPT,Non Profit
1420471,1420471,OFFICE OF HOUSING & COMMUNITY DEV,"Philadelphia Legal Assistance Center, Inc.",Housing & Economic Development,Outreach Coordination,3/1/14,2/28/15,0," 40,000.00 ", -   ,"Philadelphia Legal Assistance Center, Inc.",01,ADVERTISED,Non Profit
1420471,142047101,OFFICE OF HOUSING & COMMUNITY DEV,"Philadelphia Legal Assistance Center, Inc.",Housing & Economic Development,Outreach Coordination,3/1/15,6/30/15,91," 13,333.00 ", -   ,"Philadelphia Legal Assistance Center, Inc.",01,ADVERTISED,Non Profit
1520189,1520189,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Senior Center,Housing & Economic Development,Housing Counseling,9/1/14,8/30/15,152," 75,000.00 "," 37,767.00 ",Philadelphia Senior Center,09,EXEMPT,Non Profit
1520127,1520127,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia VIP,Housing & Economic Development,Vacancy Prevention Servic,7/1/14,6/30/15,91," 200,000.00 "," 144,523.69 ",Philadelphia VIP,09,EXEMPT,Non Profit
1520145,1520145,OFFICE OF HOUSING & COMMUNITY DEV,Philadelphia Youth for Change Charter School,Housing & Economic Development,Job Training,9/1/14,8/30/15,152," 300,000.00 "," 125,319.00 ",Philadelphia Youth for Change Charter School,09,EXEMPT,Non Profit
1520065,1520065,OFFICE OF HOUSING & COMMUNITY DEV,Public Health Management Corporation,Housing & Economic Development,AIDS Housing/Info/Refer.,7/1/14,6/30/15,91," 123,900.00 "," 66,165.00 ",Public Health Management Corporation,09,EXEMPT,Non Profit
1520290,1520290,OFFICE OF HOUSING & COMMUNITY DEV,Public Health Management Corporation,Housing & Economic Development,EMERGENCY PAYMENTS,7/1/14,6/30/15,91," 157,000.00 "," 104,499.00 ",Public Health Management Corporation,09,EXEMPT,Non Profit
1220132,122013203,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,RDA Program Services,7/1/14,6/30/15,91, -   ," 58,150.00 ",Redevelopment Authority of the City of Philadelphia,08,EXEMPT,Non Profit
1320400,132040002,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,RDA Program Services,7/1/14,6/30/15,91, -   , -   ,Redevelopment Authority of the City of Philadelphia,08,EXEMPT,Non Profit
1320658,132065801,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,RDA Float Loan,4/1/14,3/31/15,0, -   ," 1,100,000.00 ",Redevelopment Authority of the City of Philadelphia,08,EXEMPT,Non Profit
1420289,142028901,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,RDA Program Services,7/1/14,6/30/15,91, -   ," 3,494,752.72 ",Redevelopment Authority of the City of Philadelphia,08,EXEMPT,Non Profit
1420372,1420372,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,Elm Street Contract,4/1/14,3/31/15,0," 200,000.00 "," 33,185.00 ",Redevelopment Authority of the City of Philadelphia,08,EXEMPT,Non Profit
1520223,152022301,OFFICE OF HOUSING & COMMUNITY DEV,Redevelopment Authority of the City of Philadelphia,Housing & Economic Development,NAC/PAC Rapid Payment,10/1/14,9/30/15,183," 1,295,000.00 "," 370,316.00 ",Redevelopment Authority of the City of Philadelphia,08,EXEMPT,Non Profit
1520141,1520141,OFFICE OF HOUSING & COMMUNITY DEV,Resources for Human Development Inc,Housing & Economic Development,TRANSITIONAL HOUSING PROG,7/1/14,6/30/15,91," 369,553.00 "," 182,289.00 ",Resources for Human Development Inc,09,EXEMPT,Non Profit
MPXX15000077,MPXX15000077,OFFICE OF HOUSING & COMMUNITY DEV,Robert Lukens,Miscellaneous Order,Technical Assistance,7/1/14,6/30/15,91," 30,000.00 "," 23,700.00 ",Robert Lukens,102,EXEMPT,For Profit
1520348,1520348,OFFICE OF HOUSING & COMMUNITY DEV,Senior Law Center,Housing & Economic Development,Legal Assistance,8/1/14,7/31/15,122," 50,000.00 "," 16,432.00 ",Senior Law Center,09,EXEMPT,Non Profit
1520129,1520129,OFFICE OF HOUSING & COMMUNITY DEV,Southwest Community Development Corporation,Housing & Economic Development,Housing Counsleing,9/1/14,8/31/15,153," 128,000.00 "," 62,166.00 ",Southwest Community Development Corporation,09,EXEMPT,Non Profit
1520066,1520066,OFFICE OF HOUSING & COMMUNITY DEV,The Non-Profit Housing Dev. Corporation of Penn.,Housing & Economic Development,HOPWA Housing Subsidies,7/1/14,6/30/15,91," 158,000.00 "," 118,869.00 ",The Non-Profit Housing Dev. Corporation of Penn.,09,EXEMPT,Non Profit
1520180,1520180,OFFICE OF HOUSING & COMMUNITY DEV,The Partnership CDC,Housing & Economic Development,Housing Counseling,7/1/14,6/30/15,91," 114,000.00 "," 88,517.00 ",The Partnership CDC,09,EXEMPT,Non Profit
1420486,1420486,OFFICE OF HOUSING & COMMUNITY DEV,The Reinvestment Fund,Housing & Economic Development,Techincal Support,4/1/14,3/31/15,0," 100,000.00 "," 75,000.00 ",The Reinvestment Fund,08,EXEMPT,Non Profit
1520041,1520041,OFFICE OF HOUSING & COMMUNITY DEV,Tiger Productions,Housing & Economic Development,Design Services,7/1/14,6/30/15,91," 72,500.00 "," 48,345.00 ",Tiger Productions,01,ADVERTISED,For Profit
1420464,142046401,OFFICE OF HOUSING & COMMUNITY DEV,Unemployment Information Center,Housing & Economic Development,Outreach,3/1/14,2/28/15,0," 50,000.00 ", -   ,Unemployment Information Center,01,ADVERTISED,Non Profit
1520337,1520337,OFFICE OF HOUSING & COMMUNITY DEV,Unemployment Information Center,Housing & Economic Development,Housing Counsling,10/1/14,9/30/15,183," 386,000.00 "," 173,076.00 ",Unemployment Information Center,09,EXEMPT,Non Profit
1520183,1520183,OFFICE OF HOUSING & COMMUNITY DEV,United Communities Southeast Phila,Housing & Economic Development,Housing Counseling,8/1/14,7/31/15,122," 153,000.00 "," 73,316.00 ",United Communities Southeast Phila,09,EXEMPT,Non Profit
1420373,142037301,OFFICE OF HOUSING & COMMUNITY DEV,"University of Pennsylvania, Trustees of the",Housing & Economic Development,HOUSING NEEDS ASSESSMENT,11/1/14,8/31/15,153, -   , -   ,"University of Pennsylvania, Trustees of the",09,EXEMPT,Non Profit
1420352,142035201,OFFICE OF HOUSING & COMMUNITY DEV,Urban Affairs Coalition,Housing & Economic Development,Wells Fargo Agreement,10/15/14,10/14/15,197, -   , -   ,Urban Affairs Coalition,09,EXEMPT,Non Profit
1520149,1520149,OFFICE OF HOUSING & COMMUNITY DEV,Urban Affairs Coalition,Housing & Economic Development,Anti-Predatory Loans,7/1/14,6/30/15,91," 60,000.00 "," 32,337.00 ",Urban Affairs Coalition,09,EXEMPT,Non Profit
1520150,1520150,OFFICE OF HOUSING & COMMUNITY DEV,Urban Affairs Coalition,Housing & Economic Development,Earned Income Tax Credit,11/1/14,10/31/15,214," 48,000.00 "," 24,587.00 ",Urban Affairs Coalition,09,EXEMPT,Non Profit
1520184,1520184,OFFICE OF HOUSING & COMMUNITY DEV,Urban League of Philadelphia,Housing & Economic Development,Housing Counseling,8/1/14,7/31/15,122," 225,000.00 "," 143,152.00 ",Urban League of Philadelphia,09,EXEMPT,Non Profit
1520056,1520056,OFFICE OF HOUSING & COMMUNITY DEV,Utility Emergency Services Fund,Housing & Economic Development,Utility Assistance Servic,7/1/14,6/30/15,91," 1,070,000.00 "," 611,408.00 ",Utility Emergency Services Fund,09,EXEMPT,Non Profit
1520190,1520190,OFFICE OF HOUSING & COMMUNITY DEV,West Oak Lane Community Development Corporation,Housing & Economic Development,Housing Counseling,10/1/14,9/30/15,183," 154,000.00 "," 69,225.00 ",West Oak Lane Community Development Corporation,09,EXEMPT,Non Profit
MPXX15000185,MPXX15000185,OFFICE OF PROPERTY ASSESSMENTS,American Signature Associates,Miscellaneous Order,Residential Land Valuatio,7/1/14,6/30/15,91," 30,000.00 "," 15,000.00 ",American Signature Associates,102,EXEMPT,For Profit
1320243,132024302,OFFICE OF PROPERTY ASSESSMENTS,Camins Associates,General Consultant Services,Chief Appraiser,7/1/14,6/30/15,91," 60,000.00 "," 26,925.00 ",Camins Associates,01,ADVERTISED,For Profit
MPXX15000167,MPXX15000167,OFFICE OF PROPERTY ASSESSMENTS,Geraldine Dougherty Company,Miscellaneous Order,Real Estate Appraiser,8/11/14,6/30/15,91," 20,000.00 "," 2,380.50 ",Geraldine Dougherty Company,102,EXEMPT,For Profit
1320153,132015303,OFFICE OF PROPERTY ASSESSMENTS,"Linebarger Goggan Blair & Sampson, LLP",General Consultant Services,Reassessment Customer Ser,7/1/14,6/30/15,91," 500,000.00 "," 213,218.10 ","Linebarger Goggan Blair & Sampson, LLP",01,ADVERTISED,For Profit
MPXX15000265,MPXX15000265,OFFICE OF PROPERTY ASSESSMENTS,RCDH of Pennsylvania Inc. d/b/a  A.R. Hughes & Company,Miscellaneous Order,Real Estate Consultant,11/20/14,6/30/15,91," 30,000.00 "," 27,600.00 ",RCDH of Pennsylvania Inc. d/b/a  A.R. Hughes & Company,102,EXEMPT,For Profit
MPXX15000186,MPXX15000186,OFFICE OF PROPERTY ASSESSMENTS,Robert J Gloudemans,Miscellaneous Order,Mass Appraisal Assitance,7/1/14,6/30/15,91," 12,500.00 "," 12,500.00 ",Robert J Gloudemans,102,EXEMPT,For Profit
MPXX15000169,MPXX15000169,OFFICE OF PROPERTY ASSESSMENTS,"Robert Ludwig, Inc.",Miscellaneous Order,Real Estate Consultant,8/14/14,6/30/15,91," 20,000.00 "," 8,460.00 ","Robert Ludwig, Inc.",102,EXEMPT,For Profit
1320154,132015404,OFFICE OF PROPERTY ASSESSMENTS,Vanguard Direct Inc.,Computer and Information Svcs,Application Processing,9/1/14,8/31/15,153," 242,190.00 "," 22,595.78 ",Vanguard Direct Inc.,01,ADVERTISED,For Profit
1420428,1420428,OFFICE OF SUPPORTIVE HOUSING,1260 Housing Development Corporation,OESS (OSHA),CoC HOPIN II,3/1/14,2/28/15,0," 727,044.00 "," 534,689.00 ",1260 Housing Development Corporation,09,EXEMPT,Non Profit
1420591,1420591,OFFICE OF SUPPORTIVE HOUSING,1260 Housing Development Corporation,OESS (OSHA),CoC HOPIN IV,5/1/14,4/30/15,30," 400,800.00 "," 286,510.00 ",1260 Housing Development Corporation,09,EXEMPT,Non Profit
1420593,1420593,OFFICE OF SUPPORTIVE HOUSING,1260 Housing Development Corporation,OESS (OSHA),CoC Combined,6/1/14,5/31/15,61," 1,034,328.00 "," 581,606.00 ",1260 Housing Development Corporation,09,EXEMPT,Non Profit
1520307,1520307,OFFICE OF SUPPORTIVE HOUSING,1260 Housing Development Corporation,OESS (OSHA),COC HOPIN I,12/1/14,11/30/15,244," 763,572.00 "," 177,804.00 ",1260 Housing Development Corporation,09,EXEMPT,Non Profit
1520136,1520136,OFFICE OF SUPPORTIVE HOUSING,Acts Christian Transitional Services Inc,OESS (OSHA),Emerg. Hsg. Families CM,7/1/14,6/30/15,91," 1,232,000.00 "," 778,742.00 ",Acts Christian Transitional Services Inc,01,ADVERTISED,Non Profit
1520139,1520139,OFFICE OF SUPPORTIVE HOUSING,Acts Christian Transitional Services Inc,OESS (OSHA),Expanded Capacity,7/1/14,6/30/15,91," 210,324.00 "," 149,754.00 ",Acts Christian Transitional Services Inc,09,EXEMPT,Non Profit
1420577,1420577,OFFICE OF SUPPORTIVE HOUSING,"Asociacion Puertorriquenos En Marcha, Inc.",OESS (OSHA),COC APM-Esperanza,6/1/14,5/31/15,61," 97,392.00 "," 67,839.00 ","Asociacion Puertorriquenos En Marcha, Inc.",09,EXEMPT,Non Profit
