Bid_Number,Contract_Number,Contract_Description,Start_Date,End_Date,Contract_Type,Vendor_Name,Department_Name,Contract_Amount,Total_Contract_Months,Total_Transactions
S4YL6850,140024,Purchase of Big Belly Solar Compactors,20130701,20150630,SSE,BIG BELLY SOLAR INC,SS&E,490000,33,"$38,303.33"
S4Z5982S,140027,Rental of Pitney Bowes Mailing Equipment,20130701,20150630,SSE,PITNEY BOWES INC,SS&E,265301.2,36,"$23,937.98"
S4Z59850,140034,"Chain Link Fence- Repairs Only, Sch 472-01",20130701,20150630,SSE,BUSTLETON SERVICES INC,SS&E,525524,36,"$37,507.66"
S4YL4600,140035,"Georgia Pacific: Toilet Paper, Paper Towel and Dispenser",20130701,20150630,SSE,503 CORP,SS&E,272430.12,36,"$39,534.00"
S4Z60140,140036,Maintenance of Canon Plain Copier Machines and Supplies,20130701,20150630,SSE,CANON SOLUTIONS AMERICA INC,SS&E,487692,36,"$41,111.84"
S4YL473S,140037,Safe Port Vessel Traffic Information System (VTIS),20130701,20150630,SSE,OBSERVATION TECHNOLOGIES INC,SS&E,85000,36,
S4XW931S,140062,IDEXX Laboratory Supplies,20130701,20150630,SSE,IDEXX DISTRIBUTION INC,SS&E,174628,36,"$24,518.00"
T4Z59780,140078,Fire Vehicle Apparatus Replacement Parts,20130701,20150630,SSE,BAY HEAD INVESTMENTS INC,SS&E,30000.01,36,
S3YB6150,140082,"Automated Glycohemoglobin Analyzer, Supplies/Controls",20130701,20150630,SSE,BIO RAD LABORATORIES INC,SS&E,250000,36,"$20,132.00"
S4WJ796S,140085,Maintenance and Repair of Checkpoint Security Systems,20130701,20150630,SSE,3M COMPANY,SS&E,61675,36,
S4Z5983S,140183,"Maintenance, Repair and Inspection of Physio-Control Devices",20130701,20150630,SSE,PHYSIO CONTROL INC,SS&E,1743374.17,36,"$130,445.11"
S4Z59780,A40009,W CAMPBELL SUPPLY CO OF PENNA LLCBid # S4Z59780,20130701,20150630,SSE,W CAMPBELL SUPPLY CO OF PENNA LLC,SS&E,30000.01,36,
S4Z59760,C40051,Medium and Heavy Duty Truck Replacement Parts,20130701,20150630,SSE,INTERCON TRUCK EQUIPMENT CO,SS&E,30000.01,36,"$34,543.82"
T3QM2380,130108,"Bicycle Maintenance, Repair and Parts",20121101,20150630,SSE,BUSTLETON BIKES INC,SS&E,494622,36,"$4,144.71"
S3Z58280,130093,"ELECTRICAL EMERGENCY GENERATORS MAINTENANCE AND REPAIR SERVICE, SCH. 927-02",20121001,20150630,SSE,FM GENERATOR INC,SS&E,294800,33,"$4,521.58"
S2YN1940,130090,Launder/Repair Uniforms for Office of Fleet Mgt,20120726,20150630,SSE,CLEAN RENTAL SERVICES INC,SS&E,300198,36,"$14,249.00"
S2Z58250,120332,"RENTAL COACH TYPE TRANSPORTATION, SCH. 345-01",20120701,20150630,SSE,DAVID THOMAS TOURS INC,SS&E,421478,36,"$13,078.50"
S2YN1980,120347,REPAIR OF HYDROBLAST PARTS CLEANING CABINETS,20120701,20150630,SSE,CHARLES W ROMANO CO,SS&E,50001,36,"$10,403.64"
S3Z58860,130001,"Uniform Rental and Laundry Service, Sch. 75",20120701,20150630,SSE,UNIFIRST CORP,SS&E,135000,36,"$7,400.78"
S2Z58290,130032,"REFURBISHING, RETROFITTING, INSTALLATION AND REPLACEMENT PARTS FOR SAFETY VEHICLES, SCH. 990",20120701,20150630,SSE,HAVIS INC,SS&E,1300327,36,"$112,770.47"
S2YN1960,130033,COMPACTOR REPAIRS,20120701,20150630,SSE,T H C ENTERPRISES INC,SS&E,392250,33,"$6,770.81"
S3QM2390,130041,PROMEGA PRODUCTS FOR DNA ANALYSIS,20120701,20150630,SSE,PROMEGA CORP,SS&E,774856.3,36,"$19,148.40"
S2XT6960,130045,"6 x4 CAB OVER TRUCK, MOBILE CONCRETE MIXER",20120701,20150630,SSE,G L SAYRE INC,SS&E,600000,36,
S3Z58690,130046,"COUNCILMANIC  PRINTING, SCH. 114",20120701,20150630,SSE,INSTANT COPY & PRINTING CENTER INC,SS&E,381847,36,
S3XR729S,130047,CLEAN THRU EXTRACTION COLUMNS,20120701,20150630,SSE,UNITED CHEMICAL TECHNOLOGIES LLC,SS&E,80001,36,"$4,659.48"
S2Z57010,130050,Facility Maintenance,20120701,20150630,SSE,ELLIOTT LEWIS CORP,SS&E,48300209,36,"$2,996,817.89"
T3QM6370,130051,Rental of New and Used Vehicles,20120701,20150630,SSE,VEHICLE LEASING ASSOCIATES LLC,SS&E,1908650,36,"$212,333.00"
S3Z58670,130062,"Purchase, Lease/Purchase,Lease and maint of Plain Paper Copier Machines and Purchase of Supplies for those machines",20120701,20150630,SSE,RICOH AMERICAS CORP,SS&E,1290000,24,"$145,832.10"
S3YB5530,130064,LABORATORY TESTING SERVICES,20120701,20150630,SSE,QUEST DIAGNOSTICS CLINICAL LABORATORIES,SS&E,2985651.21,36,"$223,573.36"
S3YL4960,130072,ACCESS CONTROL SYS PARTS & REPAIR - PHL,20120701,20150630,SSE,SECURITY & DATA TECHNOLOGIES INC,SS&E,347900,36,
S3XT6970,130074,32 PASSENGER PRISONER BUS,20120701,20150630,SSE,WOLFINGTON BODY CO INC,SS&E,373165,36,
S3QG8349,130079,PRINTING OF MAILING ENVELOPES,20120701,20150630,SSE,ALLIED ENVELOPE COMPANY INC,SS&E,1100973.25,36,"$79,024.00"
S3YQ0530,130080,Used (Refurbished) Office / Storage ISO Containers,20120701,20150630,SSE,SEA BOX INC,SS&E,881965,36,"$8,685.00"
S3Z58810,130082,RECYCLING BINS - SCH 504,20120701,20150630,SSE,ORBIS CORP,SS&E,899000,36,"$89,700.00"
S3Z58760,A30004,TIME & PARKING CONTROLS LLCBid # S3Z58760,20120701,20150630,SSE,TIME & PARKING CONTROLS LLC,SS&E,150001,36,"$1,001.00"
S3YQ6640,A30044,LINDENMEYR MUNROEBid # S3YQ6640,20120701,20150630,SSE,LINDENMEYR MUNROE,SS&E,30001,36,
T1YB6260,B20229,BECKMAN COULTER INCBid # T1YB6260,20120701,20150630,SSE,BECKMAN COULTER INC,SS&E,240001,36,"$8,700.00"
S2QG832S,B20005,BELL & HOWELL LLCBid # S2QG832S,20111127,20150630,SSE,BELL & HOWELL LLC,SS&E,695346,36,$783.37
T2YN1900,120105,Annual Testing Inspection of Fire Aerial Apparatus,20111001,20150630,SSE,DIVERSIFIED INSPCTNS/INDEPENDENT TSTNG L,SS&E,99284,36,$650.00
S2Z57440,120107,Maintenance of Pitney Bowes Equipment;,20111001,20150630,SSE,PITNEY BOWES INC,SS&E,330971.25,33,"$13,123.79"
S2WJ7740,120130,Monthly Maintenance of Branches Library HVAC System,20111001,20150630,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,1800530,36,"$135,973.79"
S2Z57490,120138,Tree Pruning Sch 520-01,20111001,20150630,SSE,EDENS CORP,SS&E,576455,33,"$157,159.22"
S2OO2840,120157,Pipe Fittings,20111001,20150630,SSE,FERGUSON ENTERPRISES INC,SS&E,1220000,33,"$10,578.00"
S2YN1880,A20109,A & A SALES ASSOCIATES LLCBid # S2YN1880,20111001,20150630,SSE,A & A SALES ASSOCIATES LLC,SS&E,60001,33,"$18,465.44"
U1YQ8170,120087,Monthly Maint/Repair and Supply of Parts for the City Radio Towers and Antenna Systems,20110726,20150630,SSE,PRECISION TOWER SERVICES INC,SS&E,242582,36,"$11,245.50"
S2VZ3520,120006,"Installation, Test and Repair of Backflow Prevention Devices",20110701,20150630,SSE,DEVINE BROTHERS INC,SS&E,490945,36,"$31,631.67"
S2Z57450,120012,Automatic Sprinkler System Test,20110701,20150630,SSE,WAYMAN FIRE PROTECTION INC,SS&E,290850,36,
S2XN8840,120019,Printing of Laser Election Voter Admission Slips,20110701,20150630,SSE,VANGUARD DIRECT,SS&E,122500.01,36,
S2Z57470,120050,Oracle Sun Micro System Equipment Hardware Maintenance and Software Support,20110701,20150630,SSE,TRIDENT COMPUTER RESOURCES INC,SS&E,460103.39,36,
S1YN1860,120065,Repair & Safety Certification of Heavy Duty Trucks,20110701,20150630,SSE,DEL VAL INTERNATIONAL TRUCKS INC,SS&E,500206,36,"$6,009.88"
S2Z57520,120066,Boiler Service and Inspection,20110701,20150630,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,1720226.84,36,"$202,870.23"
S2Z57510,120075,"Purchase of Pharmaceutical Mgt, Supplies and Service Sch 998",20110701,20150630,SSE,SHELLYS MEDICATION SERVICES,SS&E,650000,36,"$865,372.67"
S2XL8100,120076,Integrated Predictive Maintenance Service,20110701,20150630,SSE,D ELECTRIC INC,SS&E,200912,36,"$12,798.00"
S1Z57150,110226,First Aid Kits and Refills  Sch 541,20110401,20150630,SSE,EVER READY FIRST AID & MEDICAL SUPPLY,SS&E,90001,36,"$1,243.44"
T1Z56750,110112,Maintenance of Data Processing Equipment (Mainframe Channel Attached) - Storage Tek,20100901,20150630,SSE,TRIDENT COMPUTER RESOURCES INC,SS&E,555000,36,"$12,092.16"
S1YN1790,110207,Maintenance/Repair of JBI Spray Paint Booths,20100401,20150630,SSE,CHARLES W ROMANO CO,SS&E,30001,36,"$1,225.00"
S0DA034S,110102,Maintenance of Bentley Microstation Software,20100101,20150630,SSE,BENTLEY SYSTEMS INC,SS&E,856616.8,36,"$62,769.97"
S0XZ140S,100169,Intranet Quorum (IQ) CRM Software,20090901,20150630,SSE,LOCKHEED MARTIN DESKTOP SOLUTIONS INC,SS&E,328292.08,07,"$7,474.31"
T8Z5338P,080370,DESKTOP SUPPORT SERVICES,20080401,20150630,SSE,DELL MARKETING L P,SS&E,5390000,00,"$70,173.50"
S4XL8410,140033,Emergency Repair Service: Scale Maintenance (PWD),20130801,20150731,SSE,ADVANCE SCALE COMPANY INC,SS&E,80001,36,"$1,800.00"
T3Z58420,140066,Police Dept: Custodial Services,20130801,20150731,SSE,TEAM CLEAN INC,SS&E,2602111.81,28,"$193,400.80"
T3Z59730,140074,Gas Monitor Repair Service and Parts,20130801,20150731,SSE,INSTRUMENTATION TECHNICAL SVCS INC,SS&E,163750,31,
T4YQ6760,140086,Fruit Drink,20130801,20150731,SSE,EVENT CATERERS INC,SS&E,111600,36,
T3YL498S,140097,Maintenance and Repairs for Besam Automated Entrance Equipment,20130801,20150731,SSE,ASSA ABLOY ENTRANCE SYSTEMS US INC,SS&E,220038,28,"$1,516.92"
T3YE7340,140099,Stucco Finish for Masonry Walls,20130801,20150731,SSE,NICHOLAS DELLA VECCHIA INC,SS&E,312000,36,"$34,840.64"
S4HM8190,140103,"Managing, Maintaining and Operating Sludge Barges and Transporting Sludge",20130801,20150731,SSE,HAYS TUG & LAUNCH SERVICE INC,SS&E,4545600,36,"$302,694.50"
S4WJ795S,140116,Symphony Software Annual Support,20130801,20150731,SSE,SIRSI CORP,SS&E,572219.46,35,
S4Z59960,140118,Fuel Oil,20130801,20150731,SSE,EAST RIVER ENERGY INC,SS&E,2050000,36,"$292,662.11"
T3VZ3860,130092,Silicone Roofing Repairs,20120811,20150731,SSE,WEST ROOFING SYSTEMS INC,SS&E,30001,36,
U3Z58430,130063,"BOND LINE PRINTING, SCH. 105",20120801,20150731,SSE,RIDGWAYS LLC,SS&E,87000,33,"$3,005.60"
T3XL8380,130077,"WASTEWATER BY-PRODUCT DISPOSAL AND FUEL COMPONENT OF DISPOSAL,",20120801,20150731,SSE,WASTE MANAGEMENT OF PENNSYLVANIA INC,SS&E,2390850,36,"$95,755.20"
S3Z58260,130087,Ceiling & Floor Tiles  Sch 800,20120801,20150731,SSE,CONTINENTAL FLOORING,SS&E,226766.52,32,"$97,777.76"
S2QM591S,A30094,LIFE TECHNOLOGIES CORPBid # S2QM591S,20120801,20150731,SSE,LIFE TECHNOLOGIES CORP,SS&E,523931.36,36,$79.95
S2OO2820,120128,"Meters, Parts and Supplies for : Badger, Rockwell, Kent & Hersey",20111001,20150731,SSE,SENSUS USA INC,SS&E,1000000,34,"$16,909.46"
S2Z57980,A20073,PHILADELPHIA MIXING SOLUTIONS LTDBid # S2Z57980,20111001,20150731,SSE,PHILADELPHIA MIXING SOLUTIONS LTD,SS&E,938960,34,"$101,299.00"
S2Z57550,120067,Leak and Spill Clean-Up Supplies,20110801,20150731,SSE,SAFEWARE INC,SS&E,325000,36,"$6,947.28"
S1YQ4570,120083,Montel Storage System Parts,20110801,20150731,SSE,STORAGE SYSTEMS USA INC,SS&E,71001,36,
S1QM224S,110098,CBM Image Archive System Software & Support Services,20100801,20150731,SSE,C B M ARCHIVES CO LLC,SS&E,300672.88,36,
S4Z59940,140002,Maintenance Service for Hydronic and Steam Systems,20130901,20150831,SSE,CASCADE WATER SERVICES INC,SS&E,39801,36,
S4Z59890,140017,AMS Lab Gases,20130901,20150831,SSE,PRAXAIR DISTRIBUTION MID ATLANTIC LLC,SS&E,40001,36,"$3,656.11"
S4YL6860,140021,"Bag, Paper",20130901,20150831,SSE,DANO ENTERPRISES INC,SS&E,149200,24,"$37,994.00"
S4YN3240,140064,Handheld LED Streamlight Equipment,20130901,20150831,SSE,WAREHOUSE BATTERY OUTLET INC,SS&E,36903.75,36,$388.60
S4YL4700,140100,Disposal of International Quarantined Material,20130901,20150831,SSE,AVA GROUP INC,SS&E,390400,36,"$24,450.00"
T3YQ0800,140101,Repair of Pro Spot Inverter Welders,20130901,20150831,SSE,WELDING SOLUTIONS INC,SS&E,30000.01,36,
S4Z59920,140104,Snow Clearance & Removal,20130901,20150831,SSE,SERAVALLI INC,SS&E,135150,36,
00001839,140109,SAFEWARE INCBid # 00001839,20130901,20150831,SSE,SAFEWARE INC,SS&E,500000,36,"$592,974.64"
S4YT4590,140112,Janitorial Services - Licenses & Inspections (L&I),20130901,20150831,SSE,GOLDEN INC,SS&E,52001,36,"$6,795.00"
S4Z59910,140121,Snow Removal Philadelphia International Airport,20130901,20150831,SSE,PREMIER CONCRETE INC,SS&E,3451360,36,"$547,818.75"
S4Z59930,140128,Overhead Door and Gate Maintenance,20130901,20150831,SSE,SET RITE CORP,SS&E,970794,36,"$116,505.13"
T4Z59750,140129,Anti-Freeze and Heat Transfer Fluid,20130901,20150831,SSE,CRAFT OIL CORPORATION,SS&E,314951.05,22,"$31,663.20"
S4YB030S,140136,Interstate Wide Area Network (WAN) Connectivity Services,20130901,20150831,SSE,BROADVIEW NETWORKS,SS&E,218800,36,"$19,800.00"
S4YQ0850,140139,Fleet: Gerber Omega System-Supplies,20130901,20150831,SSE,BREWERS INTERNATIONAL INC,SS&E,37000.01,34,"$2,070.24"
S4Z60150,140102,Snow Chains and Accessories,20130801,20150831,SSE,VEHICLE MAINTENANCE PROGRAM,SS&E,30000.01,34,"$84,424.97"
S3Z58730,130066,"STREET LIGHTING MAINTENANCE, SCH. 421",20120901,20150831,SSE,AMERICAN LIGHTING & SIGNALIZATION INC,SS&E,5540552,34,"$504,704.59"
S3Z58590,130070,"MICROFICHE READER/PRINTER MAINTENANCE SERVICE AND SUPPLIES, SCH. 111",20120901,20150831,SSE,F W DUTTON INC,SS&E,120001,36,$992.00
T2Z58380,130078,Security Guard Service (Armed and Unarmed) Sch 566,20120901,20150831,SSE,SCOTLANDYARD SECURITY SERVICES INC,SS&E,9912980.6,33,"$765,924.53"
U2Z5780,130085,"Bags, Paper and Plastic Sch 544",20120901,20150831,SSE,ALL AMERICAN POLY,SS&E,1359432.52,36,"$98,500.75"
S3XS9590,130091,Dauphin North America Component Chair Parts,20120901,20150831,SSE,DAUPHIN NORTH AMERICA,SS&E,280000,34,"$31,111.50"
A1Z5704L,130104,Auto and Light Truck Wash and Detailing Services  Sch 84,20120901,20150831,SSE,ALL SEASONS CAR WASH & LUBE LLC,SS&E,50000.01,24,"$1,393.50"
S3OF1990,130114,Natural Area Planting Services,20120901,20150831,SSE,ALL SEASONS LANDSCAPING CO INC,SS&E,506000,36,
S2Z57610,A20201,A M D PENNSYLVANIA LLCBid # S2Z57610,20120101,20150831,SSE,A M D PENNSYLVANIA LLC,SS&E,610993.09,32,"$85,013.65"
S2Z57660,120155,Repairs to Steam Cleaners and High Pressure Hot & Cold Washers,20111101,20150831,SSE,BROWNS EQUIPMENT & SUPPLY CO INC,SS&E,165001,34,"$7,308.80"
S2Z57650,120162,Snow Melters (Portable Only) - Philadelphia International Airport,20111101,20150831,SSE,AERO SNOW REMOVAL CORP,SS&E,7000000,34,"$3,145,479.71"
T2QM5890,120175,G.R.E.A.T (Gang Reistance Education and Training Aids,20111101,20150831,SSE,GEIGER BROS,SS&E,36001,34,
T1Z56980,120123,Purchase & Install of Telephone Hrdwre & Network Equip for City Telecom System; Purchase of Voting System Network Equipment,20110907,20150831,SSE,CORE BTS,SS&E,189355.4,34,"$118,864.73"
S2Z5763S,120092,Voting Machine Mechanics and Technician Service,20110901,20150831,SSE,ELECTEC INC,SS&E,1630001,36,
S2Z57680,120095,Gases,20110901,20150831,SSE,MATHESON TRI GAS INC,SS&E,500411.47,36,"$19,211.20"
S2XT6830,120100,"Trailer, Refuse, Rear Loading",20110901,20150831,SSE,SPECTOR MANUFACTURING INC,SS&E,310000,36,
S2YN1920,120108,Repair/Replacement Services for American LaFrance Aerial Ladder Trucks and Pumpers,20110901,20150831,SSE,W CAMPBELL SUPPLY CO OF PENNA LLC,SS&E,217460,36,"$23,415.91"
S2XR724S,120121,Enzyme Immunoassay Kits,20110901,20150831,SSE,NEOGEN CORP,SS&E,92001,36,"$1,180.80"
S2XL8160,120122,Citect Software Support for PWD,20110901,20150831,SSE,SHINGLE & GIBB CO,SS&E,252000,36,
S2Z57710,120147,Athletic Equipment/Supplies,20110901,20150831,SSE,SCHUYLKILL VALLEY SPORTS,SS&E,30001,36,"$10,877.14"
A1Z57040,A20113,GIRARD CAR WASH & DETAIL CENTER INCBid # A1Z57040,20110901,20150831,SSE,GIRARD CAR WASH & DETAIL CENTER INC,SS&E,160001,36,"$21,390.27"
S2Z57620,B20094,AMERICAN MESSAGING SERVICES LLCBid # S2Z57620,20110901,20150831,SSE,AMERICAN MESSAGING SERVICES LLC,SS&E,175001,36,"$11,178.18"
USC11017,120153,KOMPAN INCBid # USC11017,20100917,20150916,SSE,KOMPAN INC,SS&E,800000,36,
00011412,150158,A & H EQUIPMENT COBid # 00011412,20140121,20150930,SSE,A & H EQUIPMENT CO,SS&E,900000,36,
S4XS9680,140087,Prisons:  Cabinet Grade Wood,20131009,20150930,SSE,RUSSELL PLYWOOD INC,SS&E,186152.4,36,"$6,546.48"
S4Z59990,140038,"Rebuild and Replacement Parts, Tires/Tubes for City Owned Motorcycles",20131001,20150930,SSE,HARLEY DAVIDSON OF CAMDEN COUNTY,SS&E,112855,36,"$1,994.50"
S4Z60030,140061,Manhole Covers,20131001,20150930,SSE,EAST JORDAN IRON WORKS,SS&E,252992.35,36,"$13,124.80"
S4Z60020,140083,Air Conditioner and Icemaker Repairs,20131001,20150930,SSE,CHARLES W ROMANO CO,SS&E,281435,36,"$19,875.61"
S4Z59800,140096,Water Treatment Chemicals,20131001,20150930,SSE,UNIVAR USA INC,SS&E,2513959.75,12,"$4,150,473.65"
S4YN326S,140117,Repair for MSA Thermal Imaging Cameras,20131001,20150930,SSE,WITMER PUBLIC SAFETY GROUP INC,SS&E,100250,36,"$13,448.23"
S4YQ0810,140122,Maintenance and Repair of FDS (Fuel Data System) Fuel Management System,20131001,20150930,SSE,INTERNETWORK SERVICES INC,SS&E,417750,36,"$37,620.00"
T4QG8380,140123,Printing and Mailing of Various Tax Coupon Booklets,20131001,20150930,SSE,TRIANGLE SYSTEMS,SS&E,152234.3,36,"$61,280.16"
S4QG8360,140137,"Revenue:  Printing, Imaging, Inserting and Mailing of Combined Business Tax, Wage Reconciliation, School Income Tax,Earining Re",20131001,20150930,SSE,YORK IMAGING SERVICES LLC,SS&E,240752.72,33,
T4Z60200,140149,Laboratory Services -Analysis of Various Sample Types for Lead,20131001,20150930,SSE,BATTA ENVIRONMENTAL ASSOC INC,SS&E,52986.25,36,$5.00
S2VU1930,140150,JANITORIAL SERVICES-FAIRMOUNT INTERPRETIVE CENTER .,20131001,20150930,SSE,T U C S CLEANING SERVICE INC,SS&E,93680.08,21,
S4YO8220,140151,"Janitorial, Carpet Cleaning and Power Washing Services",20131001,20150930,SSE,CNC PROFESSIONAL SERVICES INC,SS&E,130337,31,"$5,607.00"
T4YN3250,140154,"Maintenance, Repair and Inspection of Stryker Devices",20131001,20150930,SSE,STRYKER MEDICAL,SS&E,497554.05,36,"$4,507.72"
T4Z59990,140155,"Rebuild and Replacement Parts, Tires/Tubes for City Owned Motorcycles",20131001,20150930,SSE,SANGINITI CYCLE INC,SS&E,32000.01,36,"$1,706.78"
T3Z59450,140158,General Automotive Repair Services,20131001,20150930,SSE,INTERNETWORK SERVICES INC,SS&E,32000.01,29,
T4Z59860,140159,"Plumbing Equipment, Repair Parts, and Maintenance Supplies",20131001,20150930,SSE,FERGUSON ENTERPRISES INC,SS&E,1800000,33,"$114,497.26"
T4Z60340,140162,Bar Screen Parts,20131001,20150930,SSE,PRUYN BEARING CO,SS&E,210000,36,"$10,526.32"
S4Z59950,140168,Vine Street Expressway and Franklintown Landscape Maintenance,20131001,20150930,SSE,MOON LANDSCAPING INC,SS&E,234870,31,"$22,195.00"
S3OO3020,130096,CORPORATION STOPS,20121001,20150930,SSE,FERGUSON ENTERPRISES INC,SS&E,1953065,33,"$249,437.50"
U3XR7260,130112,Personal Protection Supplies for Autopsies,20121001,20150930,SSE,SALAM INTERNATIONAL INC,SS&E,207001,36,"$10,099.60"
T2XT6940,130117,Marked/Unmarked Police Sedan,20121001,20150930,SSE,CHAS S WINNER INC,SS&E,4862940,36,"$1,099,762.41"
S3Z58700,130125,Repairs to Structural Concrete Leaks,20121001,20150930,SSE,ANDERSON CONSTRUTION SERVICES INC,SS&E,63693,33,
S3Z58870,130127,"Forms, Printed, Carbonless Paper, Sch 91",20121001,20150930,SSE,VANGUARD DIRECT,SS&E,565068.78,36,"$81,115.56"
T3Z58310,130149,"AIR FILTERS FOR HVAC EQUIPMENT, SCH. 2014",20121001,20150930,SSE,ENVIRONMENTAL CONSTRUCTION SERVICES INC,SS&E,30001,31,"$45,044.88"
S3YQ0550,130170,Bird Control Services,20121001,20150930,SSE,BIRD CONTROL SERVICES,SS&E,60001,36,"$3,208.00"
S3YN268S,130173,MAINTENANCE/REPAIR OF BREATHING COMPRESSORS,20121001,20150930,SSE,COMPRESSED AIR SYSTEMS INC,SS&E,630382.5,36,"$2,101.75"
S2Z57590,120185,"Forms, Printed Flat  Sch 93",20120101,20150930,SSE,VANGUARD DIRECT,SS&E,2875000,33,"$231,411.60"
S2Z57860,120206,Instrumentation Parts Sch 2008-01,20120101,20150930,SSE,PDIR INC,SS&E,182001,33,"$166,431.43"
S2Z57790,A20151,RUMSEY ELECTRIC COBid # S2Z57790,20120101,20150930,SSE,RUMSEY ELECTRIC CO,SS&E,179050,33,"$1,487.70"
S2Z57850,120192,Instrument Repair Service Sch 2008,20111201,20150930,SSE,CHARLES W ROMANO CO,SS&E,350892,36,"$7,286.65"
S2Z57870,120166,Pressure Gauges,20111101,20150930,SSE,GAGE IT INC,SS&E,123001,35,"$10,430.96"
S2TW2560,120167,Air Conditioning Equipment Services,20111101,20150930,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,455957,35,
S2Z57740,120112,Restroom Sanitation,20111001,20150930,SSE,PREMIER CLEANING SERVICES INC,SS&E,98500.66,36,
S2Z57720,120134,Soaps & Detergents,20111001,20150930,SSE,INTERLINE BRANDS INC,SS&E,950817.67,36,"$97,615.76"
S2Z57820,120140,Respirators and Breathing Apparatus  Sch 546-01,20111001,20150930,SSE,ARBILL INDUSTRIES INC,SS&E,97929.74,36,"$2,622.40"
S2YN1930,120142,Foam Fill Tire & Dismount/Removal Service,20111001,20150930,SSE,INTER CITY TIRE & AUTO CENTERS INC,SS&E,80001,36,
S2Z57750,120148,Amplifier Repair Service,20111001,20150930,SSE,AUDIO VIDEO REPAIR INC,SS&E,185100,36,
S2Z57690,120149,Pickup and Disposal of Hazardous Waste Prods  Sch 415,20111001,20150930,SSE,CLEAN VENTURE INC,SS&E,2500805,36,"$83,471.16"
S2Z57830,120150,Barricades and Cones,20111001,20150930,SSE,ATLAS FLASHER & SUPPLY CO INC,SS&E,1350486,36,"$114,352.00"
00008560,120252,EMERGING POWER INCBid # 00008560,20111001,20150930,SSE,EMERGING POWER INC,SS&E,125000,,
00007363,120165,INTERNATIONAL BUSINESS MACHINES CORPBid # 00007363,20101001,20150930,SSE,INTERNATIONAL BUSINESS MACHINES CORP,SS&E,775000,36,
00007199,B10129,DELL MARKETING L PBid # 00007199,20101001,20150930,SSE,DELL MARKETING L P,SS&E,7873000,,"$180,256.00"
S8Z54730,B86008,MCI COMMUNICATIONS SERVICES INCBid # S8Z54730,20071001,20150930,SSE,MCI COMMUNICATIONS SERVICES INC,SS&E,97860337,03,"$3,012,632.86"
S4Z60070,140115,Electrician's Tools,20131101,20151001,SSE,D L ELECTRONICS INC,SS&E,32001,36,"$5,479.11"
S4Z60040,140106,Lawn Mower Replacement Parts,20131101,20151031,SSE,CHERRY VALLEY FORD TRACTOR SALES,SS&E,30001,36,$218.38
S4XL8390,140119,Cleaning of Flocculation Tanks at the Head of the Primary Sedimentation Tanks at SWWPC Plant,20131101,20151031,SSE,MOBILE DREDGING & PUMPING CO,SS&E,198000,36,
S4Z60060,140138,Welding Services,20131101,20151031,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,59462,36,"$3,298.20"
S4Z60050,140141,Police Helicopter Maintenance,20131101,20151031,SSE,STERLING CORP,SS&E,750417.5,24,"$59,311.80"
S4Z60000,140160,Towing Services,20131101,20151031,SSE,PHILADELPHIA TOWING & TRANSPORT,SS&E,243900,35,"$44,306.63"
U3Z59360,140166,Engine and Transmission Repair,20131101,20151031,SSE,DELAWARE VALLEY TRUCK SERVICE,SS&E,198560,27,"$181,573.80"
S4Z59710,A40133,Court Reporting Services,20131101,20151031,SSE,STREHLOW & ASSOCIATES INC,SS&E,45000,31,"$36,062.24"
S3YL5320,130103,Airport: Recycling Compactor Monthly Rental and Pick-up Service,20121101,20151031,SSE,WASTE MANAGEMENT OF PENNSYLVANIA INC,SS&E,350150,36,"$30,500.00"
S3XY8170,130115,Protective Clothing for Firefighters,20121101,20151031,SSE,LION APPAREL INC,SS&E,2640552,36,"$23,030.00"
S3XN6770,130116,"PREVENTIVE MAINTENANCE, INSPECTION AND REPAIRS OF ITT FLYGT PUMPS",20121101,20151031,SSE,A C SCHULTES INC,SS&E,410000,36,"$16,525.00"
S3YN197S,130171,RNI FUEL MANAGEMENT SYSTEM SUPPLIES,20121101,20151031,SSE,ORPAK USA INC,SS&E,65001,36,
S3Z58960,130172,"ELECTRONIC COMPONENTS, SCH. 86-01",20121101,20151031,SSE,A C RADIO SUPPLY INC,SS&E,92550,36,"$1,463.22"
S3Z58990,130176,Harris (Ericsson) and Motorola Radio Parts and Supplies,20121101,20151031,SSE,R F DESIGN & INTEGRATION INC,SS&E,271390,36,"$8,484.00"
S3XL8350,130179,Repair Svc Oxygen Generation & Activated Sludge System,20121101,20151031,SSE,SOLUTIONWERKS INC,SS&E,1380740,36,"$7,670.64"
S2Z5796S,130182,SCAN Runway Information System,20121101,20151031,SSE,VAISALA INC,SS&E,78000,36,
S3Z58970,130187,"RUBBER STAMPS, SCH. 118",20121101,20151031,SSE,RODZINA INDUSTRIES INC,SS&E,60001,36,"$2,710.65"
S3Z58440,130193,"Maintenance, Repair, and Replacement of Air Compressors & Related Parts - Sch 183",20121101,20151031,SSE,CHARLES W ROMANO CO,SS&E,605730,30,"$71,468.61"
