Bid_Number,Contract_Number,Contract_Description,Start_Date,End_Date,Contract_Type,Vendor_Name,Department_Name,Contract_Amount,Total_Contract_Months,Remaining_Contract_Months,Total_Transactions
S2YN1940,130090,Launder/Repair Uniforms for Office of Fleet Mgt,20120726,20150630,SSE,CLEAN RENTAL SERVICES INC,SS&E,300198,36,12,"$10,098.00"
S2YN1960,130033,COMPACTOR REPAIRS,20120701,20150630,SSE,T H C ENTERPRISES INC,SS&E,392250,33,09,
S2YN1980,120347,REPAIR OF HYDROBLAST PARTS CLEANING CABINETS,20120701,20150630,SSE,CHARLES W ROMANO CO,SS&E,50001,36,12,
S2YN1990,120349,REPAIR OF OVERHEAD LUBE SYSTEMS,20120611,20150610,SSE,REGENT HYDRAULIC & MACHINE WORKS,SS&E,400100,36,12,"$44,411.98"
S2YN2740,120335,INFLATABLE BOATS AND OUTBOARD MOTORS,20120501,20150430,SSE,CAPE MARINE INC,SS&E,176992,36,12,
S2YN2840,120223,"Protective Footwear, Rubber Firefighter Boots",20120101,20151231,SSE,911 SAFETY EQUIPMENT LLC,SS&E,360000.01,36,00,
S2YN2880,120173,Conspace Searchcam 3000,20111201,20151130,SSE,911 SAFETY EQUIPMENT LLC,SS&E,211675,36,00,
S2YN2920,120236,"FIREFIGHTER HELMETS & ACCESSORIES,",20120201,20160131,SSE,LION APPAREL INC,SS&E,360959.75,36,00,"$57,275.75"
S2YN2970,120227,"National Foam, Universal Gold",20120101,20151231,SSE,MUNICIPAL EMERGENCY SERVICES INC,SS&E,126240,36,00,
S2YQ6480,120343,AIR CONDITIONING MAINTENANCE AND REPAIRS,20120601,20150531,SSE,DEVINE BROTHERS INC,SS&E,975001,36,12,"$65,344.69"
S2Z46350,A30485,MOTOROLA SOLUTIONS INC Bid # S2Z46350,20030201,20160131,SSE,MOTOROLA SOLUTIONS INC,SS&E,999147,12,12,
S2Z57010,130050,Facility Maintenance,20120701,20150630,SSE,ELLIOTT LEWIS CORP,SS&E,48300209,36,12,"$3,942,774.67"
S2Z57440,120107,Maintenance of Pitney Bowes Equipment;,20111001,20150630,SSE,PITNEY BOWES INC,SS&E,330971.25,33,00,"$15,338.70"
S2Z57450,120012,Automatic Sprinkler System Test,20110701,20150630,SSE,WAYMAN FIRE PROTECTION INC,SS&E,290850,36,00,
S2Z57470,120050,Oracle Sun Micro System Equipment Hardware Maintenance and Software Support,20110701,20150630,SSE,TRIDENT COMPUTER RESOURCES INC,SS&E,460103.39,36,00,
S2Z5748S,120086,IBM Software License and Support Sch 480-06,20120101,20151231,SSE,INTERNATIONAL BUSINESS MACHINES CORP,SS&E,2700000,36,00,"$173,131.10"
S2Z57490,120138,Tree Pruning Sch 520-01,20111001,20150630,SSE,EDENS CORP,SS&E,576455,33,00,"$203,583.21"
S2Z57510,120075,"Purchase of Pharmaceutical Mgt, Supplies and Service Sch 998",20110701,20150630,SSE,SHELLYS MEDICATION SERVICES,SS&E,650000,36,00,"$405,474.72"
S2Z57520,120066,Boiler Service and Inspection,20110701,20150630,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,1745226.84,36,00,"$166,215.59"
S2Z57540,120240,Sleeves and Valves,20120401,20160331,SSE,FERGUSON ENTERPRISES INC,SS&E,4224060,36,00,"$248,576.84"
S2Z57550,120067,Leak and Spill Clean-Up Supplies,20110801,20150731,SSE,SAFEWARE INC,SS&E,325000,36,00,"$7,274.28"
S2Z57570,120258,Pest Control Services Sch 410,20120201,20151031,SSE,HOME PARAMOUNT PEST CONTROL,SS&E,561968,33,00,"$72,610.00"
S2Z57590,120185,"Forms, Printed Flat  Sch 93",20120101,20150930,SSE,VANGUARD DIRECT,SS&E,2998000,33,00,"$204,876.64"
S2Z57610,A20201,A M D PENNSYLVANIA LLC Bid # S2Z57610,20120101,20150831,SSE,A M D PENNSYLVANIA LLC,SS&E,710993.09,32,00,"$85,962.94"
S2Z57620,B20094,AMERICAN MESSAGING SERVICES LLC Bid # S2Z57620,20110901,20150831,SSE,AMERICAN MESSAGING SERVICES LLC,SS&E,175001,36,00,"$10,797.10"
S2Z5763S,120092,Voting Machine Mechanics and Technician Service,20110901,20150831,SSE,ELECTEC INC,SS&E,1630001,36,00,
S2Z57650,120162,Snow Melters (Portable Only) - Philadelphia International Airport,20111101,20150831,SSE,AERO SNOW REMOVAL CORP,SS&E,7000000,34,00,
S2Z57660,120155,Repairs to Steam Cleaners and High Pressure Hot & Cold Washers,20111101,20150831,SSE,BROWNS EQUIPMENT & SUPPLY CO INC,SS&E,165001,34,00,"$2,917.35"
S2Z57670,120120,"Repair and Replacement of Hydraulic Lifts, Repair Service of Jacks, Tire Changing Machines, A/C Machines & Heavy Duty Shop Pres",20111201,20151130,SSE,REGENT HYDRAULIC & MACHINE WORKS,SS&E,750960,36,00,"$126,301.59"
S2Z57680,120095,Gases,20110901,20150831,SSE,MATHESON TRI GAS INC,SS&E,500411.47,36,00,"$12,080.56"
S2Z57690,120149,Pickup and Disposal of Hazardous Waste Prods  Sch 415,20111001,20150930,SSE,CLEAN VENTURE INC,SS&E,2525805,36,00,"$137,344.56"
S2Z57700,120239,"Tree, Trunk and Stump Removal  Sch 519-01",20120101,20151231,SSE,EDENS CORP,SS&E,1500001,33,00,"$137,977.45"
S2Z57710,120147,Athletic Equipment/Supplies,20110901,20150831,SSE,SCHUYLKILL VALLEY SPORTS,SS&E,30001,36,00,"$15,684.82"
S2Z57720,120134,Soaps & Detergents,20111001,20150930,SSE,INTERLINE BRANDS INC,SS&E,950817.67,36,00,"$142,188.66"
S2Z57740,120112,Restroom Sanitation,20111001,20150930,SSE,PREMIER CLEANING SERVICES INC,SS&E,98500.66,36,00,
S2Z57750,120148,Amplifier Repair Service,20111001,20150930,SSE,AUDIO VIDEO REPAIR INC,SS&E,185100,36,00,$130.99
S2Z5776S,120265,ESRI Software & Support Licenses Sch 480-07,20120101,20151231,SSE,ENVIRONMENTAL SYSTEMS RESEARCH INSTITUTE,SS&E,2000000,36,00,
S2Z57780,A20315,Electrical Supplies - Street Lighting  Sch 521-02,20120401,20150930,SSE,RUMSEY ELECTRIC CO,SS&E,3068033.1,30,00,"$464,048.85"
S2Z57790,A20151,RUMSEY ELECTRIC CO Bid # S2Z57790,20120101,20150930,SSE,RUMSEY ELECTRIC CO,SS&E,179050,33,00,$43.20
S2Z57810,120298,"SAFETY/FIRE SUPPLIES, SCH. 546",20120401,20151231,SSE,SENSOR & DECONTAMINATION INC,SS&E,169408.92,33,00,"$109,263.76"
S2Z57820,120140,Respirators and Breathing Apparatus  Sch 546-01,20111001,20150930,SSE,ARBILL INDUSTRIES INC,SS&E,97929.74,36,00,$721.55
S2Z57830,120150,Barricades and Cones,20111001,20150930,SSE,ATLAS FLASHER & SUPPLY CO INC,SS&E,1350486,36,00,"$155,318.86"
S2Z57850,120192,Instrument Repair Service Sch 2008,20111201,20150930,SSE,CHARLES W ROMANO CO,SS&E,350892,36,00,"$36,300.08"
S2Z57860,120206,Instrumentation Parts Sch 2008-01,20120101,20150930,SSE,PDIR INC,SS&E,182001,33,00,"$229,849.14"
S2Z57870,120166,Pressure Gauges,20111101,20150930,SSE,GAGE IT INC,SS&E,123001,35,00,"$4,407.67"
S2Z57890,B20318,CLASS ACT REPORTING LLC Bid # S2Z57890,20120501,20150430,SSE,CLASS ACT REPORTING LLC,SS&E,30001,30,06,
S2Z57900,120222,PVC Pipe and Fittings,20120201,20151031,SSE,PIPE LINE PLASTICS INC,SS&E,436340.86,33,00,"$16,639.22"
S2Z57930,120260,Plumbing and heating Repair Service Sch 901,20120201,20160131,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,411434,36,00,"$5,973.88"
S2Z57940,120168,Infield Mix,20111101,20151031,SSE,HANSON AGGREGATES BMC INC,SS&E,489200,36,00,"$17,505.06"
S2Z5796S,130182,SCAN Runway Information System,20121101,20151031,SSE,VAISALA INC,SS&E,78000,36,12,
S2Z57980,A20073,PHILADELPHIA MIXING SOLUTIONS LTD Bid # S2Z57980,20111001,20150731,SSE,PHILADELPHIA MIXING SOLUTIONS LTD,SS&E,938960,34,00,"$153,188.00"
S2Z58040,120208,JET FUEL SCH. 43-02,20120101,20151231,SSE,ARROW ENERGY INC,SS&E,472395,36,00,"$20,186.52"
S2Z58050,120271,Printing Reproduction,20120301,20151231,SSE,QUALITY LITIGATION SERVICES INC,SS&E,388438.13,34,00,"$15,048.86"
S2Z58060,120177,Concrete Recycling Sch 164-02,20120101,20151231,SSE,ROBERT T WINZINGER INC,SS&E,490395,36,00,"$12,973.47"
S2Z58090,120259,V Belts for HVAC  Sch 419,20120201,20160131,SSE,FASTENAL CO,SS&E,300599.91,36,00,"$3,630.25"
S2Z58100,120221,"Chain Link Fencing, Installation and/or Spare Parts Sch 472",20120201,20160131,SSE,NORTHEAST FENCE & IRON WORKS,SS&E,599999,36,00,"$67,444.70"
S2Z58110,120224,"CARPET CLEANING, SCH. 563",20120201,20160131,SSE,T U C S CLEANING SERVICE INC,SS&E,150000.01,36,00,$347.60
S2Z58130,120241,"Fire Hoses, Couplings and Fittings  Sch 701",20120201,20160131,SSE,MUNICIPAL EMERGENCY SERVICES INC,SS&E,424195.45,36,00,
S2Z58140,120278,"MAINTENANCE AND REPAIR OF AUTOMATIC TEMPERATURE CONTROL, SCH 2001",20120301,20160131,SSE,DEVINE BROTHERS INC,SS&E,1200075,35,00,"$230,147.23"
S2Z58150,120300,"PAINT AND RELATED SUPPLIES, SCH. 50",20120401,20160229,SSE,SHERWIN WILLIAMS CO,SS&E,2410000,35,00,"$91,950.21"
S2Z58170,120267,"Repair of Welders, Sch. 911",20120301,20160229,SSE,J A CUNNINGHAM EQUIPMENT INC,SS&E,90000.01,36,00,$378.97
S2Z58180,120234,Ladders  Sch 916,20120301,20160229,SSE,MOULTON LADDER & SUPPLY CO INC,SS&E,261264.4,36,00,
S2Z58190,120284,Safety and Identification Signs  Sch 51-01,20120401,20160331,SSE,ARBILL INDUSTRIES INC,SS&E,120000,36,00,"$6,642.93"
S2Z58210,120279,Conversion of Documents to Microfilm Sch 112,20120401,20160331,SSE,ALTERNATIVE MICROGRAPHICS INC,SS&E,397068.3,36,00,"$20,827.38"
S2Z58240,120280,"Automated Vehicle Sharing Services, Sch. 344-01",20120401,20160331,SSE,ZIPCAR,SS&E,720336,36,00,"$43,475.40"
S2Z58250,120332,"RENTAL COACH TYPE TRANSPORTATION, SCH. 345-01",20120701,20150630,SSE,DAVID THOMAS TOURS INC,SS&E,421478,36,12,"$10,070.00"
S2Z58270,120289,"BELT SPLICING, SCH. 802",20120401,20160331,SSE,PRUYN BEARING CO,SS&E,53001,36,00,
S2Z58290,130032,"REFURBISHING, RETROFITTING, INSTALLATION AND REPLACEMENT PARTS FOR SAFETY VEHICLES, SCH. 990",20120701,20150630,SSE,HAVIS INC,SS&E,1300327,36,12,"$52,877.52"
S2Z58320,120302,Speed Driver Parts  Sch 2015,20120401,20160331,SSE,PRUYN BEARING CO,SS&E,191000,36,00,$171.48
S2Z5833S,130412,"Hach Instruments, Parts, Supplies and Services Sch 2024",20130401,20160331,SSE,HACH CO,SS&E,520616.5,36,12,"$33,226.60"
S2Z58370,120246,"Trash Compactor Rental, maint and P/U Service Sch 503",20120201,20151031,SSE,GOLD MEDAL DISPOSAL INC,SS&E,335228,33,00,"$9,831.00"
S2Z58450,120317,"Repair, maintenance and/or engineering services of electrical equipment and systems",20120501,20150430,SSE,CHARLES W ROMANO CO,SS&E,3517830,36,12,"$157,298.41"
S2Z58480,A20276,TEREX SERVICES Bid # S2Z58480,20120501,20150430,SSE,TEREX SERVICES,SS&E,361908,36,12,"$54,016.63"
S2Z58510,130076,Work Clothes  Sch 77,20130101,20151231,SSE,UNIFORMS MANUFACTURING INC,SS&E,800000,26,02,"$86,408.75"
S2Z58520,130043,"ELECTRICAL EMERGENCY GENERATORS  MAINTENANCE AND REPAIR FOR DEPARTMENT OF PUBLIC PROPERTY ONLY, SCH. 927=01",20120701,20150430,SSE,GILES & RANSOME INC,SS&E,365730,33,09,"$6,649.32"
S2Z58530,120314,After Market Automtive Collision Replacement Parts Sch 31-08,20120501,20150430,SSE,KEYSTONE AUTOMOTIVE INDUSTRIES INC,SS&E,69750,36,12,
S2Z58790,120337,"SUMMER LUNCH AND AFTER SCHOOL SNACK AND SUPPER PROGRAMS, SCH. 579",20120618,20150607,SSE,MARAMONT CORP,SS&E,16578190,36,12,"$328,796.90"
S2Z58800,120342,"RENTAL SCHOOL BUS TYPE, 15 PASSENGER VAND AND MINIBUS TRANSPORTATION, SCH. 345",20120601,20150531,SSE,FIRST STUDENT INC,SS&E,792776.8,36,12,"$181,123.98"
S3OF1990,130114,Natural Area Planting Services,20120901,20150831,SSE,ALL SEASONS LANDSCAPING CO INC,SS&E,506000,36,12,"$18,000.00"
S3OO3020,130096,CORPORATION STOPS,20121001,20150930,SSE,FERGUSON ENTERPRISES INC,SS&E,1953065,33,09,"$113,199.50"
S3QG8349,130079,PRINTING OF MAILING ENVELOPES,20120701,20150630,SSE,ALLIED ENVELOPE COMPANY INC,SS&E,1100973.25,36,12,
S3QM2390,130041,PROMEGA PRODUCTS FOR DNA ANALYSIS,20120701,20150630,SSE,PROMEGA CORP,SS&E,774856.3,36,12,
S3QM240F,130284,Emergency Meals,20130201,20160131,SSE,EVENT CATERERS INC,SS&E,504211.52,36,12,"$25,477.50"
S3TW2630,130109,SWIMMING POOL CHEMICALS FOR RECREATION DEPARTMENT/FAIRMOUNT PARK COMMISSION,20130101,20151231,SSE,BUCKMANS INC,SS&E,387232,36,12,"$42,774.16"
S3VW4810,130257,Parts & Supplies for High Volume  Air  Samplers,20130101,20151231,SSE,TISCH ENVIRONMENTAL INC,SS&E,30001.01,33,09,
S3VZ3380,130351,FIRE SPRINKLER MAINTENANCE AND INSPECTION,20130401,20160331,SSE,WAYMAN FIRE PROTECTION INC,SS&E,250080,27,03,
S3WJ7890,130258,Monthly Maint. & Installation of Telephones - Branches,20130101,20151231,SSE,QUADISCO INC,SS&E,200472.02,36,12,"$24,321.87"
S3WO192S,130254,BMC Software and Support Maintenance,20130101,20151231,SSE,B M C SOFTWARE INC,SS&E,117708.97,36,12,
S3WW8380,130169,"WATER, SEWER AND BASEMENT PROTECTION PLUMBING REPAIRS",20121201,20151130,SSE,LUZERNE V MCALLISTER PLUMBING & HTNG CO,SS&E,750000,34,10,"$1,406,798.22"
S3WZ0240,130309,Filter Media,20130301,20160229,SSE,CENTRALIA COAL SALES CO,SS&E,240001,36,12,"$23,298.00"
S3XL8350,130179,Repair Svc Oxygen Generation & Activated Sludge System,20121101,20151031,SSE,SOLUTIONWERKS INC,SS&E,1380740,36,12,"$81,674.73"
S3XM331S,130199,Taginator,20121101,20151031,SSE,EQUIPMENT TRADE SERVICE CO INC,SS&E,287700,36,12,"$20,608.00"
S3XN6760,130354,Barber Clipper Sharpening & Hair Dryer Repair Svcs,20130601,20150531,SSE,M SCHNEIDER & SONS INC,SS&E,52001,36,24,"$1,923.55"
S3XN6770,130116,"PREVENTIVE MAINTENANCE, INSPECTION AND REPAIRS OF ITT FLYGT PUMPS",20121101,20151031,SSE,A C SCHULTES INC,SS&E,410000,36,12,"$10,350.00"
S3XN6780,130291,Maintenance and Repair of Electronic Door and Lighting Control System at the Philadelphia Industrial Correctional Center,20130101,20151231,SSE,PINNACLE INTEGRATED SYSTEMS INC,SS&E,90000,36,12,"$8,220.00"
S3XN8900,130265,Sample Ballots,20130101,20151231,SSE,INSTANT COPY & PRINTING CENTER INC,SS&E,379100,36,12,
S3XP9750,130312,Repair/Maintenance of Linestriping Equipment,20130301,20160229,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,40001,36,12,
S3XR729S,130047,CLEAN THRU EXTRACTION COLUMNS,20120701,20150630,SSE,UNITED CHEMICAL TECHNOLOGIES LLC,SS&E,80001,36,12,"$3,272.20"
S3XS9590,130091,Dauphin North America Component Chair Parts,20120901,20150831,SSE,DAUPHIN NORTH AMERICA,SS&E,280000,34,10,
S3XS9600,130192,Washcloth Material Terry 82% Cotton Remainder Polyester,20130101,20151231,SSE,TABB TEXTILES,SS&E,280000,36,12,"$20,363.28"
S3XS9610,130200,"Sheeting, 1st Quality Cloth, 50%Polyester/50%Cotton,",20130101,20151231,SSE,TABB TEXTILES,SS&E,383200,36,12,"$52,800.00"
S3XS9620,130310,Dry Cleaning and Laundry Supplies and Training,20130401,20160331,SSE,PARISER INDUSTRIES INC,SS&E,99454.5,36,12,
S3XS9670,130211,"Mattresses, Institutional Mattress with Integrated pillow",20130101,20151231,SSE,CHESTNUT RIDGE FOAM INC,SS&E,575920,36,12,"$35,184.00"
S3XT6970,130074,32 PASSENGER PRISONER BUS,20120701,20150630,SSE,WOLFINGTON BODY CO INC,SS&E,373165,36,12,
S3XY8170,130115,Protective Clothing for Firefighters,20121101,20151031,SSE,LION APPAREL INC,SS&E,2740552,36,12,"$53,262.28"
S3XY8380,130105,Structural Fire Fighters Protective Gloves,20120901,20150630,SSE,911 SAFETY EQUIPMENT LLC,SS&E,180014,36,12,
S3YB5530,130064,LABORATORY TESTING SERVICES,20120701,20150630,SSE,QUEST DIAGNOSTICS CLINICAL LABORATORIES,SS&E,3185651.21,36,12,"$580,372.83"
S3YB6150,140082,"Automated Glycohemoglobin Analyzer, Supplies/Controls",20130701,20150630,SSE,BIO RAD LABORATORIES INC,SS&E,250000,36,24,"$9,940.00"
S3YC4880,130406,Square Post System,20130501,20150430,SSE,GARDEN STATE HIGHWAY PRODUCTS,SS&E,298490.29,36,12,
S3YD4840,130241,Lighting Maintenance and Repairs on City Owned Sites,20121201,20151130,SSE,MICHAEL SYMBULA,SS&E,170435,36,12,"$34,180.66"
S3YE7470,130403,Treatment of Foundation Walls Purging & Waterproofing,20130601,20150531,SSE,NICHOLAS DELLA VECCHIA INC,SS&E,194116,36,24,
S3YK1170,130146,Emergency Abatement Repair Program,20121201,20151130,SSE,COFFELT CONTRACTING LLC,SS&E,285000,34,10,"$223,924.35"
S3YK6010,130251,"OFFSET MACHINE REPRODUCTION, DUPLICATING AND PRINTING SERVICES",20130101,20151231,SSE,NBF CORP,SS&E,499000,36,12,"$1,300.00"
S3YL4620,130401,Envirox H2 Orange2 Concentrate 117,20130601,20150531,SSE,AMERISAN LLC,SS&E,146769,36,24,
S3YL4670,130262,Runway Silica Sand,20130601,20150531,SSE,WHIBCO OF NEW JERSEY INC,SS&E,204257,36,24,"$7,349.71"
S3YL4960,130072,ACCESS CONTROL SYS PARTS & REPAIR - PHL,20120701,20150630,SSE,SECURITY & DATA TECHNOLOGIES INC,SS&E,347900,36,12,
S3YL4970,130177,Online Website Access for Weather Forecasting,20130101,20151231,SSE,TELVENT USA HOLDINGS LLC,SS&E,348516.32,36,12,"$10,805.44"
S3YL5320,130103,Airport: Recycling Compactor Monthly Rental and Pick-up Service,20121101,20151031,SSE,WASTE MANAGEMENT OF PENNSYLVANIA INC,SS&E,350150,36,12,"$16,476.29"
S3YL536S,130360,"Service Maintenance Programming, Hardware and Service Maintenance for Interactive Employee Training (IET)",20130401,20160331,SSE,AMERICAN ASSOC OF AIRPORT EXECUTIVES,SS&E,1144980,36,12,"$2,916.67"
S3YN1660,130353,Repair and Replacement Parts for Motor Fuel Distribution Equipment,20130401,20160331,SSE,R J WALSH ASSOCIATES INC,SS&E,192180,36,12,"$18,705.82"
S3YN197S,130171,RNI FUEL MANAGEMENT SYSTEM SUPPLIES,20121101,20151031,SSE,ORPAK USA INC,SS&E,65001,36,12,
S3YN268S,130173,MAINTENANCE/REPAIR OF BREATHING COMPRESSORS,20121001,20150930,SSE,COMPRESSED AIR SYSTEMS INC,SS&E,630382.5,36,12,"$37,908.97"
S3YN2690,130290,PARATECH FIRE FIGHTING EQUIPMENT,20130201,20160131,SSE,W W ENGINE & SUPPLY INC,SS&E,108500,36,12,
S3YN272S,130243,Biomarine BioPak240k's and Accessories,20130101,20151231,SSE,BIOMARINE INC,SS&E,116970,36,12,
S3YN2760,130322,Maintenance and Testing of Autovent Ventilators,20130201,20160131,SSE,E M S TECHNOLOGIES INC,SS&E,123001,36,12,
S3YN2770,130371,Kidde 0910 Smoke Alarm,20130501,20150430,SSE,T FRANK MCCALLS INC,SS&E,95001,36,24,
S3YN3190,130256,Safety Equipment,20130101,20151231,SSE,W W ENGINE & SUPPLY INC,SS&E,163000,36,12,
S3YN3210,130352,Repair of Analytical Equipment for the Philadelphia Fire Department,20130301,20160229,SSE,WITMER PUBLIC SAFETY GROUP INC,SS&E,199152,36,12,"$4,332.62"
S3YQ0530,130080,Used (Refurbished) Office / Storage ISO Containers,20120701,20150630,SSE,SEA BOX INC,SS&E,881965,36,24,
S3YQ0540,130231,HEAVY DUTY VEHICLE AND EQUIPMENT REPAIR,20121201,20151130,SSE,GILES & RANSOME INC,SS&E,202070,33,09,"$84,599.97"
S3YQ0550,130170,Bird Control Services,20121001,20150930,SSE,BIRD CONTROL SERVICES,SS&E,60001,36,12,"$1,494.00"
S3YQ0560,130314,Purchase of Hybrid Vehicles,20130401,20160331,SSE,PACIFICO FORD INC,SS&E,1278291.48,36,12,
S3YQ0590,130423,Purchase of Various Sport Utility Vehicles,20130601,20150531,SSE,CHAPMAN CHEVROLET LLC,SS&E,5537000,36,24,"$412,090.21"
S3YQ0770,130224,"Repair, Testing, Inspection and  Programming of Veeder Root TLS 350 Tank Monitoring Systems",20130101,20151231,SSE,R J WALSH ASSOCIATES INC,SS&E,155621,36,12,"$3,887.43"
S3YQ0780,130316,Repair/Replacement Services for Kovatch Motor Equipment (KME),20130401,20160331,SSE,W CAMPBELL SUPPLY CO OF PENNA LLC,SS&E,65990,36,12,
S3YQ6640,A30044,LINDENMEYR MUNROE Bid # S3YQ6640,20120701,20150630,SSE,LINDENMEYR MUNROE,SS&E,30001,36,12,
S3Z57600,130205,"Automotive Paints, Tools (Equipment), and Related Supplies - Sch 45",20121201,20151130,SSE,UNI SELECT USA INC,SS&E,50000,24,00,"$9,646.76"
S3Z58220,A30260,UNISOURCE WORLDWIDE INC Bid # S3Z58220,20130101,20151231,SSE,UNISOURCE WORLDWIDE INC,SS&E,1810000,27,03,"$237,672.97"
S3Z58260,130087,Ceiling & Floor Tiles  Sch 800,20120801,20150731,SSE,CONTINENTAL FLOORING,SS&E,226766.52,32,08,"$24,658.15"
S3Z58280,130093,"ELECTRICAL EMERGENCY GENERATORS MAINTENANCE AND REPAIR SERVICE, SCH. 927-02",20121001,20150630,SSE,FM GENERATOR INC,SS&E,294800,33,09,"$13,727.67"
S3Z58400,130407,Custodial Services for Various City Agencies,20130601,20150531,SSE,TEAM CLEAN INC,SS&E,1551241.92,30,18,"$158,200.73"
S3Z58410,130411,Custodial Services for City Hall and other City-Owned Real Estate,20130601,20150531,SSE,TEAM CLEAN INC,SS&E,5200444.46,30,18,"$800,155.59"
S3Z58440,130193,"Maintenance, Repair, and Replacement of Air Compressors & Related Parts - Sch 183",20121101,20151031,SSE,CHARLES W ROMANO CO,SS&E,625730,30,06,"$76,234.70"
S3Z58470,130333,Window Washing Service,20130201,20160131,SSE,SUPREME JANITORIAL & MAINTENANCE CO INC,SS&E,454745,27,03,"$33,200.00"
S3Z58490,130345,Promotional Items,20130301,20160229,SSE,B T C ENVELOPES & PRINTING LLC,SS&E,50001,33,09,"$17,644.05"
S3Z58590,130070,"MICROFICHE READER/PRINTER MAINTENANCE SERVICE AND SUPPLIES, SCH. 111",20120901,20150831,SSE,F W DUTTON INC,SS&E,120001,36,12,
S3Z5860S,130413,Underground Storage of Microfilm - Sch 444,20130601,20150531,SSE,IRON MOUNTAIN INFORMATION MANAGEMENT LLC,SS&E,268981.8,36,24,
S3Z58630,130252,"Oil, Gas Burner & Boiler Maintenance Service & Repairs",20130101,20151231,SSE,GENERAL ASPHALT PAVING CO OF PHILA,SS&E,2229204,30,06,"$264,306.15"
S3Z58660,130273,LAMPS & BALLASTS,20130201,20160131,SSE,BILLOWS ELECTRIC SUPPLY CO INC,SS&E,1756000,32,08,"$163,335.21"
S3Z58670,130062,"Purchase, Lease/Purchase,Lease and maint of Plain Paper Copier Machines and Purchase of Supplies for those machines",20120701,20150630,SSE,RICOH AMERICAS CORP,SS&E,1290000,24,00,"$195,071.21"
S3Z58690,130046,"COUNCILMANIC  PRINTING, SCH. 114",20120701,20150630,SSE,INSTANT COPY & PRINTING CENTER INC,SS&E,381847,36,12,
S3Z58700,130125,Repairs to Structural Concrete Leaks,20121001,20150930,SSE,ANDERSON CONSTRUTION SERVICES INC,SS&E,63693,33,09,
S3Z58720,130222,Transmission Warranty & Repair Service,20130101,20151231,SSE,PENN DETROIT DIESEL ALLISON LLC,SS&E,50000.01,30,06,"$5,801.62"
S3Z58730,130066,"STREET LIGHTING MAINTENANCE, SCH. 421",20120901,20150831,SSE,AMERICAN LIGHTING & SIGNALIZATION INC,SS&E,5540552,34,10,"$643,279.23"
S3Z58760,A30004,TIME & PARKING CONTROLS LLC Bid # S3Z58760,20120701,20150630,SSE,TIME & PARKING CONTROLS LLC,SS&E,150001,36,12,$424.00
S3Z58770,130183,Repair/Maintenance of Microscopes - Sch 555,20130101,20151231,SSE,I MILLER PRECISION OPTICAL INSTRMNTS INC,SS&E,159085,30,06,"$1,171.78"
S3Z58810,130082,RECYCLING BINS - SCH 504,20120701,20150630,SSE,ORBIS CORP,SS&E,999000,36,12,"$94,999.50"
S3Z58850,130214,Underground Storage Tank,20121101,20151031,SSE,ACT TECHNOLOGIES INC,SS&E,31001,35,11,"$5,596.00"
S3Z58860,130001,"Uniform Rental and Laundry Service, Sch. 75",20120701,20150630,SSE,UNIFIRST CORP,SS&E,135000,36,12,"$7,469.95"
S3Z58870,130127,"Forms, Printed, Carbonless Paper, Sch 91",20121001,20150930,SSE,VANGUARD DIRECT,SS&E,585068.78,36,12,"$70,662.74"
S3Z58880,130362,Condoms,20130401,20160331,SSE,TOTAL ACCESS GROUP,SS&E,799999,30,06,"$67,961.92"
S3Z58940,130213,Medical Oxygen Service (Fill and Cylinder Repair) and  Accessories,20130101,20151231,SSE,AIRGAS USA LLC,SS&E,390280.12,34,10,"$38,454.53"
S3Z58960,130172,"ELECTRONIC COMPONENTS, SCH. 86-01",20121101,20151031,SSE,A C RADIO SUPPLY INC,SS&E,92550,36,12,$865.64
S3Z58970,130187,"RUBBER STAMPS, SCH. 118",20121101,20151031,SSE,RODZINA INDUSTRIES INC,SS&E,60001,36,12,"$2,755.15"
S3Z58980,130341,Hardware and Abrasive Supplies,20130301,20160229,SSE,INDEPENDENT HARDWARE INC,SS&E,160000.01,32,08,$459.00
S3Z58990,130176,Harris (Ericsson) and Motorola Radio Parts and Supplies,20121101,20151031,SSE,R F DESIGN & INTEGRATION INC,SS&E,271390,36,12,
S3Z59000,130268,"Metal Doors, Frames and Accessories (Locks, Door Closets, Keys, etc.)",20130201,20160131,SSE,DOOR SERVICE CORP,SS&E,386350,33,09,"$87,352.22"
S3Z59010,130328,Folger Adam and Southern Steel Detention Products,20130401,20160331,SSE,CRAFTMASTER HARDWARE CO INC,SS&E,100000.01,32,08,
S3Z59020,130334,"Rental and Services for Circulating, Immersion and Aqueous Bioremediating Parts Washing Machines",20130201,20160131,SSE,SAFETY KLEEN SYSTEMS INC,SS&E,262000,33,09,"$16,163.00"
S3Z59040,130223,"SEALING OF ABANDONED LATERALS, SCH. 59",20121201,20151130,SSE,GUARANTEED PLUMBING INC,SS&E,311250.5,36,12,"$2,350.00"
S3Z59080,130201,Purchase of Electric Motors,20121201,20151130,SSE,WILLIER ELECTRIC MOTOR CO INC,SS&E,250850,36,12,"$2,686.44"
